item1,item2,frequency
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,108404
PJUD: PODER JUDICIAL,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,106435
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,102205
Registro Civil: SRCeI,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",95337
bcm2.sii.cl: Servicio de Impuestos Internos,undefinedSII: Servicio de Impuestos Internos,92498
Milicenciamedica.cl: Subsecretaría de Salud Pública,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",91836
PJUD: PODER JUDICIAL,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",90693
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,89969
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",89048
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Subsidio Eléctrico: Subsecretaría de Evaluación Social,88282
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Milicenciamedica.cl: Subsecretaría de Salud Pública,84681
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,miChileAtiende: Instituto de Previsión Social,84532
Registro Civil: SRCeI,undefinedSII: Servicio de Impuestos Internos,80924
Milicenciamedica.cl: Subsecretaría de Salud Pública,Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,78340
Portal MiDT: Dirección del Trabajo,Registro Civil: SRCeI,77468
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,undefinedSII: Servicio de Impuestos Internos,76653
ChileAtiende: Instituto de Previsión Social,FONASA - Portal Beneficiario: Fondo Nacional de Salud,74725
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Portal MiDT: Dirección del Trabajo,72486
Mercado+Público: Dirección de Compras y Contratación Pública,undefinedSII: Servicio de Impuestos Internos,72078
miChileAtiende: Instituto de Previsión Social,undefinedCMF: Comisión para el Mercado Financiero,71575
Subsidio Familiar Automático: Subsecretaría de Evaluación Social,miChileAtiende: Instituto de Previsión Social,71414
FONASA - Portal Beneficiario: Fondo Nacional de Salud,PJUD: PODER JUDICIAL,71282
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",67686
PJUD: PODER JUDICIAL,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,66572
Actas de mediación en línea: Subsecretaría de Justicia,PJUD: PODER JUDICIAL,64533
Protección Social: MDS,miChileAtiende: Instituto de Previsión Social,63322
Registro Civil: SRCeI,undefinedCMF: Comisión para el Mercado Financiero,60748
FONASA - Portal Beneficiario: Fondo Nacional de Salud,undefinedSII: Servicio de Impuestos Internos,59134
miChileAtiende: Instituto de Previsión Social,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",59061
Protección Social: MDS,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,57512
Capacitación ChileCompra: Dirección ChileCompra,Mercado+Público: Dirección de Compras y Contratación Pública,57307
Milicenciamedica.cl: Subsecretaría de Salud Pública,PJUD: PODER JUDICIAL,55232
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Empleos Públicos: Servicio Civil,55065
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,undefinedCMF: Comisión para el Mercado Financiero,54860
Milicenciamedica.cl: Subsecretaría de Salud Pública,undefinedSII: Servicio de Impuestos Internos,52875
bcm2.sii.cl: Servicio de Impuestos Internos,www.sii.cl: Servicio de Impuestos Internos,51915
PJUD: PODER JUDICIAL,Portal MiDT: Dirección del Trabajo,51453
ChileAtiende: Instituto de Previsión Social,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,51402
IPS - persona: Instituto de Previsión Social,miChileAtiende: Instituto de Previsión Social,51372
Milicenciamedica.cl: Subsecretaría de Salud Pública,undefinedCMF: Comisión para el Mercado Financiero,49806
Comisaría Virtual: Carabineros de Chile,PJUD: PODER JUDICIAL,49062
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Registro Civil: SRCeI,48507
Milicenciamedica.cl: Subsecretaría de Salud Pública,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,47834
Empleos Públicos: Servicio Civil,PJUD: PODER JUDICIAL,46252
IMG: MDS,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,46218
PJUD: PODER JUDICIAL,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,45969
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Portal MiDT: Dirección del Trabajo,45808
Portal MiDT: Dirección del Trabajo,undefinedSII: Servicio de Impuestos Internos,45300
Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",43556
Comisaría Virtual: Carabineros de Chile,Comisaría Virtual: Carabineros de Chile,43450
PJUD: PODER JUDICIAL,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,42890
undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,undefinedSII: Servicio de Impuestos Internos,42658
Autenticacion Nube  Privada: Servicio de Impuestos Internos,undefinedSII: Servicio de Impuestos Internos,41879
MINVU: Subsecretaría de Vivienda y Urbanismo,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,41632
ChileAtiende: Instituto de Previsión Social,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,41620
APIs Receta Electrónica: Subsecretaría de Salud Pública,Recetas en línea - Acceso Químico farmacéutico: Subsecretaría de Salud Pública,39581
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,Empleos Públicos: Servicio Civil,39099
Afiliación e inscripción en atención primaria en línea: Fondo Nacional de Salud,Registro Civil: SRCeI,39024
Milicenciamedica.cl: Subsecretaría de Salud Pública,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,37557
Registro Civil: SRCeI,miChileAtiende: Instituto de Previsión Social,36256
FONASA - Portal Beneficiario: Fondo Nacional de Salud,miChileAtiende: Instituto de Previsión Social,34705
Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,SISTEMA DE ATENCIÓN DE CONSULTA: Comisión Administradora del Sistema de Créditos para Estudios Superiores,31330
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,30738
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,undefinedSII: Servicio de Impuestos Internos,30036
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,miChileAtiende: Instituto de Previsión Social,29958
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,miChileAtiende: Instituto de Previsión Social,29948
Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,undefinedSII: Servicio de Impuestos Internos,29939
Mercado+Público: Dirección de Compras y Contratación Pública,PJUD: PODER JUDICIAL,29430
Milicenciamedica.cl: Subsecretaría de Salud Pública,Procedimiento Administrativo Electrónico: Superintendencia de Seguridad Social,29159
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Protección Social: MDS,28762
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,28139
Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,undefinedCMF: Comisión para el Mercado Financiero,28095
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,27910
Empleos Públicos: Servicio Civil,Registro Civil: SRCeI,27187
Procedimiento Administrativo Electrónico: Superintendencia de Seguridad Social,Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,26761
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Mi Fiscalía en Línea: Ministerio Público,26057
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,undefinedSII: Servicio de Impuestos Internos,25764
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,25428
Autenticacion Nube  Privada: Servicio de Impuestos Internos,www.sii.cl: Servicio de Impuestos Internos,23475
Devolución de Pagos en excesos: Fondo Nacional de Salud,FONASA - Portal Beneficiario: Fondo Nacional de Salud,22292
FUAS-Mineduc: Subsecretaría de Educación,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,21953
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,21856
Mercado+Público: Dirección de Compras y Contratación Pública,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,21852
Mercado+Público: Dirección de Compras y Contratación Pública,Portal MiDT: Dirección del Trabajo,21306
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Registro Civil: SRCeI,21184
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,Registro Civil: SRCeI,21075
Milicenciamedica.cl: Subsecretaría de Salud Pública,Portal MiDT: Dirección del Trabajo,20862
Actas de mediación en línea: Subsecretaría de Justicia,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,20778
Empleos Públicos: Servicio Civil,Mercado+Público: Dirección de Compras y Contratación Pública,20486
Portal MiDT: Dirección del Trabajo,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,19885
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,19803
Comisaría Virtual: Carabineros de Chile,Comisaría Virtual: Carabineros de Chile,19785
Portal MiDT: Dirección del Trabajo,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,19433
Milicenciamedica.cl: Subsecretaría de Salud Pública,Sistema de Apelación Contra de Isapres: Subsecretaría de Salud Pública,19387
Autenticación TGR: Servicio de Tesorerías,PJUD: PODER JUDICIAL,19132
Milicenciamedica.cl: Subsecretaría de Salud Pública,miChileAtiende: Instituto de Previsión Social,19115
ChileAtiende: Instituto de Previsión Social,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",18968
miChileAtiende: Instituto de Previsión Social,undefinedSII: Servicio de Impuestos Internos,18637
Mercado+Público: Dirección de Compras y Contratación Pública,Requisitos para Ofertar: Dirección de Compras y Contratación Pública,18047
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Mi Súper: Superintendencia de Salud,17771
e-certchile: E-Cert Chile,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,16057
FONASA - Portal Beneficiario: Fondo Nacional de Salud,undefinedCMF: Comisión para el Mercado Financiero,14621
Portal MiDT: Dirección del Trabajo,undefinedCMF: Comisión para el Mercado Financiero,14603
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,MINVU: Subsecretaría de Vivienda y Urbanismo,14186
Autenticación TGR: Servicio de Tesorerías,www.sii.cl: Servicio de Impuestos Internos,13763
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Registro Civil: SRCeI,13387
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Fonasa: Fondo Nacional de Salud,13090
IMG: MDS,miChileAtiende: Instituto de Previsión Social,12412
Milicenciamedica.cl: Subsecretaría de Salud Pública,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,12361
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,undefinedSII: Servicio de Impuestos Internos,12276
Cesantía: Comisión Administradora de Sistema de Créditos para Estudios Superiores,Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,12030
IMG: MDS,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",12019
Empleos Públicos: Servicio Civil,undefinedSII: Servicio de Impuestos Internos,11815
Comisaría Virtual: Carabineros de Chile,Portal Servel: Servicio Electoral,11250
Subsidio Eléctrico: Subsecretaría de Evaluación Social,miChileAtiende: Instituto de Previsión Social,11165
Portal MiDT: Dirección del Trabajo,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,10869
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,www.sii.cl: Servicio de Impuestos Internos,10495
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,SPP: Fondo de Solidaridad e Inversión Social,10379
Sistema de Registro: Subsecretaría de Evaluación Social,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,10223
"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",www.sii.cl: Servicio de Impuestos Internos,10223
Milicenciamedica.cl: Subsecretaría de Salud Pública,Registro Civil: SRCeI,9866
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,undefinedCMF: Comisión para el Mercado Financiero,9812
Bitácora Web: Ministerio Público,SUBSECRETARÍA DE PREVENCIÓN DEL DELITO: Subsecretaria de Prevención del Delito,9735
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Subsidio Eléctrico: Subsecretaría de Evaluación Social,9352
PJUD: PODER JUDICIAL,Subsidio Eléctrico: Subsecretaría de Evaluación Social,9201
PJUD: PODER JUDICIAL,www.sii.cl: Servicio de Impuestos Internos,9065
IMG: MDS,Protección Social: MDS,8823
Mercado+Público: Dirección de Compras y Contratación Pública,undefinedCMF: Comisión para el Mercado Financiero,8799
Comisaría Virtual: Carabineros de Chile,Comisaría Virtual: Carabineros de Chile,8504
Comisaría Virtual: Carabineros de Chile,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,8402
IMG: MDS,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,7697
Autenticación TGR: Servicio de Tesorerías,bcm2.sii.cl: Servicio de Impuestos Internos,7638
Defensoría Penal Pública: DEFENSORIA PENAL PUBLICA,PJUD: PODER JUDICIAL,7350
ChileAtiende: Instituto de Previsión Social,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,7295
Mercado+Público: Dirección de Compras y Contratación Pública,Registro nacional de Proveedores: Dirección de Compras y Contratación Pública,7169
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,Registro Civil: SRCeI,6787
DocDigital Versión 3: Subsecretaría General de la Presidencia de la República,Mercado+Público: Dirección de Compras y Contratación Pública,6639
Autenticacion Nube  Privada: Servicio de Impuestos Internos,bcm2.sii.cl: Servicio de Impuestos Internos,6370
MINVU: Subsecretaría de Vivienda y Urbanismo,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,6357
MINVU: Subsecretaría de Vivienda y Urbanismo,Postulación en línea DS1: Subsecretaría de Vivienda y Urbanismo,6127
Comisaría Virtual: Carabineros de Chile,Comisaría Virtual: Carabineros de Chile,5916
Comisaría Virtual: Carabineros de Chile,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,5887
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,www.sii.cl: Servicio de Impuestos Internos,5702
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,undefinedCMF: Comisión para el Mercado Financiero,5684
Acceso Clave Unica UFRO: Universidad de La Frontera,Agencia de Calidad de la Educación: MINISTERIO DE EDUCACION,5485
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Subsidio Eléctrico: Subsecretaría de Evaluación Social,5237
Registro Civil: SRCeI,www.sii.cl: Servicio de Impuestos Internos,5202
Protección Social: MDS,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,5148
SignPass: BPO Advisors SpA,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,5136
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,5056
ChileAtiende: Instituto de Previsión Social,Subsidio Eléctrico: Subsecretaría de Evaluación Social,4999
undefinedCMF: Comisión para el Mercado Financiero,www.sii.cl: Servicio de Impuestos Internos,4959
Resultados Subsidio Eléctrico: Subsecretaría de Energía,miChileAtiende: Instituto de Previsión Social,4887
Resultados Subsidio Eléctrico: Subsecretaría de Energía,Subsidio Eléctrico: Subsecretaría de Evaluación Social,4855
ChileCompra - Centro de Ayuda: Dirección de Compras y Contratación Pública,Mercado+Público: Dirección de Compras y Contratación Pública,4762
Candidaturas: servicio electoral,Contraloria General de la Republica: CONTRALORIA,4694
Mi Súper: Superintendencia de Salud,Registro Civil: SRCeI,4551
Bitácora Web: Ministerio Público,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,4446
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,4413
Subsidio Eléctrico: Subsecretaría de Evaluación Social,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",4294
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Resultados Subsidio Eléctrico: Subsecretaría de Energía,4119
Autenticación Sistemas DPP: Defensoría Penal Pública,PJUD: PODER JUDICIAL,4105
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,3994
Autenticación Sistemas DPP: Defensoría Penal Pública,Mi Fiscalía en Línea: Ministerio Público,3801
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",3749
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Subsidio Eléctrico: Subsecretaría de Evaluación Social,3454
ChileAtiende: Instituto de Previsión Social,undefinedCMF: Comisión para el Mercado Financiero,3429
Registro Civil: SRCeI,Subsidio Eléctrico: Subsecretaría de Evaluación Social,3268
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,Plataforma de Capacitación Censo: Instituto Nacional de Estadísticas,3172
IMG: MDS,Milicenciamedica.cl: Subsecretaría de Salud Pública,3172
FONASA - Portal Beneficiario: Fondo Nacional de Salud,www.sii.cl: Servicio de Impuestos Internos,3158
MEVACUNO: Subsecretaría de Redes Asistenciales,Registro Civil: SRCeI,3033
Autenticación TGR: Servicio de Tesorerías,undefinedCMF: Comisión para el Mercado Financiero,3015
Subsidio Eléctrico: Subsecretaría de Evaluación Social,undefinedCMF: Comisión para el Mercado Financiero,2799
Protección Social: MDS,Subsidio Eléctrico: Subsecretaría de Evaluación Social,2786
FUAS-Mineduc: Subsecretaría de Educación,Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,2759
Protección Social: MDS,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",2703
Servicios en linea: Caja de Previsión de la Defensa Nacional,miChileAtiende: Instituto de Previsión Social,2655
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,2625
Milicenciamedica.cl: Subsecretaría de Salud Pública,Subsidio Eléctrico: Subsecretaría de Evaluación Social,2566
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,SIMPLE: Corporación Nacional de Desarrollo Indígena,2537
Mercado+Público: Dirección de Compras y Contratación Pública,Registro Civil: SRCeI,2469
Actas de mediación en línea: Subsecretaría de Justicia,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,2462
Subsidio Eléctrico: Subsecretaría de Evaluación Social,undefinedSII: Servicio de Impuestos Internos,2453
SPP: Fondo de Solidaridad e Inversión Social,miChileAtiende: Instituto de Previsión Social,2396
Autenticacion Nube  Privada: Servicio de Impuestos Internos,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",2340
Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,undefinedSII: Servicio de Impuestos Internos,2333
SPP: Fondo de Solidaridad e Inversión Social,undefinedSII: Servicio de Impuestos Internos,2324
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Resultados Subsidio Eléctrico: Subsecretaría de Energía,2313
Comisaría Virtual: Carabineros de Chile,Portal Servel: Servicio Electoral,2177
Autenticación TGR: Servicio de Tesorerías,Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,2171
MINVU: Subsecretaría de Vivienda y Urbanismo,miChileAtiende: Instituto de Previsión Social,2166
Devolución de Pagos en excesos: Fondo Nacional de Salud,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",2163
PJUD: PODER JUDICIAL,Resultados Subsidio Eléctrico: Subsecretaría de Energía,2151
Autenticacion Nube  Privada: Servicio de Impuestos Internos,PJUD: PODER JUDICIAL,2143
Municipalidad de Valparaíso - Simple: Municipalidad de Valparaíso,Registro Civil: SRCeI,2134
SIMPLE: Corporación Nacional de Desarrollo Indígena,Simple Trámites: Subsecretaría de Evaluación Social,2119
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,FONASA - Portal Beneficiario: Fondo Nacional de Salud,2114
Portal MiDT: Dirección del Trabajo,www.sii.cl: Servicio de Impuestos Internos,2099
IMG: MDS,PJUD: PODER JUDICIAL,2097
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,www.sii.cl: Servicio de Impuestos Internos,2080
Plataforma de Capacitación Censo: Instituto Nacional de Estadísticas,undefinedSII: Servicio de Impuestos Internos,2012
ChileAtiende: Instituto de Previsión Social,undefinedSII: Servicio de Impuestos Internos,1996
Mercado Público D. Jurada: Dirección de Compras y Contratación Pública,Mercado+Público: Dirección de Compras y Contratación Pública,1968
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,1943
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Subsidio Eléctrico: Subsecretaría de Evaluación Social,1927
ACEPTA: ACEPTA.COM S.A.,undefinedSII: Servicio de Impuestos Internos,1921
Milicenciamedica.cl: Subsecretaría de Salud Pública,www.sii.cl: Servicio de Impuestos Internos,1906
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,Postulación en línea DS1: Subsecretaría de Vivienda y Urbanismo,1891
MINVU: Subsecretaría de Vivienda y Urbanismo,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,1889
ChileAtiende: Instituto de Previsión Social,PJUD: PODER JUDICIAL,1885
Comisaría Virtual: Carabineros de Chile,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,1875
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Portal Servel: Servicio Electoral,1850
Protección Social: MDS,bcm2.sii.cl: Servicio de Impuestos Internos,1846
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Autenticación TGR: Servicio de Tesorerías,1829
Bono Logro Escolar: Subsecretaría de Servicios Sociales,miChileAtiende: Instituto de Previsión Social,1809
Cesantía: Comisión Administradora de Sistema de Créditos para Estudios Superiores,Registro Civil: SRCeI,1784
Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,1776
Acceso Clave Unica UFRO: Universidad de La Frontera,Recursos de Reposición: Subsecretaría de Educación,1734
Comisaría Virtual: Carabineros de Chile,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,1704
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,SPP: Fondo de Solidaridad e Inversión Social,1645
ChileAtiende: Instituto de Previsión Social,Protección Social: MDS,1643
Mercado+Público: Dirección de Compras y Contratación Pública,www.sii.cl: Servicio de Impuestos Internos,1637
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,1606
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,undefinedSII: Servicio de Impuestos Internos,1515
ApelaciónbeneficiosEstudiantil: Subsecretaría de Educación,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,1465
IMG: MDS,undefinedSII: Servicio de Impuestos Internos,1432
Acceso Clave Unica UFRO: Universidad de La Frontera,Carrera Docente CPEIP: Subsecretaría de Educación,1374
Comisaría Virtual: Carabineros de Chile,PJUD: PODER JUDICIAL,1344
Bitácora Web: Ministerio Público,Comisaría Virtual: Carabineros de Chile,1311
Contraloria General de la Republica: CONTRALORIA,undefinedSII: Servicio de Impuestos Internos,1288
Comisaría Virtual: Carabineros de Chile,Registro Civil: SRCeI,1271
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Registro Civil: SRCeI,1262
