item1,item2,frequency
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,9346
Registro Civil: SRCeI,undefinedCMF: Comisión para el Mercado Financiero,9255
Extranjeria: Secretaría de Gobierno Digital,Registro Civil: SRCeI,9022
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Registro Civil: SRCeI,8728
PJUD: PODER JUDICIAL,Registro Civil: SRCeI,8583
Afiliación e inscripción en atención primaria en línea: Fondo Nacional de Salud,FONASA - Portal Beneficiario: Fondo Nacional de Salud,8560
Autenticación TGR: Servicio de Tesorerías,undefinedSII: Servicio de Impuestos Internos,7753
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",7715
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Portal MiDT: Dirección del Trabajo,6971
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,6754
PJUD: PODER JUDICIAL,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,6675
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,undefinedCMF: Comisión para el Mercado Financiero,6474
ChileAtiende: Instituto de Previsión Social,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,6315
undefinedSII: Servicio de Impuestos Internos,www.sii.cl: Servicio de Impuestos Internos,6245
FONASA - Portal Beneficiario: Fondo Nacional de Salud,undefinedSII: Servicio de Impuestos Internos,6180
Extranjeria: Secretaría de Gobierno Digital,undefinedSII: Servicio de Impuestos Internos,6125
ChileAtiende: Instituto de Previsión Social,FONASA - Portal Beneficiario: Fondo Nacional de Salud,6027
Registro Civil: SRCeI,miChileAtiende: Instituto de Previsión Social,5962
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,miChileAtiende: Instituto de Previsión Social,5904
ChileAtiende: Instituto de Previsión Social,miChileAtiende: Instituto de Previsión Social,5865
ChileAtiende: Instituto de Previsión Social,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,5805
Extranjeria: Secretaría de Gobierno Digital,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,5702
Protección Social: MDS,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,5384
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,5107
bcm2.sii.cl: Servicio de Impuestos Internos,undefinedSII: Servicio de Impuestos Internos,4974
PJUD: PODER JUDICIAL,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,4950
Milicenciamedica.cl: Subsecretaría de Salud Pública,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",4923
miChileAtiende: Instituto de Previsión Social,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",4848
PJUD: PODER JUDICIAL,undefinedCMF: Comisión para el Mercado Financiero,4831
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Subsidio Eléctrico: Subsecretaría de Evaluación Social,4753
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,undefinedSII: Servicio de Impuestos Internos,4739
Autenticación TGR: Servicio de Tesorerías,Extranjeria: Secretaría de Gobierno Digital,4729
miChileAtiende: Instituto de Previsión Social,undefinedCMF: Comisión para el Mercado Financiero,4619
PJUD: PODER JUDICIAL,undefinedSII: Servicio de Impuestos Internos,4602
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",4576
Portal MiDT: Dirección del Trabajo,undefinedSII: Servicio de Impuestos Internos,4492
Extranjeria: Secretaría de Gobierno Digital,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,4426
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,Registro Civil: SRCeI,4394
Comisaría Virtual: Carabineros de Chile,Registro Civil: SRCeI,4382
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Portal MiDT: Dirección del Trabajo,4317
Afiliación e inscripción en atención primaria en línea: Fondo Nacional de Salud,Registro Civil: SRCeI,4201
FONASA - Portal Beneficiario: Fondo Nacional de Salud,undefinedCMF: Comisión para el Mercado Financiero,4161
Extranjeria: Secretaría de Gobierno Digital,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",4156
PJUD: PODER JUDICIAL,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",4088
E-Sign ClaveÚnica: ESIGN S.A.,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,4060
Protección Social: MDS,miChileAtiende: Instituto de Previsión Social,4009
Extranjeria: Secretaría de Gobierno Digital,FONASA - Portal Beneficiario: Fondo Nacional de Salud,3863
Mi Fiscalía en Línea: Ministerio Público,PJUD: PODER JUDICIAL,3861
Portal MiDT: Dirección del Trabajo,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,3836
FONASA - Portal Beneficiario: Fondo Nacional de Salud,miChileAtiende: Instituto de Previsión Social,3826
Portal Servel: Servicio Electoral,Registro Civil: SRCeI,3764
FONASA - Portal Beneficiario: Fondo Nacional de Salud,PJUD: PODER JUDICIAL,3739
Portal MiDT: Dirección del Trabajo,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,3620
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,undefinedCMF: Comisión para el Mercado Financiero,3609
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Registro Civil: SRCeI,3591
PJUD: PODER JUDICIAL,miChileAtiende: Instituto de Previsión Social,3524
Subsidio Familiar Automático: Subsecretaría de Evaluación Social,miChileAtiende: Instituto de Previsión Social,3487
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Registro Civil: SRCeI,3464
undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,undefinedSII: Servicio de Impuestos Internos,3413
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,miChileAtiende: Instituto de Previsión Social,3402
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Milicenciamedica.cl: Subsecretaría de Salud Pública,3349
ChileAtiende: Instituto de Previsión Social,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",3236
IMG: MDS,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,3224
Milicenciamedica.cl: Subsecretaría de Salud Pública,undefinedCMF: Comisión para el Mercado Financiero,3190
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Protección Social: MDS,3190
FUAS-Mineduc: Subsecretaría de Educación,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,3135
Milicenciamedica.cl: Subsecretaría de Salud Pública,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,3104
Milicenciamedica.cl: Subsecretaría de Salud Pública,undefinedSII: Servicio de Impuestos Internos,3056
Autenticación TGR: Servicio de Tesorerías,Registro Civil: SRCeI,3018
miChileAtiende: Instituto de Previsión Social,undefinedSII: Servicio de Impuestos Internos,3012
Portal MiDT: Dirección del Trabajo,undefinedCMF: Comisión para el Mercado Financiero,2962
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,2955
MINVU: Subsecretaría de Vivienda y Urbanismo,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,2918
Milicenciamedica.cl: Subsecretaría de Salud Pública,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,2893
Extranjeria: Secretaría de Gobierno Digital,undefinedCMF: Comisión para el Mercado Financiero,2867
bcm2.sii.cl: Servicio de Impuestos Internos,www.sii.cl: Servicio de Impuestos Internos,2839
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,2828
Registro Civil: SRCeI,e-certchile: E-Cert Chile,2818
ChileAtiende: Instituto de Previsión Social,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,2747
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Portal Servel: Servicio Electoral,2669
Milicenciamedica.cl: Subsecretaría de Salud Pública,Registro Civil: SRCeI,2654
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,2577
IPS - persona: Instituto de Previsión Social,miChileAtiende: Instituto de Previsión Social,2571
Autenticacion Nube  Privada: Servicio de Impuestos Internos,undefinedSII: Servicio de Impuestos Internos,2564
E-Sign ClaveÚnica: ESIGN S.A.,Registro Civil: SRCeI,2544
Comisaría Virtual: Carabineros de Chile,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,2520
FUAS-Mineduc: Subsecretaría de Educación,Registro Civil: SRCeI,2509
Comisaría Virtual: Carabineros de Chile,Comisaría Virtual: Carabineros de Chile,2503
DJ Simple: Servicio Agrícola y Ganadero,Registro Civil: SRCeI,2496
PJUD: PODER JUDICIAL,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,2482
Comisaría Virtual: Carabineros de Chile,Comisaría Virtual: Carabineros de Chile,2478
Portal MiDT: Dirección del Trabajo,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,2410
Extranjeria: Secretaría de Gobierno Digital,PJUD: PODER JUDICIAL,2349
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Mi Súper: Superintendencia de Salud,2343
Portal Servel: Servicio Electoral,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,2342
ChileAtiende: Instituto de Previsión Social,undefinedSII: Servicio de Impuestos Internos,2277
Autenticación TGR: Servicio de Tesorerías,undefinedCMF: Comisión para el Mercado Financiero,2248
Registro Civil: SRCeI,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,2226
ChileAtiende: Instituto de Previsión Social,Extranjeria: Secretaría de Gobierno Digital,2213
APIs Receta Electrónica: Subsecretaría de Salud Pública,Recetas en línea - Acceso Químico farmacéutico: Subsecretaría de Salud Pública,2195
IMG: MDS,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,2191
Extranjeria: Secretaría de Gobierno Digital,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,2162
Milicenciamedica.cl: Subsecretaría de Salud Pública,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,2140
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,2113
E-Sign ClaveÚnica: ESIGN S.A.,undefinedSII: Servicio de Impuestos Internos,2109
PJUD: PODER JUDICIAL,Portal MiDT: Dirección del Trabajo,2086
Actas de mediación en línea: Subsecretaría de Justicia,PJUD: PODER JUDICIAL,2069
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,2063
ChileAtiende: Instituto de Previsión Social,undefinedCMF: Comisión para el Mercado Financiero,2051
Red Movilidad: Subsecretaría de Transportes,Registro Civil: SRCeI,2050
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,2035
Extranjeria: Secretaría de Gobierno Digital,miChileAtiende: Instituto de Previsión Social,2028
Mi Súper: Superintendencia de Salud,Registro Civil: SRCeI,1980
Comisaría Virtual: Carabineros de Chile,PJUD: PODER JUDICIAL,1971
IMG: MDS,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",1965
Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",1941
Defensoría Penal Pública: DEFENSORIA PENAL PUBLICA,PJUD: PODER JUDICIAL,1915
Actas de mediación en línea: Subsecretaría de Justicia,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,1914
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,FONASA - Portal Beneficiario: Fondo Nacional de Salud,1890
FONASA - Portal Beneficiario: Fondo Nacional de Salud,e-certchile: E-Cert Chile,1883
ACEPTA: ACEPTA.COM S.A.,Registro Civil: SRCeI,1866
Extranjeria: Secretaría de Gobierno Digital,Portal MiDT: Dirección del Trabajo,1792
Autenticación TGR: Servicio de Tesorerías,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",1783
Mercado+Público: Dirección de Compras y Contratación Pública,undefinedSII: Servicio de Impuestos Internos,1761
ChileAtiende: Instituto de Previsión Social,PJUD: PODER JUDICIAL,1735
Comisaría Virtual: Carabineros de Chile,Comisaría Virtual: Carabineros de Chile,1726
Protección Social: MDS,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",1709
Autenticacion Nube  Privada: Servicio de Impuestos Internos,www.sii.cl: Servicio de Impuestos Internos,1679
Autenticación TGR: Servicio de Tesorerías,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,1659
Afiliación e inscripción en atención primaria en línea: Fondo Nacional de Salud,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,1640
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,e-certchile: E-Cert Chile,1612
E-Sign ClaveÚnica: ESIGN S.A.,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,1592
Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,undefinedSII: Servicio de Impuestos Internos,1575
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Red Movilidad: Subsecretaría de Transportes,1568
Protección Social: MDS,Registro Civil: SRCeI,1567
ACEPTA: ACEPTA.COM S.A.,undefinedSII: Servicio de Impuestos Internos,1564
Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,1556
Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,undefinedCMF: Comisión para el Mercado Financiero,1556
e-certchile: E-Cert Chile,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,1552
DJ Simple: Servicio Agrícola y Ganadero,undefinedSII: Servicio de Impuestos Internos,1542
ChileAtiende: Instituto de Previsión Social,Portal MiDT: Dirección del Trabajo,1538
E-Sign ClaveÚnica: ESIGN S.A.,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",1536
Autenticación TGR: Servicio de Tesorerías,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,1518
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",1508
MEVACUNO: Subsecretaría de Redes Asistenciales,Registro Civil: SRCeI,1500
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,miChileAtiende: Instituto de Previsión Social,1499
Milicenciamedica.cl: Subsecretaría de Salud Pública,Portal MiDT: Dirección del Trabajo,1488
Autenticación TGR: Servicio de Tesorerías,Portal MiDT: Dirección del Trabajo,1483
IMG: MDS,miChileAtiende: Instituto de Previsión Social,1471
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,undefinedSII: Servicio de Impuestos Internos,1470
Milicenciamedica.cl: Subsecretaría de Salud Pública,miChileAtiende: Instituto de Previsión Social,1470
undefinedCMF: Comisión para el Mercado Financiero,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,1467
Canales Digitales AFP UNO: AFP Uno,FONASA - Portal Beneficiario: Fondo Nacional de Salud,1454
Autenticación TGR: Servicio de Tesorerías,PJUD: PODER JUDICIAL,1426
e-certchile: E-Cert Chile,undefinedSII: Servicio de Impuestos Internos,1420
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,1402
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,1396
Autenticación TGR: Servicio de Tesorerías,FONASA - Portal Beneficiario: Fondo Nacional de Salud,1377
Comisaría Virtual: Carabineros de Chile,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,1374
Portal MiDT: Dirección del Trabajo,miChileAtiende: Instituto de Previsión Social,1366
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,undefinedCMF: Comisión para el Mercado Financiero,1355
ChileAtiende: Instituto de Previsión Social,Protección Social: MDS,1352
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,SIMPLE: Corporación Nacional de Desarrollo Indígena,1345
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,1334
ACEPTA: ACEPTA.COM S.A.,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,1329
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,1326
ACEPTA: ACEPTA.COM S.A.,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",1313
Milicenciamedica.cl: Subsecretaría de Salud Pública,PJUD: PODER JUDICIAL,1294
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Protección Social: MDS,1291
Protección Social: MDS,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,1281
Mi Fiscalía en Línea: Ministerio Público,Registro Civil: SRCeI,1269
Canales Digitales AFP UNO: AFP Uno,Registro Civil: SRCeI,1251
ApelaciónbeneficiosEstudiantil: Subsecretaría de Educación,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,1214
Comisaría Virtual: Carabineros de Chile,Portal Servel: Servicio Electoral,1210
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Protección Social: MDS,1200
Mercado+Público: Dirección de Compras y Contratación Pública,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,1192
Actas de mediación en línea: Subsecretaría de Justicia,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,1186
"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",www.sii.cl: Servicio de Impuestos Internos,1183
Registro Civil: SRCeI,www.sii.cl: Servicio de Impuestos Internos,1171
Registro Civil: SRCeI,Subsidio Eléctrico: Subsecretaría de Evaluación Social,1168
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Portal MiDT: Dirección del Trabajo,1164
ACEPTA: ACEPTA.COM S.A.,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,1142
IMG: MDS,Registro Civil: SRCeI,1142
Mercado+Público: Dirección de Compras y Contratación Pública,Portal MiDT: Dirección del Trabajo,1131
FUAS-Mineduc: Subsecretaría de Educación,Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,1123
Red Movilidad: Subsecretaría de Transportes,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,1123
ChileAtiende: Instituto de Previsión Social,MINVU: Subsecretaría de Vivienda y Urbanismo,1110
Milicenciamedica.cl: Subsecretaría de Salud Pública,Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,1108
Sistema de Registro: Subsecretaría de Evaluación Social,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,1099
MINVU: Subsecretaría de Vivienda y Urbanismo,Postulación en línea DS1: Subsecretaría de Vivienda y Urbanismo,1094
bcm2.sii.cl: Servicio de Impuestos Internos,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",1094
Bono electrónico y LME: Superintendencia de Seguridad Social,Milicenciamedica.cl: Subsecretaría de Salud Pública,1093
Subsidio Eléctrico: Subsecretaría de Evaluación Social,miChileAtiende: Instituto de Previsión Social,1082
ACEPTA: ACEPTA.COM S.A.,undefinedCMF: Comisión para el Mercado Financiero,1062
PJUD: PODER JUDICIAL,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,1047
DJ Simple: Servicio Agrícola y Ganadero,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",1044
APIs Receta Electrónica: Subsecretaría de Salud Pública,Recetas en línea - Acceso Prescriptor: Subsecretaría de Salud Pública,1040
MINVU: Subsecretaría de Vivienda y Urbanismo,miChileAtiende: Instituto de Previsión Social,1036
Actas de mediación en línea: Subsecretaría de Justicia,Registro Civil: SRCeI,1035
FONASA - Portal Beneficiario: Fondo Nacional de Salud,FUAS-Mineduc: Subsecretaría de Educación,1031
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,undefinedSII: Servicio de Impuestos Internos,1022
MINVU: Subsecretaría de Vivienda y Urbanismo,Registro Civil: SRCeI,1005
ACEPTA: ACEPTA.COM S.A.,FONASA - Portal Beneficiario: Fondo Nacional de Salud,1003
E-Sign ClaveÚnica: ESIGN S.A.,undefinedCMF: Comisión para el Mercado Financiero,985
IMG: MDS,Protección Social: MDS,979
MINVU: Subsecretaría de Vivienda y Urbanismo,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,979
DJ Simple: Servicio Agrícola y Ganadero,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,970
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,967
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Mi Fiscalía en Línea: Ministerio Público,962
MINVU: Subsecretaría de Vivienda y Urbanismo,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,959
Registro Civil: SRCeI,SIMPLE: Gendarmería de Chile,946
DJ Simple: Servicio Agrícola y Ganadero,Extranjeria: Secretaría de Gobierno Digital,934
FUAS-Mineduc: Subsecretaría de Educación,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,934
DJ Simple: Servicio Agrícola y Ganadero,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,929
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,www.sii.cl: Servicio de Impuestos Internos,929
ASDigital: Ministerio de salud,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,925
SignPass: BPO Advisors SpA,undefinedSII: Servicio de Impuestos Internos,919
FUAS-Mineduc: Subsecretaría de Educación,undefinedSII: Servicio de Impuestos Internos,913
FONASA - Portal Beneficiario: Fondo Nacional de Salud,IMG: MDS,912
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Subsidio Eléctrico: Subsecretaría de Evaluación Social,906
Devolución de Pagos en excesos: Fondo Nacional de Salud,FONASA - Portal Beneficiario: Fondo Nacional de Salud,900
IPS - persona: Instituto de Previsión Social,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,884
Autenticación TGR: Servicio de Tesorerías,www.sii.cl: Servicio de Impuestos Internos,881
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,SIMPLE: Corporación Nacional de Desarrollo Indígena,871
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,FONASA - Portal Beneficiario: Fondo Nacional de Salud,862
SignPass: BPO Advisors SpA,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,852
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Fonasa: Fondo Nacional de Salud,838
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,832
Protección Social: MDS,undefinedSII: Servicio de Impuestos Internos,817
Comisaría Virtual: Carabineros de Chile,Registro Civil: SRCeI,816
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,www.sii.cl: Servicio de Impuestos Internos,796
Sernac - Portal del consumidor: Servicio Nacional del Consumidor,undefinedCMF: Comisión para el Mercado Financiero,785
Comisaría Virtual: Carabineros de Chile,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,777
Registro Civil: SRCeI,Sernac - Portal del consumidor: Servicio Nacional del Consumidor,776
ASDigital: Ministerio de salud,undefinedSII: Servicio de Impuestos Internos,769
undefinedCMF: Comisión para el Mercado Financiero,www.sii.cl: Servicio de Impuestos Internos,762
Mercado+Público: Dirección de Compras y Contratación Pública,Registro Civil: SRCeI,759
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,FUAS-Mineduc: Subsecretaría de Educación,754
Autenticación TGR: Servicio de Tesorerías,bcm2.sii.cl: Servicio de Impuestos Internos,747
E-Sign ClaveÚnica: ESIGN S.A.,FONASA - Portal Beneficiario: Fondo Nacional de Salud,733
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Resultados Subsidio Eléctrico: Subsecretaría de Energía,729
