item1,item2,frequency
FUAS-Mineduc: Subsecretaría de Educación,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,117
Comisaría Virtual: Carabineros de Chile,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,116
DECLARACION JURADA: Servicio Agrícola y Ganadero,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",116
Bono Logro Escolar: Subsecretaría de Servicios Sociales,Sistema de Registro: Subsecretaría de Evaluación Social,114
Bono Logro Escolar: Subsecretaría de Servicios Sociales,Registro Civil: SRCeI,113
ACEPTA: ACEPTA.COM S.A.,Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,112
Plataforma de Capacitación Censo: Instituto Nacional de Estadísticas,undefinedSII: Servicio de Impuestos Internos,109
Portal MiDT: Dirección del Trabajo,bcm2.sii.cl: Servicio de Impuestos Internos,109
bcm2.sii.cl: Servicio de Impuestos Internos,miChileAtiende: Instituto de Previsión Social,108
Extranjeria: Secretaría de Gobierno Digital,MINVU: Subsecretaría de Vivienda y Urbanismo,107
ACEPTA: ACEPTA.COM S.A.,e-certchile: E-Cert Chile,105
Subsidio Familiar Automático: Subsecretaría de Evaluación Social,undefinedSII: Servicio de Impuestos Internos,105
MINVU: Subsecretaría de Vivienda y Urbanismo,Subsidio Eléctrico: Subsecretaría de Evaluación Social,104
Actas de mediación en línea: Subsecretaría de Justicia,undefinedSII: Servicio de Impuestos Internos,103
Mercado Público D. Jurada: Dirección de Compras y Contratación Pública,Mercado+Público: Dirección de Compras y Contratación Pública,103
Portal Servel: Servicio Electoral,Servel: Servicio Electoral,103
Comisaría Virtual: Carabineros de Chile,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,102
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Sernac - Portal del consumidor: Servicio Nacional del Consumidor,101
Devolución de Pagos en excesos: Fondo Nacional de Salud,Milicenciamedica.cl: Subsecretaría de Salud Pública,99
FUAS-Mineduc: Subsecretaría de Educación,Subsidio Eléctrico: Subsecretaría de Evaluación Social,99
Milicenciamedica.cl: Subsecretaría de Salud Pública,Subsidio Eléctrico: Subsecretaría de Evaluación Social,99
Patrocinios: Servicio Electoral,Portal Servel: Servicio Electoral,98
ACEPTA: ACEPTA.COM S.A.,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,97
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,www.sii.cl: Servicio de Impuestos Internos,97
PJUD: PODER JUDICIAL,e-certchile: E-Cert Chile,97
Empleos Públicos: Servicio Civil,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,95
Procedimiento Administrativo Electrónico: Superintendencia de Seguridad Social,Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,95
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,www.sii.cl: Servicio de Impuestos Internos,94
Bono Logro Escolar: Subsecretaría de Servicios Sociales,ChileAtiende: Instituto de Previsión Social,94
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,PJUD: PODER JUDICIAL,94
Sercotec: Servicio de Cooperación Técnica,miChileAtiende: Instituto de Previsión Social,94
ACEPTA: ACEPTA.COM S.A.,ChileAtiende: Instituto de Previsión Social,91
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,90
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",90
Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,e-certchile: E-Cert Chile,90
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Simple Trámites: Subsecretaría de Evaluación Social,90
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,SignPass: BPO Advisors SpA,90
ChileAtiende: Instituto de Previsión Social,Comisaría Virtual: Carabineros de Chile,88
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,88
Sercotec: Servicio de Cooperación Técnica,undefinedSII: Servicio de Impuestos Internos,88
ChileAtiende: Instituto de Previsión Social,SIMPLE: Corporación Nacional de Desarrollo Indígena,87
Comisaría Virtual: Carabineros de Chile,Comisaría Virtual: Carabineros de Chile,87
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,Postulaciones ETA: Dirección General de Aeronáutica Civil,86
Actas de mediación en línea: Subsecretaría de Justicia,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,84
Extranjeria: Secretaría de Gobierno Digital,SPP: Fondo de Solidaridad e Inversión Social,84
MINVU: Subsecretaría de Vivienda y Urbanismo,Resultados Subsidio Eléctrico: Subsecretaría de Energía,84
SPP: Fondo de Solidaridad e Inversión Social,undefinedCMF: Comisión para el Mercado Financiero,83
Comisaría Virtual: Carabineros de Chile,Extranjeria: Secretaría de Gobierno Digital,82
Milicenciamedica.cl: Subsecretaría de Salud Pública,Resultados Subsidio Eléctrico: Subsecretaría de Energía,82
Autenticacion Nube  Privada: Servicio de Impuestos Internos,PJUD: PODER JUDICIAL,81
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,E-Sign ClaveÚnica: ESIGN S.A.,81
Escuela PDI: Policía de Investigaciones de Chile,SIMPLE: Gendarmería de Chile,81
Extranjeria: Secretaría de Gobierno Digital,Protección Social: MDS,81
Portal MiDT: Dirección del Trabajo,Subsidio Eléctrico: Subsecretaría de Evaluación Social,81
Extranjeria: Secretaría de Gobierno Digital,Portal Servel: Servicio Electoral,80
Portal Servel: Servicio Electoral,Red Movilidad: Subsecretaría de Transportes,80
ApelaciónbeneficiosEstudiantil: Subsecretaría de Educación,Registro Civil: SRCeI,79
Extranjeria: Secretaría de Gobierno Digital,Resultados Subsidio Eléctrico: Subsecretaría de Energía,79
Protección Social: MDS,www.sii.cl: Servicio de Impuestos Internos,79
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Sercotec: Servicio de Cooperación Técnica,79
Mineduc-Ayudamineduc: Subsecretaría de Educación,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,77
IMG: MDS,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,76
IPS - persona: Instituto de Previsión Social,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",75
ASDigital: Ministerio de salud,Portal MiDT: Dirección del Trabajo,74
Autenticacion Nube  Privada: Servicio de Impuestos Internos,miChileAtiende: Instituto de Previsión Social,74
Actas de mediación en línea: Subsecretaría de Justicia,FUAS-Mineduc: Subsecretaría de Educación,73
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Extranjeria: Secretaría de Gobierno Digital,73
Protección Social: MDS,SPP: Fondo de Solidaridad e Inversión Social,72
Devolución de Pagos en excesos: Fondo Nacional de Salud,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,71
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Subsidio Eléctrico: Subsecretaría de Evaluación Social,71
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Portal MiDT: Dirección del Trabajo,70
Comisaría Virtual: Carabineros de Chile,miChileAtiende: Instituto de Previsión Social,70
MINVU: Subsecretaría de Vivienda y Urbanismo,www.sii.cl: Servicio de Impuestos Internos,70
Red Movilidad: Subsecretaría de Transportes,www.sii.cl: Servicio de Impuestos Internos,70
Devolución de Pagos en excesos: Fondo Nacional de Salud,undefinedSII: Servicio de Impuestos Internos,69
Comisaría Virtual: Carabineros de Chile,Portal MiDT: Dirección del Trabajo,68
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,Portal MiDT: Dirección del Trabajo,67
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,miChileAtiende: Instituto de Previsión Social,67
Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,miChileAtiende: Instituto de Previsión Social,67
IPS - persona: Instituto de Previsión Social,Protección Social: MDS,66
ApelaciónbeneficiosEstudiantil: Subsecretaría de Educación,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,65
Autenticacion Nube  Privada: Servicio de Impuestos Internos,SPP: Fondo de Solidaridad e Inversión Social,65
Extranjeria: Secretaría de Gobierno Digital,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,65
FONASA - Portal Beneficiario: Fondo Nacional de Salud,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,65
DT e-learning MiPyME: Dirección del Trabajo,Portal MiDT: Dirección del Trabajo,64
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,undefinedCMF: Comisión para el Mercado Financiero,64
e-certchile: E-Cert Chile,www.sii.cl: Servicio de Impuestos Internos,64
ChileAtiende: Instituto de Previsión Social,Comisaría Virtual: Carabineros de Chile,63
Contactanos DT: Dirección del Trabajo,Portal MiDT: Dirección del Trabajo,63
E-Sign ClaveÚnica: ESIGN S.A.,e-certchile: E-Cert Chile,63
Sernac - Portal del consumidor: Servicio Nacional del Consumidor,www.sii.cl: Servicio de Impuestos Internos,63
Servicios en linea: Caja de Previsión de la Defensa Nacional,miChileAtiende: Instituto de Previsión Social,63
ChileAtiende: Instituto de Previsión Social,DJ Simple: Servicio Agrícola y Ganadero,62
ChileCompra - Centro de Ayuda: Dirección de Compras y Contratación Pública,Mercado+Público: Dirección de Compras y Contratación Pública,62
MEVACUNO: Subsecretaría de Redes Asistenciales,Portal Servel: Servicio Electoral,62
Mercado+Público: Dirección de Compras y Contratación Pública,PJUD: PODER JUDICIAL,62
PJUD: PODER JUDICIAL,Sernac - Portal del consumidor: Servicio Nacional del Consumidor,62
Actas de mediación en línea: Subsecretaría de Justicia,miChileAtiende: Instituto de Previsión Social,61
Autenticación TGR: Servicio de Tesorerías,Mercado+Público: Dirección de Compras y Contratación Pública,61
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,ChileAtiende: Instituto de Previsión Social,61
Bono electrónico y LME: Superintendencia de Seguridad Social,FONASA - Portal Beneficiario: Fondo Nacional de Salud,61
Bono electrónico y LME: Superintendencia de Seguridad Social,Registro Civil: SRCeI,61
Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,undefinedSII: Servicio de Impuestos Internos,61
Mercado+Público: Dirección de Compras y Contratación Pública,www.sii.cl: Servicio de Impuestos Internos,61
Municipalidad de Valparaíso - Simple: Municipalidad de Valparaíso,Registro Civil: SRCeI,61
Bono Logro Escolar: Subsecretaría de Servicios Sociales,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,60
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Resultados Subsidio Eléctrico: Subsecretaría de Energía,60
Comisaría Virtual: Carabineros de Chile,Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,59
Portal MiDT: Dirección del Trabajo,Resultados Subsidio Eléctrico: Subsecretaría de Energía,59
Bono Logro Escolar: Subsecretaría de Servicios Sociales,Protección Social: MDS,58
IMG: MDS,www.sii.cl: Servicio de Impuestos Internos,58
Bono Logro Escolar: Subsecretaría de Servicios Sociales,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",54
ChileAtiende: Instituto de Previsión Social,SPP: Fondo de Solidaridad e Inversión Social,52
DECLARACION JURADA: Servicio Agrícola y Ganadero,undefinedCMF: Comisión para el Mercado Financiero,52
Postulación en línea DS1: Subsecretaría de Vivienda y Urbanismo,Registro Civil: SRCeI,52
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,Red Movilidad: Subsecretaría de Transportes,51
Comisaría Virtual: Carabineros de Chile,Subsidio Eléctrico: Subsecretaría de Evaluación Social,50
Resultados Subsidio Eléctrico: Subsecretaría de Energía,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,50
Autenticación TGR: Servicio de Tesorerías,Resultados Subsidio Eléctrico: Subsecretaría de Energía,48
Clave Única USACH: Universidad de Santiago de Chile,SIMPLE: Corporación Nacional de Desarrollo Indígena,47
IMG: MDS,Resultados Subsidio Eléctrico: Subsecretaría de Energía,47
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,SIMPLE: Gendarmería de Chile,46
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Postulación en línea DS1: Subsecretaría de Vivienda y Urbanismo,46
Bono Logro Escolar: Subsecretaría de Servicios Sociales,FONASA - Portal Beneficiario: Fondo Nacional de Salud,45
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,45
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,SIMPLE: Subsecretaría de Derechos Humanos,45
Comisaría Virtual: Carabineros de Chile,FUAS-Mineduc: Subsecretaría de Educación,44
Extranjeria: Secretaría de Gobierno Digital,Postulación en línea DS1: Subsecretaría de Vivienda y Urbanismo,44
Plataforma de Capacitación Censo: Instituto Nacional de Estadísticas,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,44
Afiliación e inscripción en atención primaria en línea: Fondo Nacional de Salud,Canales Digitales AFP UNO: AFP Uno,43
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,FONASA - Portal Beneficiario: Fondo Nacional de Salud,43
DECLARACION JURADA: Servicio Agrícola y Ganadero,Extranjeria: Secretaría de Gobierno Digital,43
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Plataforma de Capacitación Censo: Instituto Nacional de Estadísticas,43
Autenticacion Nube  Privada: Servicio de Impuestos Internos,IMG: MDS,42
IPS - persona: Instituto de Previsión Social,undefinedSII: Servicio de Impuestos Internos,42
MINVU: Subsecretaría de Vivienda y Urbanismo,Milicenciamedica.cl: Subsecretaría de Salud Pública,42
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Milicenciamedica.cl: Subsecretaría de Salud Pública,41
Cero Filas SAG: Servicio Agrícola y Ganadero,Registro Nacional de Mascotas y Animales de Compañía: Subsecretaría de Desarrollo Regional y Administrativo,41
DECLARACION JURADA: Servicio Agrícola y Ganadero,FUAS-Mineduc: Subsecretaría de Educación,41
Milicenciamedica.cl: Subsecretaría de Salud Pública,SPP: Fondo de Solidaridad e Inversión Social,41
ChileAtiende: Instituto de Previsión Social,e-certchile: E-Cert Chile,40
Comisaría Virtual: Carabineros de Chile,FONASA - Portal Beneficiario: Fondo Nacional de Salud,40
Devolución de Pagos en excesos: Fondo Nacional de Salud,PJUD: PODER JUDICIAL,40
MINVU: Subsecretaría de Vivienda y Urbanismo,SPP: Fondo de Solidaridad e Inversión Social,40
Acceso Clave Unica UFRO: Universidad de La Frontera,Registro Civil: SRCeI,39
Contraloria General de la Republica: CONTRALORIA,undefinedSII: Servicio de Impuestos Internos,39
PJUD: PODER JUDICIAL,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,39
Mi Fiscalía en Línea: Ministerio Público,undefinedCMF: Comisión para el Mercado Financiero,38
Registro Civil: SRCeI,SIMPLE: Subsecretaría de Derechos Humanos,38
Comisión de Medicina Preventiva e Invalidez: Subsecretaría de Salud Pública,Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,37
Portal MiDT: Dirección del Trabajo,Portal Servel: Servicio Electoral,37
Portal MiDT: Dirección del Trabajo,SPP: Fondo de Solidaridad e Inversión Social,37
ChileAtiende: Instituto de Previsión Social,Identidad Única - Ministerio de Vivienda y Urbanismo: Subsecretaría de Vivienda y Urbanismo,36
Comisaría Virtual: Carabineros de Chile,Mi Fiscalía en Línea: Ministerio Público,36
Fondo de Solidaridad e Inversión Social - Cerofilas: Fondo de Solidaridad e Inversión Social,Resultados Subsidio Eléctrico: Subsecretaría de Energía,36
Afiliación e inscripción en atención primaria en línea: Fondo Nacional de Salud,miChileAtiende: Instituto de Previsión Social,35
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Resultados Subsidio Eléctrico: Subsecretaría de Energía,35
ChileAtiende: Instituto de Previsión Social,Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,35
IMG: MDS,SPP: Fondo de Solidaridad e Inversión Social,35
IPS - persona: Instituto de Previsión Social,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,35
Portal MiDT: Dirección del Trabajo,Sernac - Portal del consumidor: Servicio Nacional del Consumidor,35
Subsidio Familiar Automático: Subsecretaría de Evaluación Social,undefinedCMF: Comisión para el Mercado Financiero,35
DECLARACION JURADA: Servicio Agrícola y Ganadero,Portal MiDT: Dirección del Trabajo,34
Devolución de Pagos en excesos: Fondo Nacional de Salud,Extranjeria: Secretaría de Gobierno Digital,34
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,34
Listado de trámites digitales: Subsecretaría de Educación,Mineduc-Ayudamineduc: Subsecretaría de Educación,34
Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,34
Milicenciamedica.cl: Subsecretaría de Salud Pública,Protección Social: MDS,34
Patrocinios: Servicio Electoral,Registro Civil: SRCeI,34
Sistema de Apelación Contra de Isapres: Subsecretaría de Salud Pública,undefinedSII: Servicio de Impuestos Internos,34
ACEPTA: ACEPTA.COM S.A.,Autenticacion Nube  Privada: Servicio de Impuestos Internos,33
Bono Logro Escolar: Subsecretaría de Servicios Sociales,Resultados Subsidio Eléctrico: Subsecretaría de Energía,33
Bono Logro Escolar: Subsecretaría de Servicios Sociales,undefinedCMF: Comisión para el Mercado Financiero,33
Bono Logro Escolar: Subsecretaría de Servicios Sociales,undefinedSII: Servicio de Impuestos Internos,33
Bono electrónico y LME: Superintendencia de Seguridad Social,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,33
Bono electrónico y LME: Superintendencia de Seguridad Social,undefinedSII: Servicio de Impuestos Internos,33
Contraloria General de la Republica: CONTRALORIA,Registro Civil: SRCeI,33
MEVACUNO: Subsecretaría de Redes Asistenciales,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",33
MINVU: Subsecretaría de Vivienda y Urbanismo,Portal MiDT: Dirección del Trabajo,33
Mi Crédito CAE: Comisión Administradora del Sistema de Créditos para Estudios Superiores,Red Movilidad: Subsecretaría de Transportes,33
Mi Fiscalía en Línea: Ministerio Público,undefinedSII: Servicio de Impuestos Internos,33
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Sercotec: Servicio de Cooperación Técnica,33
Autenticacion Nube  Privada: Servicio de Impuestos Internos,ChileAtiende: Instituto de Previsión Social,32
Autenticacion Nube  Privada: Servicio de Impuestos Internos,DJ Simple: Servicio Agrícola y Ganadero,32
Bono electrónico y LME: Superintendencia de Seguridad Social,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",32
DJ Simple: Servicio Agrícola y Ganadero,miChileAtiende: Instituto de Previsión Social,32
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Sernac - Portal del consumidor: Servicio Nacional del Consumidor,32
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,SPP: Fondo de Solidaridad e Inversión Social,32
Listado de trámites digitales: Subsecretaría de Educación,Registro Civil: SRCeI,32
Postulación en línea DS1: Subsecretaría de Vivienda y Urbanismo,undefinedSII: Servicio de Impuestos Internos,32
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Servicios en linea: Caja de Previsión de la Defensa Nacional,32
SPP: Fondo de Solidaridad e Inversión Social,Sercotec: Servicio de Cooperación Técnica,32
Afiliación e inscripción en atención primaria en línea: Fondo Nacional de Salud,undefinedCMF: Comisión para el Mercado Financiero,31
Autenticacion UChile: Universidad de Chile,FONASA - Portal Beneficiario: Fondo Nacional de Salud,31
Autenticación TGR: Servicio de Tesorerías,Milicenciamedica.cl: Subsecretaría de Salud Pública,31
ChileAtiende: Instituto de Previsión Social,Servicios en linea: Caja de Previsión de la Defensa Nacional,31
ChileAtiende: Instituto de Previsión Social,bcm2.sii.cl: Servicio de Impuestos Internos,31
Comisaría Virtual: Carabineros de Chile,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,31
DJ Simple: Servicio Agrícola y Ganadero,e-certchile: E-Cert Chile,31
DJ Simple: Servicio Agrícola y Ganadero,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,31
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,MINVU: Subsecretaría de Vivienda y Urbanismo,31
Municipalidad Las Condes: Municipalidad de Las Condes,Registro Civil: SRCeI,31
Postulación en línea DS1: Subsecretaría de Vivienda y Urbanismo,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",31
ASDigital: Ministerio de salud,Participación Digital: Secretaría de Gobierno Digital,30
ASDigital: Ministerio de salud,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,30
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,30
Autenticación TGR: Servicio de Tesorerías,Contraloria General de la Republica: CONTRALORIA,30
Autenticación TGR: Servicio de Tesorerías,IMG: MDS,30
ChileAtiende: Instituto de Previsión Social,SIMPLE: Gendarmería de Chile,30
Clave Única USACH: Universidad de Santiago de Chile,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,30
Comisaría Virtual: Carabineros de Chile,Extranjeria: Secretaría de Gobierno Digital,30
Dirección General de Movilización Nacional: Dirección General de Movilización Nacional,SignPass: BPO Advisors SpA,30
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Milicenciamedica.cl: Subsecretaría de Salud Pública,30
Listado de trámites digitales: Subsecretaría de Educación,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,30
Mercado+Público: Dirección de Compras y Contratación Pública,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",30
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,Telesalud: Subsecretaría de Redes Asistenciales,30
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Trámites SP: Superintendencia de Penssiones,30
Sercotec: Servicio de Cooperación Técnica,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",30
APIs Receta Electrónica: Subsecretaría de Salud Pública,Contraloria General de la Republica: CONTRALORIA,29
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Protección Social: MDS,29
Autenticación TGR: Servicio de Tesorerías,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,29
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Protección Social: MDS,29
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Servicios en linea: Caja de Previsión de la Defensa Nacional,29
IFE Laboral: Servicio Nacional de Capacitación y Empleo,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,29
Registro Civil: SRCeI,Sercotec: Servicio de Cooperación Técnica,29
e-certchile: E-Cert Chile,miChileAtiende: Instituto de Previsión Social,29
