item1,item2,frequency
Contraloria General de la Republica: CONTRALORIA,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,496
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,Instituto Seguridad Laboral: Instituto Seguridad Laboral,496
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,www.sii.cl: Servicio de Impuestos Internos,495
Resultados Subsidio Eléctrico: Subsecretaría de Energía,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",495
Milicenciamedica.cl: Subsecretaría de Salud Pública,Portal MiDT: Dirección del Trabajo,487
DIPRECA: Dirección de Previsión de Carabineros de Chile,PJUD: PODER JUDICIAL,478
Plataforma de Capacitación Censo: Instituto Nacional de Estadísticas,Registro Civil: SRCeI,473
Mi Súper: Superintendencia de Salud,Registro Civil: SRCeI,449
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Resultados Subsidio Eléctrico: Subsecretaría de Energía,438
DocDigital Versión 3: Subsecretaría General de la Presidencia de la República,PJUD: PODER JUDICIAL,424
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Mercado+Público: Dirección de Compras y Contratación Pública,417
Devolución de Pagos en excesos: Fondo Nacional de Salud,miChileAtiende: Instituto de Previsión Social,412
ChileAtiende: Instituto de Previsión Social,IPS - persona: Instituto de Previsión Social,410
ACEPTA: ACEPTA.COM S.A.,undefinedSII: Servicio de Impuestos Internos,399
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,undefinedCMF: Comisión para el Mercado Financiero,397
Devolución de Pagos en excesos: Fondo Nacional de Salud,undefinedCMF: Comisión para el Mercado Financiero,393
Resultados Subsidio Eléctrico: Subsecretaría de Energía,undefinedCMF: Comisión para el Mercado Financiero,392
Sercotec: Servicio de Cooperación Técnica,undefinedSII: Servicio de Impuestos Internos,387
Empleos Públicos: Servicio Civil,Registro Civil: SRCeI,372
Autenticación TGR: Servicio de Tesorerías,Subsidio Eléctrico: Subsecretaría de Evaluación Social,371
bcm2.sii.cl: Servicio de Impuestos Internos,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",368
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Mercado+Público: Dirección de Compras y Contratación Pública,367
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,FONASA - Portal Beneficiario: Fondo Nacional de Salud,367
ChileAtiende: Instituto de Previsión Social,Comisaría Virtual: Carabineros de Chile,362
Devolución de Pagos en excesos: Fondo Nacional de Salud,Milicenciamedica.cl: Subsecretaría de Salud Pública,360
Comisaría Virtual: Carabineros de Chile,Comisaría Virtual: Carabineros de Chile,359
Comisaría Virtual: Carabineros de Chile,Comisaría Virtual: Secretaría de Gobierno Digital,359
Servicios en linea: Caja de Previsión de la Defensa Nacional,miChileAtiende: Instituto de Previsión Social,356
Protección Social: MDS,Resultados Subsidio Eléctrico: Subsecretaría de Energía,336
Comisaría Virtual: Carabineros de Chile,undefinedSII: Servicio de Impuestos Internos,335
PJUD: PODER JUDICIAL,bcm2.sii.cl: Servicio de Impuestos Internos,333
SERVEL- RENDICION: Servicio Electoral,undefinedSII: Servicio de Impuestos Internos,330
IMG: MDS,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,320
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,Resultados Subsidio Eléctrico: Subsecretaría de Energía,315
Sistema de Apelación Contra de Isapres: Subsecretaría de Salud Pública,Superintendencia en Línea - Mi Portal: Superintendencia de Seguridad Social,309
Sistema de Registro: Subsecretaría de Evaluación Social,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,306
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,bcm2.sii.cl: Servicio de Impuestos Internos,301
Empleos Públicos: Servicio Civil,Sistema Alta Dirección Pública: Dirección Nacional del Servicio Civil,300
IMG: MDS,Subsidio Eléctrico: Subsecretaría de Evaluación Social,297
Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,SPP: Fondo de Solidaridad e Inversión Social,292
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,SIMPLE: Corporación Nacional de Desarrollo Indígena,291
ChileAtiende: Instituto de Previsión Social,IMG: MDS,289
PJUD: PODER JUDICIAL,SPP: Fondo de Solidaridad e Inversión Social,286
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,283
Candidaturas: servicio electoral,Portal Servel: Servicio Electoral,279
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,276
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,SIMPLE: Municipalidad de Puente Alto,269
Postulación Beneficios Municipalidad de Puente Alto: Municipalidad de Puente Alto,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,260
Portal Servel: Servicio Electoral,Registro Civil: SRCeI,249
Portal Servel: Servicio Electoral,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,239
Milicenciamedica.cl: Subsecretaría de Salud Pública,Registro Civil: SRCeI,227
Milicenciamedica.cl: Subsecretaría de Salud Pública,Resultados Subsidio Eléctrico: Subsecretaría de Energía,227
Resultados Subsidio Eléctrico: Subsecretaría de Energía,undefinedSII: Servicio de Impuestos Internos,225
Comisaría Virtual: Carabineros de Chile,Registro Civil: SRCeI,211
Contraloria General de la Republica: CONTRALORIA,Patrocinios: Servicio Electoral,210
Comisaría Virtual: Carabineros de Chile,DECLARACION JURADA: Servicio Agrícola y Ganadero,208
PJUD: PODER JUDICIAL,SIMEF v5: Subsecretaría de Justicia,207
Comisaría Virtual: Carabineros de Chile,undefinedCMF: Comisión para el Mercado Financiero,206
Fondo de Solidaridad e Inversión Social - Cerofilas: Fondo de Solidaridad e Inversión Social,Resultados Subsidio Eléctrico: Subsecretaría de Energía,204
Comisaría Virtual: Carabineros de Chile,PJUD: PODER JUDICIAL,203
Contraloria General de la Republica: CONTRALORIA,www.sii.cl: Servicio de Impuestos Internos,202
Bitácora Web: Ministerio Público,Comisaría Virtual: Carabineros de Chile,198
SPP: Fondo de Solidaridad e Inversión Social,miChileAtiende: Instituto de Previsión Social,194
IMG: MDS,PJUD: PODER JUDICIAL,180
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,Subsidio Familiar Automático: Subsecretaría de Evaluación Social,179
ChileAtiende: Instituto de Previsión Social,Devolución de Pagos en excesos: Fondo Nacional de Salud,173
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Plataforma de Capacitación Censo: Instituto Nacional de Estadísticas,173
ChileAtiende: Instituto de Previsión Social,Protección Social: MDS,170
Milicenciamedica.cl: Subsecretaría de Salud Pública,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,165
Mercado+Público: Dirección de Compras y Contratación Pública,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",162
Instituto Seguridad Laboral: Instituto Seguridad Laboral,undefinedSII: Servicio de Impuestos Internos,154
Milicenciamedica.cl: Subsecretaría de Salud Pública,milicenciamedica: Subsecretaría de Salud Pública,154
Defensoría Penal Pública: DEFENSORIA PENAL PUBLICA,PJUD: PODER JUDICIAL,152
FONASA - Portal Beneficiario: Fondo Nacional de Salud,Instituto Seguridad Laboral: Instituto Seguridad Laboral,149
Instituto Seguridad Laboral: Instituto Seguridad Laboral,Registro Civil: SRCeI,149
MINVU: Subsecretaría de Vivienda y Urbanismo,Resultados Subsidio Eléctrico: Subsecretaría de Energía,144
Listado de trámites digitales: Subsecretaría de Educación,Mineduc-Ayudamineduc: Subsecretaría de Educación,141
MEVACUNO: Subsecretaría de Redes Asistenciales,PJUD: PODER JUDICIAL,141
ACEPTA: ACEPTA.COM S.A.,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,137
Instituto Seguridad Laboral: Instituto Seguridad Laboral,Plataforma de Capacitación Censo: Instituto Nacional de Estadísticas,137
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Contraloria General de la Republica: CONTRALORIA,136
Empleos Públicos: Servicio Civil,Subsidio Eléctrico: Subsecretaría de Evaluación Social,136
Comisaría Virtual: Carabineros de Chile,FONASA - Portal Beneficiario: Fondo Nacional de Salud,134
Municipalidad de Valparaíso - Simple: Municipalidad de Valparaíso,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,132
Comisaría Virtual: Carabineros de Chile,Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,131
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,bcm2.sii.cl: Servicio de Impuestos Internos,127
DocDigital Versión 3: Subsecretaría General de la Presidencia de la República,undefinedSII: Servicio de Impuestos Internos,121
Portal MiDT: Dirección del Trabajo,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,121
MEVACUNO: Subsecretaría de Redes Asistenciales,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,118
Ingreso de causas y escritos: Corporación Administrativa del Poder Judicial,"undefinedAFC: Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile",117
Autenticación TGR: Servicio de Tesorerías,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,115
Milicenciamedica.cl: Subsecretaría de Salud Pública,miChileAtiende: Instituto de Previsión Social,115
Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,e-certchile: E-Cert Chile,115
ASDigital: Ministerio de salud,Portal MiDT: Dirección del Trabajo,112
Empleos Públicos: Servicio Civil,www.sii.cl: Servicio de Impuestos Internos,109
Autenticación TGR: Servicio de Tesorerías,Contraloria General de la Republica: CONTRALORIA,108
Contrataciones Censo 2024: Instituto Nacional de Estadísticas,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,108
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,SignPass: BPO Advisors SpA,107
PJUD: PODER JUDICIAL,Sernac - Portal del consumidor: Servicio Nacional del Consumidor,105
Fondo Nacional: Ministerio del Interior,Portal Único de Fondos Concursables del Estado: Subsecretaría General de Gobierno,104
DocDigital Versión 3: Subsecretaría General de la Presidencia de la República,Plataforma Ley del Lobby: Subsecretaría General de la Presidencia de la República,103
IMG: MDS,undefinedSII: Servicio de Impuestos Internos,100
Sistema de Apelación Contra de Isapres: Subsecretaría de Salud Pública,undefinedSII: Servicio de Impuestos Internos,100
undefinedCMF: Comisión para el Mercado Financiero,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,100
ChileAtiende: Instituto de Previsión Social,Contrataciones Censo 2024: Instituto Nacional de Estadísticas,98
Mercado+Público: Dirección de Compras y Contratación Pública,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,83
IPS - persona: Instituto de Previsión Social,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,82
Autenticacion Nube  Privada: Servicio de Impuestos Internos,undefinedCMF: Comisión para el Mercado Financiero,78
Comisaría Virtual: Carabineros de Chile,undefinedSII: Servicio de Impuestos Internos,77
Resultados Subsidio Eléctrico: Subsecretaría de Energía,SPP: Fondo de Solidaridad e Inversión Social,73
Acceso Clave Unica UFRO: Universidad de La Frontera,Mineduc-Ayudamineduc: Subsecretaría de Educación,70
Mercado+Público: Dirección de Compras y Contratación Pública,Sercotec: Servicio de Cooperación Técnica,67
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Subsidio Eléctrico: Subsecretaría de Evaluación Social,66
Afiliación e inscripción en atención primaria en línea: Fondo Nacional de Salud,ChileAtiende: Instituto de Previsión Social,65
ChileAtiende: Instituto de Previsión Social,DIPRECA: Dirección de Previsión de Carabineros de Chile,64
Postulación Beneficios Municipalidad de Puente Alto: Municipalidad de Puente Alto,miChileAtiende: Instituto de Previsión Social,63
Agencia de Calidad de la Educación: Agencia de Calidad de la Educación,Registro Civil: SRCeI,62
Acceso Clave Unica UFRO: Universidad de La Frontera,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,61
MEVACUNO: Subsecretaría de Redes Asistenciales,Registro Civil: SRCeI,59
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Postulación en línea DS1: Subsecretaría de Vivienda y Urbanismo,59
Candidaturas: servicio electoral,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,58
Carrera Docente CPEIP: Subsecretaría de Educación,Recursos de Reposición: Subsecretaría de Educación,58
SPP: Fondo de Solidaridad e Inversión Social,Sercotec: Servicio de Cooperación Técnica,58
Autenticación TGR: Servicio de Tesorerías,Comisaría Virtual: Carabineros de Chile,57
DIPRECA: Dirección de Previsión de Carabineros de Chile,Portal de Beneficios: Gendarmería de Chile,57
MINVU: Subsecretaría de Vivienda y Urbanismo,Subsidio Eléctrico: Subsecretaría de Evaluación Social,57
Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,Sernac - Portal del consumidor: Servicio Nacional del Consumidor,57
Acceso Clave Unica UFRO: Universidad de La Frontera,PJUD: PODER JUDICIAL,55
Autenticación TGR: Servicio de Tesorerías,FONASA - Portal Beneficiario: Fondo Nacional de Salud,55
Comisaría Virtual: Carabineros de Chile,Portal MiDT: Dirección del Trabajo,55
Comisaría Virtual: Carabineros de Chile,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,55
Comisaría Virtual: Carabineros de Chile,Milicenciamedica.cl: Subsecretaría de Salud Pública,54
Comisaría Virtual: Carabineros de Chile,Portal MiDT: Dirección del Trabajo,54
Comisaría Virtual: Carabineros de Chile,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,54
Empleos Públicos: Servicio Civil,Registro Social de Hogares: MINISTERIO DE DESARROLLO SOCIAL,54
bcm2.sii.cl: Servicio de Impuestos Internos,undefinedCMF: Comisión para el Mercado Financiero,54
Aula Virtual CEA: Contraloría General de la República,CGR: Contraloría General de la República,53
Autenticacion Nube  Privada: Servicio de Impuestos Internos,FONASA - Portal Beneficiario: Fondo Nacional de Salud,53
Bolsa Nacional de Empleo: Subsecretaría del Trabajo,Registro Civil: SRCeI,53
ChileAtiende: Instituto de Previsión Social,Portal MiDT: Dirección del Trabajo,53
DocDigital Versión 3: Subsecretaría General de la Presidencia de la República,Mis Trámites CGR: Contraloría General de la República,53
ACEPTA: ACEPTA.COM S.A.,PJUD: PODER JUDICIAL,51
ASDigital: Ministerio de salud,Participación Digital: Secretaría de Gobierno Digital,51
ChileAtiende: Instituto de Previsión Social,Comisaría Virtual: Carabineros de Chile,51
Devolución de Pagos en excesos: Fondo Nacional de Salud,Mercado+Público: Dirección de Compras y Contratación Pública,51
E-Sign ClaveÚnica: ESIGN S.A.,undefinedSEEMT: Subsecretaría de Economía y Empresas de Menor Tamaño,51
Municipalidad de Valparaíso - Simple: Municipalidad de Valparaíso,undefinedSII: Servicio de Impuestos Internos,51
Registro Civil: SRCeI,SPP: Fondo de Solidaridad e Inversión Social,51
e-certchile: E-Cert Chile,undefinedSII: Servicio de Impuestos Internos,51
Autenticacion Nube  Privada: Servicio de Impuestos Internos,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,50
Capacitación ChileCompra: Dirección ChileCompra,DocDigital Versión 3: Subsecretaría General de la Presidencia de la República,50
Comisaría Virtual: Carabineros de Chile,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,50
Contraloría: Contraloría General de la República,DocDigital Versión 3: Subsecretaría General de la Presidencia de la República,50
DIPRECA: Dirección de Previsión de Carabineros de Chile,DIPRECA: Dirección de Previsión de Carabineros de Chile,50
Devolución de Pagos en excesos: Fondo Nacional de Salud,Portal de Aplicaciones Sence: Servicio Nacional de Capacitacion y Empleo,50
IPS - persona: Instituto de Previsión Social,Protección Social: MDS,50
PJUD: PODER JUDICIAL,SERVEL- RENDICION: Servicio Electoral,50
PJUD: PODER JUDICIAL,e-certchile: E-Cert Chile,50
Contraloria General de la Republica: CONTRALORIA,DocDigital Versión 3: Subsecretaría General de la Presidencia de la República,49
Patrocinios: Servicio Electoral,Portal Ciudadano ClaveÚnica: Secretaría de Gobierno Digital,48
bcm2.sii.cl: Servicio de Impuestos Internos,miChileAtiende: Instituto de Previsión Social,47
