servicio_a,servicio_b,soporte_co_ocurrencia,n_a_antes_b,n_b_antes_a,direccion_dominante,frac_direccion_dominante,clasificacion,nombre_a,nombre_b
209ce526160947f0b398566cd4cbfd0d,b4206ac5e3224dfd900588a8f7caf95e,12,7,5,209ce526160947f0b398566cd4cbfd0d->b4206ac5e3224dfd900588a8f7caf95e,0.5833,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,FONASA - Portal Beneficiario - Fondo Nacional de Salud
621f2d0c79d0499eb8e6a538feb08e37,b972e814004e4624a566f308901cca7c,12,6,6,621f2d0c79d0499eb8e6a538feb08e37->b972e814004e4624a566f308901cca7c,0.5,mixto,SIMPLE - Gobierno Regional de Arica y Parinacota,DocDigital Versión 3 - Subsecretaría General de la Presidencia de la República
08165f6182bc4dfc9dc1d7774508bbc6,ef1dd1f1a5b94d0eacb669f7b3ec2911,12,6,6,08165f6182bc4dfc9dc1d7774508bbc6->ef1dd1f1a5b94d0eacb669f7b3ec2911,0.5,mixto,e-certchile - E-Cert Chile,Mi Crédito CAE - Comisión Administradora del Sistema de Créditos para Estudios Superiores
55c1817c84554dc881bc439a4b00abed,ffaec74bfd414f8394bab077a989e27f,12,4,8,ffaec74bfd414f8394bab077a989e27f->55c1817c84554dc881bc439a4b00abed,0.6667,mixto,Municipalidad de Colina - Municipalidad de Colina,miChileAtiende - Instituto de Previsión Social
9c9359fefd164d388f8a5edc2bac301e,d78965c7cc7241de9494df4348e86691,12,9,3,9c9359fefd164d388f8a5edc2bac301e->d78965c7cc7241de9494df4348e86691,0.75,mixto,Contraloría - Contraloría General de la República,Gestor Documental SSMS - Servicio de Salud Metropolitano Sur
2ff516ac74a44ebfa3a522adbde28a0f,8da9d8af9600449089f527c248a96e4f,12,6,6,2ff516ac74a44ebfa3a522adbde28a0f->8da9d8af9600449089f527c248a96e4f,0.5,mixto,E-Sign ClaveÚnica - ESIGN S.A.,TramitesDCyF - Dirección de Contabilidad y Finanzas
3d639e0a581e4afbbc3976eed669f5c6,e8dde9d26979498786c6ba5a82f70ad3,12,6,6,3d639e0a581e4afbbc3976eed669f5c6->e8dde9d26979498786c6ba5a82f70ad3,0.5,mixto,Mi Portal de Emprendimiento - Subsecretaría de Evaluación Social,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
6743ad379b094f98ad903d0f0304add1,91f3f86897ff4ae39e50cbd7035fa8af,12,9,3,6743ad379b094f98ad903d0f0304add1->91f3f86897ff4ae39e50cbd7035fa8af,0.75,mixto,Procedimiento Administrativo Electrónico - Superintendencia de Seguridad Social,APIs Receta Electrónica - Subsecretaría de Salud Pública
2549b51828ce40af920a932dd2102217,ac8fac68f21540539f02e8fd2a44f651,12,6,6,2549b51828ce40af920a932dd2102217->ac8fac68f21540539f02e8fd2a44f651,0.5,mixto,undefined - Servicio de Impuestos Internos,CapacitaSII - Servicio de Impuestos Internos
3346db58cd2d474fbcf63e827462b85d,d0b1e3a4c2434e65be47566dcc3e2ee0,12,10,2,3346db58cd2d474fbcf63e827462b85d->d0b1e3a4c2434e65be47566dcc3e2ee0,0.8333,mixto,Single Sign-On - Subsecretaría de Evaluación Social,Municipalidad de Los Angeles - Ilustre Municipalidad de Los Angeles
08165f6182bc4dfc9dc1d7774508bbc6,387ff07354a74657a44369e05d83234a,12,1,11,387ff07354a74657a44369e05d83234a->08165f6182bc4dfc9dc1d7774508bbc6,0.9167,consistente,e-certchile - E-Cert Chile,Nuevo Sitio Web FONASA - Fondo Nacional de Salud
88d08ee1a5384a7fbe4bfddb8928ce82,c52ceac3693c4644bb20f07dd8aa7103,12,3,9,c52ceac3693c4644bb20f07dd8aa7103->88d08ee1a5384a7fbe4bfddb8928ce82,0.75,mixto,Sistema Midas - Subsecretaría de Salud Pública,Firma Electronica - Secretaría de Gobierno Digital
6743ad379b094f98ad903d0f0304add1,67eb30db49f240b08ab2b3f422f92cdf,12,8,4,6743ad379b094f98ad903d0f0304add1->67eb30db49f240b08ab2b3f422f92cdf,0.6667,mixto,Procedimiento Administrativo Electrónico - Superintendencia de Seguridad Social,Portal MiDT - Dirección del Trabajo
239b1152a21a4cebb35b2a9dc02b10a9,67eb30db49f240b08ab2b3f422f92cdf,12,5,7,67eb30db49f240b08ab2b3f422f92cdf->239b1152a21a4cebb35b2a9dc02b10a9,0.5833,mixto,Agencia de Calidad de la Educación - MINISTERIO DE EDUCACION,Portal MiDT - Dirección del Trabajo
1bb1657eb2eb43808f0529810258aa3b,67eb30db49f240b08ab2b3f422f92cdf,12,3,9,67eb30db49f240b08ab2b3f422f92cdf->1bb1657eb2eb43808f0529810258aa3b,0.75,mixto,Autenticación Sistemas DPP - Defensoría Penal Pública,Portal MiDT - Dirección del Trabajo
fb944d98fea445bda57de000993d3e25,fdd7e5cf453e42d7b8cb2334d3a7bff9,12,8,4,fb944d98fea445bda57de000993d3e25->fdd7e5cf453e42d7b8cb2334d3a7bff9,0.6667,mixto,Accede a tu Portal Paciente - Servicio de Salud Maule,Telesalud - Subsecretaría de Redes Asistenciales
3346db58cd2d474fbcf63e827462b85d,e8dde9d26979498786c6ba5a82f70ad3,12,7,5,3346db58cd2d474fbcf63e827462b85d->e8dde9d26979498786c6ba5a82f70ad3,0.5833,mixto,Single Sign-On - Subsecretaría de Evaluación Social,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
08165f6182bc4dfc9dc1d7774508bbc6,5ad019e5f0e445e8b37fc4ed60a3447c,12,12,0,08165f6182bc4dfc9dc1d7774508bbc6->5ad019e5f0e445e8b37fc4ed60a3447c,1.0,consistente,e-certchile - E-Cert Chile,5ad019e5f0e445e8b37fc4ed60a3447c
4f22549f9d3a443cb041c0e55395dbf1,ae4caa1cb2154cac89440f3fe18251cb,12,4,8,ae4caa1cb2154cac89440f3fe18251cb->4f22549f9d3a443cb041c0e55395dbf1,0.6667,mixto,Comisaría Virtual Denuncias - Carabineros de Chile,Ingreso de causas y escritos - Corporación Administrativa del Poder Judicial
1eec93924a1046efbad70c851782ab8a,c82f84bf3f2b451393445a0cb6883665,12,10,2,1eec93924a1046efbad70c851782ab8a->c82f84bf3f2b451393445a0cb6883665,0.8333,mixto,Trámites INAPI - Instituto Nacional de Propiedad Industrial,Ventanilla Única Social - Subsecretaría de Evaluación Social
8af63e063a2a42098caed55eeb24acf0,fb74231009884254b2d13b0fd9056247,12,9,3,8af63e063a2a42098caed55eeb24acf0->fb74231009884254b2d13b0fd9056247,0.75,mixto,Acceso Clave Unica UFRO - Universidad de La Frontera,Carrera Docente CPEIP - Subsecretaría de Educación
cc892c05f6d94315be2b7539e45b9170,dd7629fec91f4599b3cf8c0dd0b984ac,12,1,11,dd7629fec91f4599b3cf8c0dd0b984ac->cc892c05f6d94315be2b7539e45b9170,0.9167,consistente,Ventanilla Única 2.0 - Ministerio del Medio Ambiente,Sucursal Virtual FONASA - Fondo Nacional de Salud
64d9be8046574fbfbc1fb14c9912afea,f31ed616d84449edb5fdd8cd332552b2,12,6,6,64d9be8046574fbfbc1fb14c9912afea->f31ed616d84449edb5fdd8cd332552b2,0.5,mixto,ASDigital - Ministerio de salud,dom digital - Municipalidad de Temuco
0f33ab6447034fe49d1629353a119e47,9c9359fefd164d388f8a5edc2bac301e,12,6,6,0f33ab6447034fe49d1629353a119e47->9c9359fefd164d388f8a5edc2bac301e,0.5,mixto,Superintendencia en Línea - Mi Portal - Superintendencia de Seguridad Social,Contraloría - Contraloría General de la República
209ce526160947f0b398566cd4cbfd0d,399e7fc266894562850261cfbc06b992,12,7,5,209ce526160947f0b398566cd4cbfd0d->399e7fc266894562850261cfbc06b992,0.5833,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Denuncia en Linea - Ministerio Público
2549b51828ce40af920a932dd2102217,b15e46acff6b4a7487ad18cdac3a21d0,12,8,4,2549b51828ce40af920a932dd2102217->b15e46acff6b4a7487ad18cdac3a21d0,0.6667,mixto,undefined - Servicio de Impuestos Internos,Hospital Sotero del Río - Servicio Salud Metropolitano Sur Oriente
86144f0d3b814c1d8c013f7aade6c55d,88d08ee1a5384a7fbe4bfddb8928ce82,12,9,3,86144f0d3b814c1d8c013f7aade6c55d->88d08ee1a5384a7fbe4bfddb8928ce82,0.75,mixto,Sernac - Portal del consumidor - Servicio Nacional del Consumidor,Sistema Midas - Subsecretaría de Salud Pública
123,b31017b848694be1b92f15c6dad1ca2c,12,11,1,123->b31017b848694be1b92f15c6dad1ca2c,0.9167,consistente,Registro Civil - SRCeI,Sanidad Naval - Sanidad Naval de la Armada de Chile
9a76efc4c34e4bd7843206658dc45454,c13d78fe65b94d05ad83b59494767b9f,12,5,7,c13d78fe65b94d05ad83b59494767b9f->9a76efc4c34e4bd7843206658dc45454,0.5833,mixto,Portal Ciudadano ClaveÚnica - Secretaría de Gobierno Digital,Beneficios Personal - Gendarmería de Chile
0f33ab6447034fe49d1629353a119e47,ee00832abfba40b38335ce48a12981b5,12,4,8,ee00832abfba40b38335ce48a12981b5->0f33ab6447034fe49d1629353a119e47,0.6667,mixto,Superintendencia en Línea - Mi Portal - Superintendencia de Seguridad Social,Autenticacion Nube  Privada - Servicio de Impuestos Internos
67eb30db49f240b08ab2b3f422f92cdf,6d252a9b7f244a0180f6c2a1ff39d2fe,12,6,6,67eb30db49f240b08ab2b3f422f92cdf->6d252a9b7f244a0180f6c2a1ff39d2fe,0.5,mixto,Portal MiDT - Dirección del Trabajo,Sistemas Control de Extracciones Efectivas - Dirección General de Aguas
4060f34dc33042fda53efdfd0594b679,c5b83bbfa22c4c31a5743485b4c6e524,12,7,5,4060f34dc33042fda53efdfd0594b679->c5b83bbfa22c4c31a5743485b4c6e524,0.5833,mixto,Capacitación ChileCompra - Dirección ChileCompra,Bolsa Nacional de Empleo - Subsecretaría del Trabajo
3e2a4d42827d43d0b90248199e58e98e,e8dde9d26979498786c6ba5a82f70ad3,12,10,2,3e2a4d42827d43d0b90248199e58e98e->e8dde9d26979498786c6ba5a82f70ad3,0.8333,mixto,Mineduc-Ayudamineduc - Subsecretaría de Educación,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
0335e32e61b248ae8ab98cb955f915dd,b972e814004e4624a566f308901cca7c,12,7,5,0335e32e61b248ae8ab98cb955f915dd->b972e814004e4624a566f308901cca7c,0.5833,mixto,Sistema de ambiente de Clientes - Central de Abastecimiento del Sistema Nacional de Servicios de Salud,DocDigital Versión 3 - Subsecretaría General de la Presidencia de la República
0faae9b6b5084555a1873eff484b4d9c,dc821110e3f34bf3984d61955ced2e69,12,7,5,0faae9b6b5084555a1873eff484b4d9c->dc821110e3f34bf3984d61955ced2e69,0.5833,mixto,Agendamiento Licencia Conducir - Municipalidad de Puente Alto,Licencia de Conducir Digital - Subsecretaría de Transportes
3af2d18b09e6443fa289e956fc10669f,dd7629fec91f4599b3cf8c0dd0b984ac,12,6,6,3af2d18b09e6443fa289e956fc10669f->dd7629fec91f4599b3cf8c0dd0b984ac,0.5,mixto,Red Movilidad - Subsecretaría de Transportes,Sucursal Virtual FONASA - Fondo Nacional de Salud
67339e06f4b44f78994ff4785178807a,8c89546c8e524777bc61ee8b984e29e0,12,2,10,8c89546c8e524777bc61ee8b984e29e0->67339e06f4b44f78994ff4785178807a,0.8333,mixto,Mercado+Público - Dirección de Compras y Contratación Pública,Intranet Institucional SLEPCH - Servicio Local de Educación Pública de Chinchorro
2ae2ca1a377048a58815f54a432f8a21,b1b009877e0c4e0790fd92559d853d69,12,4,8,b1b009877e0c4e0790fd92559d853d69->2ae2ca1a377048a58815f54a432f8a21,0.6667,mixto,Portal Paciente - Subsecretaría de Redes Asistenciales,Mi Súper - Superintendencia de Salud
1e801411cdbd40aa92ad0dfc09000f69,ae412e532f1a48428bd0c5ad1f02f816,12,8,4,1e801411cdbd40aa92ad0dfc09000f69->ae412e532f1a48428bd0c5ad1f02f816,0.6667,mixto,Intranet Navidad - Municipalidad de Navidad,Sistema de gestión de licencia - Subsecretaría de Transportes
9c9359fefd164d388f8a5edc2bac301e,e9c87bd5f69f4f86afe073f6e04f7d5b,12,12,0,9c9359fefd164d388f8a5edc2bac301e->e9c87bd5f69f4f86afe073f6e04f7d5b,1.0,consistente,Contraloría - Contraloría General de la República,Fondo Nacional - Ministerio del Interior
67339e06f4b44f78994ff4785178807a,7fb306ac5a6d4bbcb720e1de16336508,12,8,4,67339e06f4b44f78994ff4785178807a->7fb306ac5a6d4bbcb720e1de16336508,0.6667,mixto,Mercado+Público - Dirección de Compras y Contratación Pública,Escritorio Digital SISS - Superintendencia de Servicios Sanitarios
91f3f86897ff4ae39e50cbd7035fa8af,fb3957569a8d49528c3571bcb4703f55,12,7,5,91f3f86897ff4ae39e50cbd7035fa8af->fb3957569a8d49528c3571bcb4703f55,0.5833,mixto,APIs Receta Electrónica - Subsecretaría de Salud Pública,MINVU - Subsecretaría de Vivienda y Urbanismo
035b14f7f84242ef8ca0e78b0352777d,1bb1657eb2eb43808f0529810258aa3b,12,4,8,1bb1657eb2eb43808f0529810258aa3b->035b14f7f84242ef8ca0e78b0352777d,0.6667,mixto,035b14f7f84242ef8ca0e78b0352777d,Autenticación Sistemas DPP - Defensoría Penal Pública
209ce526160947f0b398566cd4cbfd0d,a77e76b1e0eb4cc3ae3a1df547fbf4cb,12,0,12,a77e76b1e0eb4cc3ae3a1df547fbf4cb->209ce526160947f0b398566cd4cbfd0d,1.0,consistente,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Prácticas Chile - Dirección Nacional del Servicio Civil
035b14f7f84242ef8ca0e78b0352777d,dc821110e3f34bf3984d61955ced2e69,12,0,12,dc821110e3f34bf3984d61955ced2e69->035b14f7f84242ef8ca0e78b0352777d,1.0,consistente,035b14f7f84242ef8ca0e78b0352777d,Licencia de Conducir Digital - Subsecretaría de Transportes
638aea308ffb483198d5c1387e2cc017,94d27864f86d422faa68efccb908cc34,12,7,5,638aea308ffb483198d5c1387e2cc017->94d27864f86d422faa68efccb908cc34,0.5833,mixto,"Portal ""Mi SUPERIR"" - Superintendencia de Insolvencia y Reemprendimiento",94d27864f86d422faa68efccb908cc34
228ce6ed11d14e84ac2ae00cb5639515,dab6b8ce23604fa7b9ace2c2121d943e,12,9,3,228ce6ed11d14e84ac2ae00cb5639515->dab6b8ce23604fa7b9ace2c2121d943e,0.75,mixto,Plataforma HSA-MSGG - Ministerio Secretaría General de Gobierno,Intranet MSGG - Ministerio Secretaría General de Gobierno
645a4f092abd49f0820b8a5507e3dea0,9ae54d261e454c93ae1c2cdec0fd03e6,12,1,11,9ae54d261e454c93ae1c2cdec0fd03e6->645a4f092abd49f0820b8a5507e3dea0,0.9167,consistente,Sistema Servicios en línea - Caja de Previsión de la Defensa Nacional,Login certificado afiliacion - Fondo Nacional de Salud
136c7b7db74f4354ae8721ced4db4e39,b972e814004e4624a566f308901cca7c,12,9,3,136c7b7db74f4354ae8721ced4db4e39->b972e814004e4624a566f308901cca7c,0.75,mixto,136c7b7db74f4354ae8721ced4db4e39,DocDigital Versión 3 - Subsecretaría General de la Presidencia de la República
1bb1657eb2eb43808f0529810258aa3b,68b13a1228424526b43e2f78716efd3b,12,12,0,1bb1657eb2eb43808f0529810258aa3b->68b13a1228424526b43e2f78716efd3b,1.0,consistente,Autenticación Sistemas DPP - Defensoría Penal Pública,Pagos Diario Oficial - Subsecretaría del Interior
c765193a11274b73b1ffa97efd6fbc3b,e8dde9d26979498786c6ba5a82f70ad3,12,12,0,c765193a11274b73b1ffa97efd6fbc3b->e8dde9d26979498786c6ba5a82f70ad3,1.0,consistente,Servicio Único de Identidad - SMA - Superintendencia del Medio Ambiente,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
558b533275bd41bca3094acb6a85113a,d602a0071f3f4db8b37a87cffd89bf23,12,8,4,558b533275bd41bca3094acb6a85113a->d602a0071f3f4db8b37a87cffd89bf23,0.6667,mixto,Servicio de Evaluación Ambiental - Servicio de Evaluación Ambiental,PJUD - PODER JUDICIAL
209ce526160947f0b398566cd4cbfd0d,88d08ee1a5384a7fbe4bfddb8928ce82,12,0,12,88d08ee1a5384a7fbe4bfddb8928ce82->209ce526160947f0b398566cd4cbfd0d,1.0,consistente,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Sistema Midas - Subsecretaría de Salud Pública
0faae9b6b5084555a1873eff484b4d9c,cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,12,3,9,cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0->0faae9b6b5084555a1873eff484b4d9c,0.75,mixto,Agendamiento Licencia Conducir - Municipalidad de Puente Alto,Portal Usuario 2.0 - Subsecretaría de Justicia
41da80f6154c4d918166fc43862f5d78,e8dde9d26979498786c6ba5a82f70ad3,12,6,6,41da80f6154c4d918166fc43862f5d78->e8dde9d26979498786c6ba5a82f70ad3,0.5,mixto,Web Cajmetro - Corporación de Asistencia Judicial de la Región Metropolitana,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
123,c52ceac3693c4644bb20f07dd8aa7103,12,9,3,123->c52ceac3693c4644bb20f07dd8aa7103,0.75,mixto,Registro Civil - SRCeI,Firma Electronica - Secretaría de Gobierno Digital
94d27864f86d422faa68efccb908cc34,a7709b21161d459298dc5dc58e77310b,12,8,4,94d27864f86d422faa68efccb908cc34->a7709b21161d459298dc5dc58e77310b,0.6667,mixto,94d27864f86d422faa68efccb908cc34,DIPRECA - Dirección de Previsión de Carabineros de Chile
1bb1657eb2eb43808f0529810258aa3b,ae54454684154c25bd33c6e04609652b,12,6,6,1bb1657eb2eb43808f0529810258aa3b->ae54454684154c25bd33c6e04609652b,0.5,mixto,Autenticación Sistemas DPP - Defensoría Penal Pública,Sistema de Apelación Contra de Isapres - Subsecretaría de Salud Pública
638aea308ffb483198d5c1387e2cc017,ee00832abfba40b38335ce48a12981b5,12,10,2,638aea308ffb483198d5c1387e2cc017->ee00832abfba40b38335ce48a12981b5,0.8333,mixto,"Portal ""Mi SUPERIR"" - Superintendencia de Insolvencia y Reemprendimiento",Autenticacion Nube  Privada - Servicio de Impuestos Internos
08165f6182bc4dfc9dc1d7774508bbc6,b34fe8a89b9a43189ec5be764c3b695c,11,8,3,08165f6182bc4dfc9dc1d7774508bbc6->b34fe8a89b9a43189ec5be764c3b695c,0.7273,mixto,e-certchile - E-Cert Chile,Canales Digitales AFP UNO - AFP Uno
08165f6182bc4dfc9dc1d7774508bbc6,2e0f9d54f6534336a19fffacd7b6af40,11,5,6,2e0f9d54f6534336a19fffacd7b6af40->08165f6182bc4dfc9dc1d7774508bbc6,0.5455,mixto,e-certchile - E-Cert Chile,Sitio Web UNO Privado - AFP Uno
91f3f86897ff4ae39e50cbd7035fa8af,a7709b21161d459298dc5dc58e77310b,11,8,3,91f3f86897ff4ae39e50cbd7035fa8af->a7709b21161d459298dc5dc58e77310b,0.7273,mixto,APIs Receta Electrónica - Subsecretaría de Salud Pública,DIPRECA - Dirección de Previsión de Carabineros de Chile
6daae6995cb245348bb2b5432ccc9948,91f3f86897ff4ae39e50cbd7035fa8af,11,4,7,91f3f86897ff4ae39e50cbd7035fa8af->6daae6995cb245348bb2b5432ccc9948,0.6364,mixto,DIRECTEMAR - Dirección General del Territorio Marítimo y Marina Mercante,APIs Receta Electrónica - Subsecretaría de Salud Pública
3d639e0a581e4afbbc3976eed669f5c6,9a76efc4c34e4bd7843206658dc45454,11,5,6,9a76efc4c34e4bd7843206658dc45454->3d639e0a581e4afbbc3976eed669f5c6,0.5455,mixto,Mi Portal de Emprendimiento - Subsecretaría de Evaluación Social,Portal Ciudadano ClaveÚnica - Secretaría de Gobierno Digital
9a76efc4c34e4bd7843206658dc45454,fdd7e5cf453e42d7b8cb2334d3a7bff9,11,9,2,9a76efc4c34e4bd7843206658dc45454->fdd7e5cf453e42d7b8cb2334d3a7bff9,0.8182,mixto,Portal Ciudadano ClaveÚnica - Secretaría de Gobierno Digital,Telesalud - Subsecretaría de Redes Asistenciales
2549b51828ce40af920a932dd2102217,558b533275bd41bca3094acb6a85113a,11,11,0,2549b51828ce40af920a932dd2102217->558b533275bd41bca3094acb6a85113a,1.0,consistente,undefined - Servicio de Impuestos Internos,Servicio de Evaluación Ambiental - Servicio de Evaluación Ambiental
41da80f6154c4d918166fc43862f5d78,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,11,6,5,41da80f6154c4d918166fc43862f5d78->eaf8f2b0ccd04cf2a7bfcf357fe88ca2,0.5455,mixto,Web Cajmetro - Corporación de Asistencia Judicial de la Región Metropolitana,Empleos Públicos - Servicio Civil
209ce526160947f0b398566cd4cbfd0d,fe1194092c934e70b824f3014a2f020d,11,10,1,209ce526160947f0b398566cd4cbfd0d->fe1194092c934e70b824f3014a2f020d,0.9091,consistente,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Portal Único de Fondos Concursables del Estado - Subsecretaría General de Gobierno
347178b052294153af290d6a84589868,f15bd4421f604ffbae3d627bef601546,11,5,6,f15bd4421f604ffbae3d627bef601546->347178b052294153af290d6a84589868,0.5455,mixto,Mi Fiscalía en Línea - Ministerio Público,Transferencia de Archivos - Ministerio Público
74e60dc3bc26493d81088e4d322b7c39,cc892c05f6d94315be2b7539e45b9170,11,5,6,cc892c05f6d94315be2b7539e45b9170->74e60dc3bc26493d81088e4d322b7c39,0.5455,mixto,SignPass - BPO Advisors SpA,Ventanilla Única 2.0 - Ministerio del Medio Ambiente
94d27864f86d422faa68efccb908cc34,c567f19e4b0b409491faa28b331bf1d3,11,3,8,c567f19e4b0b409491faa28b331bf1d3->94d27864f86d422faa68efccb908cc34,0.7273,mixto,94d27864f86d422faa68efccb908cc34,c567f19e4b0b409491faa28b331bf1d3
78d2a80a1628414097285e5ece0cab12,ffaec74bfd414f8394bab077a989e27f,11,2,9,ffaec74bfd414f8394bab077a989e27f->78d2a80a1628414097285e5ece0cab12,0.8182,mixto,78d2a80a1628414097285e5ece0cab12,miChileAtiende - Instituto de Previsión Social
86144f0d3b814c1d8c013f7aade6c55d,c5b83bbfa22c4c31a5743485b4c6e524,11,6,5,86144f0d3b814c1d8c013f7aade6c55d->c5b83bbfa22c4c31a5743485b4c6e524,0.5455,mixto,Sernac - Portal del consumidor - Servicio Nacional del Consumidor,Bolsa Nacional de Empleo - Subsecretaría del Trabajo
285f4ab87d9a4484a4e8fa6e7db43fe6,4a94478dd25f4430a0a023b87e11170d,11,8,3,285f4ab87d9a4484a4e8fa6e7db43fe6->4a94478dd25f4430a0a023b87e11170d,0.7273,mixto,Sistema de Registro - Subsecretaría de Evaluación Social,Milicenciamedica.cl - Subsecretaría de Salud Pública
67eb30db49f240b08ab2b3f422f92cdf,8c1942e0cdce4f71b53f62474322f0b7,11,6,5,67eb30db49f240b08ab2b3f422f92cdf->8c1942e0cdce4f71b53f62474322f0b7,0.5455,mixto,Portal MiDT - Dirección del Trabajo,Superintendencia de Electricidad y Combustibles - SUPERINTENDECIA DE ELECTRICIDAD Y COMBUSTIBLES
08165f6182bc4dfc9dc1d7774508bbc6,d74a389b77734996ba37fa61a0d08341,11,0,11,d74a389b77734996ba37fa61a0d08341->08165f6182bc4dfc9dc1d7774508bbc6,1.0,consistente,e-certchile - E-Cert Chile,DECLARACION JURADA - Servicio Agrícola y Ganadero
6d52b87b5a964c61ad7e28afd9499f18,f883bd6d70b043a09837e8b888fe3f65,11,4,7,f883bd6d70b043a09837e8b888fe3f65->6d52b87b5a964c61ad7e28afd9499f18,0.6364,mixto,Mis Trámites CGR - Contraloría General de la República,undefined - Subsecretaría de Economía y Empresas de Menor Tamaño
86144f0d3b814c1d8c013f7aade6c55d,ee00832abfba40b38335ce48a12981b5,11,6,5,86144f0d3b814c1d8c013f7aade6c55d->ee00832abfba40b38335ce48a12981b5,0.5455,mixto,Sernac - Portal del consumidor - Servicio Nacional del Consumidor,Autenticacion Nube  Privada - Servicio de Impuestos Internos
6bcf44d8a73c473cb78f0cb92508a232,c82f84bf3f2b451393445a0cb6883665,11,6,5,6bcf44d8a73c473cb78f0cb92508a232->c82f84bf3f2b451393445a0cb6883665,0.5455,mixto,6bcf44d8a73c473cb78f0cb92508a232,Ventanilla Única Social - Subsecretaría de Evaluación Social
6bcf44d8a73c473cb78f0cb92508a232,d602a0071f3f4db8b37a87cffd89bf23,11,6,5,6bcf44d8a73c473cb78f0cb92508a232->d602a0071f3f4db8b37a87cffd89bf23,0.5455,mixto,6bcf44d8a73c473cb78f0cb92508a232,PJUD - PODER JUDICIAL
399e7fc266894562850261cfbc06b992,b972e814004e4624a566f308901cca7c,11,2,9,b972e814004e4624a566f308901cca7c->399e7fc266894562850261cfbc06b992,0.8182,mixto,Denuncia en Linea - Ministerio Público,DocDigital Versión 3 - Subsecretaría General de la Presidencia de la República
ab2dd6e0890c4b5483973add6fa1b91b,b6a7ac98c6704aa6b6512efa5fa8dbfe,11,5,6,b6a7ac98c6704aa6b6512efa5fa8dbfe->ab2dd6e0890c4b5483973add6fa1b91b,0.5455,mixto,Sercotec - Servicio de Cooperación Técnica,Corfo - Corporación de Fomento de la Producción
1bb1657eb2eb43808f0529810258aa3b,e8dde9d26979498786c6ba5a82f70ad3,11,4,7,e8dde9d26979498786c6ba5a82f70ad3->1bb1657eb2eb43808f0529810258aa3b,0.6364,mixto,Autenticación Sistemas DPP - Defensoría Penal Pública,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
0a750e36725e495ba32bd43a5f170724,ee00832abfba40b38335ce48a12981b5,11,9,2,0a750e36725e495ba32bd43a5f170724->ee00832abfba40b38335ce48a12981b5,0.8182,mixto,FUAS-Mineduc - Subsecretaría de Educación,Autenticacion Nube  Privada - Servicio de Impuestos Internos
4060f34dc33042fda53efdfd0594b679,ae4caa1cb2154cac89440f3fe18251cb,11,7,4,4060f34dc33042fda53efdfd0594b679->ae4caa1cb2154cac89440f3fe18251cb,0.6364,mixto,Capacitación ChileCompra - Dirección ChileCompra,Ingreso de causas y escritos - Corporación Administrativa del Poder Judicial
2ff516ac74a44ebfa3a522adbde28a0f,86144f0d3b814c1d8c013f7aade6c55d,11,10,1,2ff516ac74a44ebfa3a522adbde28a0f->86144f0d3b814c1d8c013f7aade6c55d,0.9091,consistente,E-Sign ClaveÚnica - ESIGN S.A.,Sernac - Portal del consumidor - Servicio Nacional del Consumidor
9a76efc4c34e4bd7843206658dc45454,d6d4327ae40445518a3c8a6e62137cd6,11,11,0,9a76efc4c34e4bd7843206658dc45454->d6d4327ae40445518a3c8a6e62137cd6,1.0,consistente,Portal Ciudadano ClaveÚnica - Secretaría de Gobierno Digital,Gobierno Digital Simple - Secretaría de Gobierno Digital
64d9be8046574fbfbc1fb14c9912afea,ae54454684154c25bd33c6e04609652b,11,11,0,64d9be8046574fbfbc1fb14c9912afea->ae54454684154c25bd33c6e04609652b,1.0,consistente,ASDigital - Ministerio de salud,Sistema de Apelación Contra de Isapres - Subsecretaría de Salud Pública
2549b51828ce40af920a932dd2102217,9f3c39663dac4e6791811016adc217da,11,5,6,9f3c39663dac4e6791811016adc217da->2549b51828ce40af920a932dd2102217,0.5455,mixto,undefined - Servicio de Impuestos Internos,"Sistema Cuenta Cultura - Ministerio de las Culturas, las Artes y el Patrimonio"
399e7fc266894562850261cfbc06b992,ffaec74bfd414f8394bab077a989e27f,11,5,6,ffaec74bfd414f8394bab077a989e27f->399e7fc266894562850261cfbc06b992,0.5455,mixto,Denuncia en Linea - Ministerio Público,miChileAtiende - Instituto de Previsión Social
