servicio_origen,servicio_destino,soporte_direccion_dominante,clasificacion_orden,frac_lag_menor_5min,frac_lag_mismo_dia_menor_60min,lag_min_p25,lag_min_mediana,lag_min_p75,lag_min_p95
f31ed616d84449edb5fdd8cd332552b2,2549b51828ce40af920a932dd2102217,11,mixto,0.0,0.8182,14.0,16.0,32.5,142.0
eaf8f2b0ccd04cf2a7bfcf357fe88ca2,ee00832abfba40b38335ce48a12981b5,11,mixto,0.0909,0.3636,29.5,118.0,380.0,435.5
38b3f29fe39b4e87b5f7982165de8cf1,dc821110e3f34bf3984d61955ced2e69,11,mixto,0.0,0.5455,15.0,37.0,889.0,1162.5
ae4caa1cb2154cac89440f3fe18251cb,8af63e063a2a42098caed55eeb24acf0,11,mixto,0.0,0.0909,166.0,224.0,233.0,233.5
4060f34dc33042fda53efdfd0594b679,4a9c2f22f9d047569a0ceafcb9741033,11,mixto,0.0909,0.0909,156.0,223.0,242.5,262.5
387ff07354a74657a44369e05d83234a,08165f6182bc4dfc9dc1d7774508bbc6,11,consistente,0.0909,0.8182,23.0,29.0,43.5,301.0
fb3957569a8d49528c3571bcb4703f55,cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,11,mixto,0.0,0.2727,76.0,156.0,536.5,1069.5
f883bd6d70b043a09837e8b888fe3f65,399e7fc266894562850261cfbc06b992,11,mixto,0.0,0.0909,146.0,302.0,468.5,840.0
9a76efc4c34e4bd7843206658dc45454,c52ceac3693c4644bb20f07dd8aa7103,11,mixto,0.3636,0.8182,3.5,19.0,27.5,108.0
9a76efc4c34e4bd7843206658dc45454,dfd423dde87b47d382b736a15a36ac68,11,mixto,0.2727,0.6364,4.0,9.0,165.5,1170.5
c6f7ed5bd4954356b00aac92c9fff41a,59dd121f53ac44ddb03bf52488eec671,11,mixto,0.0909,0.2727,58.0,263.0,298.0,340.5
a7698f4e2c9b4b9a950658038cbe6b9f,6daae6995cb245348bb2b5432ccc9948,11,mixto,0.0909,0.2727,58.0,102.0,104.0,104.0
6a322ad743e3464bae56d2d9b180078a,31050e1a1dcb4c9899ba77be32449e54,11,mixto,0.0,0.0,356.5,401.0,947.5,1276.0
ef1dd1f1a5b94d0eacb669f7b3ec2911,ee00832abfba40b38335ce48a12981b5,11,mixto,0.0909,0.4545,10.0,83.0,126.5,671.5
ffaec74bfd414f8394bab077a989e27f,2e0f9d54f6534336a19fffacd7b6af40,11,mixto,0.0,0.6364,22.5,47.0,68.5,178.5
64b50202d6b74bfcb78c7342823e0f4f,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,11,mixto,0.0,0.2727,57.5,120.0,263.0,423.0
209ce526160947f0b398566cd4cbfd0d,fd595f24910c4126b7398b3e081af528,11,mixto,0.0909,0.8182,12.5,20.0,36.5,396.5
123,1510fbeac5394ee69a53cf64a7a093db,11,mixto,0.2727,0.4545,5.5,62.0,427.5,689.5
dd7629fec91f4599b3cf8c0dd0b984ac,1bb1657eb2eb43808f0529810258aa3b,11,mixto,0.0,0.0,75.5,275.0,497.5,842.5
9f88dc88029e42d3a5b082ab396be6d3,ffaec74bfd414f8394bab077a989e27f,11,consistente,0.0,0.3636,53.0,65.0,402.0,789.5
0b145fb41bc84dc58a5beb5b4ef11b17,2549b51828ce40af920a932dd2102217,11,mixto,0.0,0.6364,20.5,39.0,97.5,1165.0
5af95b4c9eec408dad00e7b5a2a16b92,b972e814004e4624a566f308901cca7c,11,mixto,0.0,0.1818,146.5,223.0,281.5,392.5
dd7629fec91f4599b3cf8c0dd0b984ac,cc892c05f6d94315be2b7539e45b9170,11,consistente,0.0,0.0,442.0,679.0,832.5,858.0
209ce526160947f0b398566cd4cbfd0d,74e60dc3bc26493d81088e4d322b7c39,11,mixto,0.0,0.1818,101.5,268.0,380.5,1134.5
6a91c10b9e8341afbd387fb72bab3cf7,e5b8388e1275417395d526c566b0e1e8,11,mixto,0.0,1.0,29.5,31.0,38.0,43.0
fd595f24910c4126b7398b3e081af528,b1b009877e0c4e0790fd92559d853d69,11,mixto,0.0,0.1818,250.5,429.0,470.0,523.0
ae412e532f1a48428bd0c5ad1f02f816,006b85a984e94ce88ddb035ec01b2d70,11,mixto,0.0,0.0,140.5,176.0,394.5,563.5
d254feea701346a399887b9fe59ac61a,42fe5e61820647849d3cda4c6141b8d7,11,mixto,0.0909,0.0909,147.5,228.0,380.0,418.0
123,b31017b848694be1b92f15c6dad1ca2c,11,consistente,0.0,0.0909,472.5,855.0,1070.5,1175.0
9ae54d261e454c93ae1c2cdec0fd03e6,645a4f092abd49f0820b8a5507e3dea0,11,consistente,0.1818,0.8182,10.5,39.0,42.0,281.5
2549b51828ce40af920a932dd2102217,558b533275bd41bca3094acb6a85113a,11,consistente,0.0909,0.6364,45.5,53.0,193.0,302.5
b9e3f79c40594953af24e9a43eba4e0c,d602a0071f3f4db8b37a87cffd89bf23,11,mixto,0.0,0.0909,414.5,479.0,543.5,701.0
d74a389b77734996ba37fa61a0d08341,08165f6182bc4dfc9dc1d7774508bbc6,11,consistente,0.0,0.0,158.5,164.0,171.0,265.0
0f33ab6447034fe49d1629353a119e47,4ef0ced873174ee9afc306e414132c72,11,mixto,0.1818,0.6364,14.0,20.0,115.5,147.5
d602a0071f3f4db8b37a87cffd89bf23,14cc5dc0682d44fe99d2d91e1eaafac7,11,mixto,0.0,0.2727,61.0,133.0,323.0,1199.5
64d9be8046574fbfbc1fb14c9912afea,2ff516ac74a44ebfa3a522adbde28a0f,11,mixto,0.0,0.0909,148.0,201.0,289.5,510.5
d602a0071f3f4db8b37a87cffd89bf23,8ba6d7f9bb7445ff96ffd06af5fa8c1e,11,mixto,0.0,0.0909,141.0,355.0,727.0,1092.0
d0b1e3a4c2434e65be47566dcc3e2ee0,c82f84bf3f2b451393445a0cb6883665,11,mixto,0.0,0.3636,43.5,91.0,418.0,896.5
209ce526160947f0b398566cd4cbfd0d,645a4f092abd49f0820b8a5507e3dea0,11,mixto,0.0909,0.0909,222.5,232.0,617.5,618.5
fb3957569a8d49528c3571bcb4703f55,94d27864f86d422faa68efccb908cc34,11,mixto,0.0,0.6364,32.5,47.0,162.0,493.5
ffaec74bfd414f8394bab077a989e27f,31050e1a1dcb4c9899ba77be32449e54,11,mixto,0.0909,0.5455,10.0,42.0,550.0,915.0
ffaec74bfd414f8394bab077a989e27f,b785d3ec935248ff8a8fd358f7765463,11,mixto,0.2727,0.6364,8.5,15.0,79.5,81.5
9ae54d261e454c93ae1c2cdec0fd03e6,b1b009877e0c4e0790fd92559d853d69,11,mixto,0.1818,0.3636,22.0,105.0,484.0,838.0
d9cb616562904aa29dc667c21534d2e0,6daae6995cb245348bb2b5432ccc9948,11,mixto,0.0,0.0,257.5,483.0,492.0,733.5
3d639e0a581e4afbbc3976eed669f5c6,ae4caa1cb2154cac89440f3fe18251cb,11,mixto,0.0,0.3636,40.5,304.0,370.5,850.0
67339e06f4b44f78994ff4785178807a,56da1c80cfea4a5b83326bfef271fc3e,11,mixto,0.0,0.1818,190.0,234.0,310.5,411.0
8da9d8af9600449089f527c248a96e4f,6daae6995cb245348bb2b5432ccc9948,11,mixto,0.0,0.5455,29.0,51.0,78.5,83.0
f883bd6d70b043a09837e8b888fe3f65,3752375735a74ae09881a820a0b7d394,11,mixto,0.0909,0.1818,84.5,111.0,219.0,388.5
4a94478dd25f4430a0a023b87e11170d,a647689891b84948871ff7099253a553,11,mixto,0.0,0.1818,95.5,116.0,247.0,404.5
347178b052294153af290d6a84589868,44db06efed134a91bffa7407f60d7979,11,mixto,0.0,0.1818,117.5,257.0,274.0,327.0
ea3b3bbfa0bd4b99ae4fd1176a22d13c,ffaec74bfd414f8394bab077a989e27f,11,mixto,0.3636,1.0,2.5,6.0,9.0,16.5
a7709b21161d459298dc5dc58e77310b,dc821110e3f34bf3984d61955ced2e69,11,mixto,0.0,0.0,373.0,381.0,407.5,567.0
7f2c2c35a2de4624ad938147f73f271a,e8dde9d26979498786c6ba5a82f70ad3,11,mixto,0.0,0.2727,75.0,169.0,178.5,485.5
1ad6835586034de0b29f4a402b182c6c,fb3957569a8d49528c3571bcb4703f55,11,mixto,0.0909,0.0909,81.5,153.0,227.0,296.5
a7925c7ee6674a30ae9f3f4045785095,55c1817c84554dc881bc439a4b00abed,11,mixto,0.2727,1.0,5.0,9.0,13.5,16.0
64b50202d6b74bfcb78c7342823e0f4f,c82f84bf3f2b451393445a0cb6883665,11,mixto,0.0,0.3636,33.0,152.0,496.5,807.0
7d0c4697a4f849e38021ccb192e0b4a7,7249a9adb1c343aba8db068dbe0c3795,11,mixto,0.0909,0.2727,55.0,125.0,203.5,380.0
02f0f8beb94542deac503efd6a774262,6d52b87b5a964c61ad7e28afd9499f18,11,mixto,0.0,0.2727,55.5,143.0,250.0,348.5
94d27864f86d422faa68efccb908cc34,dcd0b6134a8846c1ac7171f8530945ab,11,mixto,0.0,0.6364,23.0,29.0,138.5,661.5
2a4a00c47ac6468395984ee10ebc8dc3,67339e06f4b44f78994ff4785178807a,11,mixto,0.0909,0.3636,41.0,211.0,484.0,921.0
67339e06f4b44f78994ff4785178807a,b15e46acff6b4a7487ad18cdac3a21d0,11,mixto,0.0,0.1818,106.0,136.0,195.5,453.0
4ef0ced873174ee9afc306e414132c72,e8dde9d26979498786c6ba5a82f70ad3,11,mixto,0.1818,0.4545,14.0,69.0,566.0,891.5
9c9359fefd164d388f8a5edc2bac301e,d69a36460b0c4bee9cdc5fd2f58e6a0e,10,mixto,0.0,0.1,249.5,296.5,374.25,428.75
387ff07354a74657a44369e05d83234a,2549b51828ce40af920a932dd2102217,10,mixto,0.0,0.8,12.0,21.0,53.5,321.9
d16fad3dcdb14d69b5d82776d09bb796,625c85747d2c430d8b68c06d2cab9566,10,mixto,0.1,0.2,87.5,317.5,416.25,485.1
f883bd6d70b043a09837e8b888fe3f65,dc821110e3f34bf3984d61955ced2e69,10,mixto,0.1,0.4,37.5,189.0,403.25,639.85
2ff516ac74a44ebfa3a522adbde28a0f,94d27864f86d422faa68efccb908cc34,10,mixto,0.0,0.4,27.25,70.0,72.75,458.65
9f3c39663dac4e6791811016adc217da,b972e814004e4624a566f308901cca7c,10,mixto,0.0,0.2,76.25,155.5,216.25,273.85
0f33ab6447034fe49d1629353a119e47,74e60dc3bc26493d81088e4d322b7c39,10,mixto,0.0,0.4,16.75,74.0,167.25,208.35
dd7629fec91f4599b3cf8c0dd0b984ac,2ff516ac74a44ebfa3a522adbde28a0f,10,mixto,0.1,0.5,14.75,56.0,203.5,387.45
a3d2f5bccc104cf6bdd3817c86236b0e,2549b51828ce40af920a932dd2102217,10,mixto,0.0,0.1,161.5,304.0,446.5,548.5
6a322ad743e3464bae56d2d9b180078a,2ae2ca1a377048a58815f54a432f8a21,10,mixto,0.0,0.2,97.0,176.0,273.5,708.05
478deb22cecd489eb3ed2dcc954a975b,123,10,mixto,0.0,0.8,16.25,21.0,48.5,249.05
eaf8f2b0ccd04cf2a7bfcf357fe88ca2,6f7b8ef5a7204c4b92d0ca778317d790,10,mixto,0.0,0.2,130.5,286.5,390.75,801.65
08165f6182bc4dfc9dc1d7774508bbc6,a7709b21161d459298dc5dc58e77310b,10,mixto,0.0,0.2,100.0,137.5,634.5,935.6
67339e06f4b44f78994ff4785178807a,68244c73eb7a429a9c70a3dbf247293f,10,mixto,0.0,0.1,137.25,191.5,220.75,393.95
123,fb944d98fea445bda57de000993d3e25,10,mixto,0.2,0.5,6.75,50.5,179.75,185.65
239b1152a21a4cebb35b2a9dc02b10a9,91f3f86897ff4ae39e50cbd7035fa8af,10,consistente,0.0,0.1,228.5,635.5,655.75,685.75
c52ceac3693c4644bb20f07dd8aa7103,74e60dc3bc26493d81088e4d322b7c39,10,consistente,0.0,1.0,10.25,12.5,13.75,22.65
7d0c4697a4f849e38021ccb192e0b4a7,dd7629fec91f4599b3cf8c0dd0b984ac,10,consistente,0.0,0.0,93.75,205.5,307.0,449.15
64b1afe9206b4eb885878aafb4be1dae,6f7b8ef5a7204c4b92d0ca778317d790,10,consistente,0.0,0.0,792.0,861.5,1121.25,1142.45
387ff07354a74657a44369e05d83234a,31050e1a1dcb4c9899ba77be32449e54,10,consistente,0.0,0.6,38.25,47.0,60.75,139.55
6d52b87b5a964c61ad7e28afd9499f18,fb944d98fea445bda57de000993d3e25,10,consistente,0.0,0.0,137.25,151.0,182.75,459.65
e16bdf2168e144d396be917a93114bfa,9c9359fefd164d388f8a5edc2bac301e,10,consistente,0.0,0.1,182.0,305.0,421.0,471.45
01b56ab5b9be43e19fa06300994787ec,f44bedcfbdb64a818e717b872a002abd,10,consistente,0.0,0.0,973.25,976.5,1064.25,1094.55
ac8e668f620b403b9ccc6486c0e365c7,05877e8556fa4c0ca458d131265ffd99,10,consistente,0.0,0.6,27.0,50.0,72.5,148.15
a6c839544c0440f5bf2ce98e7396613f,ae4caa1cb2154cac89440f3fe18251cb,10,consistente,0.1,0.1,152.5,164.0,178.5,185.2
08165f6182bc4dfc9dc1d7774508bbc6,e9d3577612dd49c3b62b654e33dccefb,10,mixto,0.0,0.8,14.25,31.5,36.5,679.05
dd02dca897074e77972f506652629762,9a76efc4c34e4bd7843206658dc45454,10,mixto,0.2,0.3,45.5,105.0,175.75,317.15
eaf8f2b0ccd04cf2a7bfcf357fe88ca2,08165f6182bc4dfc9dc1d7774508bbc6,10,mixto,0.0,0.1,114.75,202.0,280.75,346.85
4ef0ced873174ee9afc306e414132c72,67eb30db49f240b08ab2b3f422f92cdf,10,mixto,0.1,0.1,712.75,1082.0,1191.25,1346.05
9c9359fefd164d388f8a5edc2bac301e,9f5eb34dc330412990d7da2fd1db9e64,10,mixto,0.0,0.2,175.25,254.0,330.25,396.65
7d0c4697a4f849e38021ccb192e0b4a7,2549b51828ce40af920a932dd2102217,10,mixto,0.0,0.3,48.75,143.5,190.25,233.05
d602a0071f3f4db8b37a87cffd89bf23,4bb573e349504824b5b5a050a83e094d,10,mixto,0.0,0.1,120.5,184.0,322.0,771.8
9ae54d261e454c93ae1c2cdec0fd03e6,fd595f24910c4126b7398b3e081af528,10,mixto,0.2,1.0,8.5,32.5,36.5,42.75
067325b206034a09a16597b6c55d26a8,3af2d18b09e6443fa289e956fc10669f,10,mixto,0.3,1.0,3.5,6.0,15.75,17.55
2549b51828ce40af920a932dd2102217,5235b9f356954973a226cb6fc12c9d6e,10,mixto,0.0,0.5,34.25,155.5,281.75,524.3
dab6b8ce23604fa7b9ace2c2121d943e,fe1194092c934e70b824f3014a2f020d,10,mixto,0.0,0.2,98.25,208.0,330.0,358.25
d602a0071f3f4db8b37a87cffd89bf23,be4240b37c354311af26b2846acba9c7,10,mixto,0.0,0.0,256.25,346.0,681.5,1138.35
ed6beff4035f49c6997be95df71e5544,9a76efc4c34e4bd7843206658dc45454,10,mixto,0.0,0.8,12.25,13.5,29.0,178.15
6e12533e73a048efa8bcc0a30f2b7684,91f3f86897ff4ae39e50cbd7035fa8af,10,mixto,0.0,0.0,543.75,549.5,555.25,562.85
347178b052294153af290d6a84589868,8c1942e0cdce4f71b53f62474322f0b7,10,mixto,0.0,0.1,102.0,162.0,165.25,167.0
e8dde9d26979498786c6ba5a82f70ad3,c13d78fe65b94d05ad83b59494767b9f,10,mixto,0.0,0.0,428.0,459.0,503.25,777.5
6a322ad743e3464bae56d2d9b180078a,b1b009877e0c4e0790fd92559d853d69,10,mixto,0.0,0.5,47.75,83.0,404.5,558.45
347178b052294153af290d6a84589868,c5b83bbfa22c4c31a5743485b4c6e524,10,mixto,0.0,0.2,305.5,370.0,684.25,990.85
67339e06f4b44f78994ff4785178807a,a6c534b36789447fbed6b8d4f60d3d1a,10,mixto,0.0,0.1,98.5,250.5,322.5,489.4
59dd121f53ac44ddb03bf52488eec671,bf676d9b342d438d8bd0b02c718133af,10,mixto,0.0,0.1,160.0,349.0,470.5,562.6
9a76efc4c34e4bd7843206658dc45454,e423b8339a57485d8b524937d93e4f44,10,mixto,0.2,0.8,13.5,42.0,55.5,804.75
f15bd4421f604ffbae3d627bef601546,123,10,mixto,0.0,0.0,308.25,326.0,349.25,362.3
7d0c4697a4f849e38021ccb192e0b4a7,ae4caa1cb2154cac89440f3fe18251cb,10,mixto,0.0,0.2,70.0,311.5,991.75,1104.55
5af95b4c9eec408dad00e7b5a2a16b92,91f3f86897ff4ae39e50cbd7035fa8af,10,mixto,0.0,0.2,94.0,238.5,346.25,391.3
3e2a4d42827d43d0b90248199e58e98e,e8dde9d26979498786c6ba5a82f70ad3,10,mixto,0.0,0.0,512.75,553.0,564.5,570.75
3346db58cd2d474fbcf63e827462b85d,d0b1e3a4c2434e65be47566dcc3e2ee0,10,mixto,0.0,0.2,79.75,170.0,366.25,449.25
c82f84bf3f2b451393445a0cb6883665,6743ad379b094f98ad903d0f0304add1,10,mixto,0.0,0.3,69.5,291.5,351.5,707.65
a647689891b84948871ff7099253a553,fdd7e5cf453e42d7b8cb2334d3a7bff9,10,mixto,0.4,0.6,1.25,11.5,102.25,639.45
123,c7d9f088b4be4e38924fcfa78a6b5496,10,mixto,0.0,0.5,30.75,70.0,107.5,178.5
c567f19e4b0b409491faa28b331bf1d3,91f3f86897ff4ae39e50cbd7035fa8af,10,mixto,0.1,0.6,11.5,27.5,177.75,207.95
64d9be8046574fbfbc1fb14c9912afea,8b6597a56ec4424ca8d71fdfd2827ff9,10,mixto,0.1,0.4,12.0,105.0,240.25,393.85
a77e76b1e0eb4cc3ae3a1df547fbf4cb,c82f84bf3f2b451393445a0cb6883665,10,mixto,0.0,0.2,239.0,354.5,478.25,509.0
38b3f29fe39b4e87b5f7982165de8cf1,67eb30db49f240b08ab2b3f422f92cdf,10,mixto,0.1,0.3,53.75,107.5,221.5,810.7
e423b8339a57485d8b524937d93e4f44,347178b052294153af290d6a84589868,10,mixto,0.0,0.4,15.75,76.0,764.75,873.3
bf676d9b342d438d8bd0b02c718133af,495c261c0f484bd08e232f7358452c4d,10,mixto,0.0,0.1,106.75,208.5,300.75,341.35
ffaec74bfd414f8394bab077a989e27f,16ffe077cc1a4b11a19bea91abce6f9c,10,mixto,0.0,0.4,42.0,168.0,377.0,467.0
6daae6995cb245348bb2b5432ccc9948,94d27864f86d422faa68efccb908cc34,10,mixto,0.0,0.7,8.25,26.0,84.5,121.9
86144f0d3b814c1d8c013f7aade6c55d,74e60dc3bc26493d81088e4d322b7c39,10,mixto,0.0,0.0,1088.0,1089.0,1089.75,1090.55
2549b51828ce40af920a932dd2102217,4f22549f9d3a443cb041c0e55395dbf1,10,mixto,0.0,0.1,154.5,957.0,958.5,959.0
465d39a118f84dcca1751c69cccc4f3f,c82f84bf3f2b451393445a0cb6883665,10,mixto,0.1,0.3,44.75,147.0,631.0,918.3
e8dde9d26979498786c6ba5a82f70ad3,0faae9b6b5084555a1873eff484b4d9c,10,mixto,0.0,0.0,263.25,464.5,473.75,536.75
44568175e9ff4fdcb98cd4e9d368ce11,67339e06f4b44f78994ff4785178807a,10,mixto,0.1,0.1,225.5,418.5,723.25,960.25
638aea308ffb483198d5c1387e2cc017,67eb30db49f240b08ab2b3f422f92cdf,10,mixto,0.0,0.5,24.0,79.5,170.75,576.75
b1b009877e0c4e0790fd92559d853d69,347178b052294153af290d6a84589868,10,mixto,0.0,0.3,54.5,230.0,692.75,979.2
8c1942e0cdce4f71b53f62474322f0b7,e8dde9d26979498786c6ba5a82f70ad3,10,mixto,0.1,0.2,149.25,154.5,207.5,813.55
495c261c0f484bd08e232f7358452c4d,4f22549f9d3a443cb041c0e55395dbf1,10,mixto,0.0,0.6,25.0,40.5,80.5,514.75
ae4caa1cb2154cac89440f3fe18251cb,6daae6995cb245348bb2b5432ccc9948,10,mixto,0.0,0.1,336.5,442.5,467.5,635.75
dd7629fec91f4599b3cf8c0dd0b984ac,74e60dc3bc26493d81088e4d322b7c39,10,mixto,0.0,0.2,110.5,170.5,475.5,743.75
123,b6a7ac98c6704aa6b6512efa5fa8dbfe,10,mixto,0.0,0.3,54.75,91.0,421.25,806.8
8c89546c8e524777bc61ee8b984e29e0,67339e06f4b44f78994ff4785178807a,10,mixto,0.1,0.3,86.5,449.0,585.25,1203.2
1eec93924a1046efbad70c851782ab8a,c82f84bf3f2b451393445a0cb6883665,10,mixto,0.0,0.0,201.0,684.0,1037.0,1279.0
f883bd6d70b043a09837e8b888fe3f65,c5b83bbfa22c4c31a5743485b4c6e524,10,mixto,0.0,0.2,132.5,183.5,549.0,777.6
fe1194092c934e70b824f3014a2f020d,b972e814004e4624a566f308901cca7c,10,mixto,0.0,0.2,81.25,202.5,273.75,305.7
6e12533e73a048efa8bcc0a30f2b7684,347178b052294153af290d6a84589868,10,mixto,0.0,0.0,708.75,807.5,901.5,958.8
c68583c7f0f3400fbc57c639a37ab30c,67339e06f4b44f78994ff4785178807a,10,mixto,0.1,0.2,64.75,99.0,169.5,414.9
b34fe8a89b9a43189ec5be764c3b695c,dd7629fec91f4599b3cf8c0dd0b984ac,10,mixto,0.1,0.8,20.0,33.0,44.75,114.15
0f33ab6447034fe49d1629353a119e47,b15e46acff6b4a7487ad18cdac3a21d0,10,mixto,0.0,0.2,124.25,609.5,1082.25,1247.85
344f2a7e91d741f69c8e638468150260,d602a0071f3f4db8b37a87cffd89bf23,10,mixto,0.0,0.0,305.75,419.5,470.75,523.05
638aea308ffb483198d5c1387e2cc017,ee00832abfba40b38335ce48a12981b5,10,mixto,0.0,0.5,42.25,72.5,153.5,1097.7
2ff516ac74a44ebfa3a522adbde28a0f,86144f0d3b814c1d8c013f7aade6c55d,10,consistente,0.0,0.0,171.25,1025.0,1034.75,1044.3
209ce526160947f0b398566cd4cbfd0d,fe1194092c934e70b824f3014a2f020d,10,consistente,0.0,0.3,47.75,125.5,309.75,315.0
638aea308ffb483198d5c1387e2cc017,08165f6182bc4dfc9dc1d7774508bbc6,10,mixto,0.0,0.2,87.25,200.0,232.75,855.05
2ae2ca1a377048a58815f54a432f8a21,c99d1e702b8d4d969e6ac5007a9d95b8,10,mixto,0.0,0.1,176.0,301.5,356.5,476.15
c82f84bf3f2b451393445a0cb6883665,51e1587ac2364f19bb4a9344841af223,10,mixto,0.0,0.4,46.0,87.5,231.5,547.25
9a76efc4c34e4bd7843206658dc45454,0faae9b6b5084555a1873eff484b4d9c,10,consistente,0.0,0.4,13.25,120.0,472.75,537.75
123,b8386b6963a4492db355f0f70be3a3e2,10,mixto,0.0,0.7,43.0,54.5,63.25,74.25
4a94478dd25f4430a0a023b87e11170d,465d39a118f84dcca1751c69cccc4f3f,10,consistente,0.2,0.7,6.25,23.5,67.75,89.95
21da73257dca4eb5bc4ba33b435c386b,dd7629fec91f4599b3cf8c0dd0b984ac,10,mixto,0.0,0.4,34.75,141.0,334.75,554.7
6a91c10b9e8341afbd387fb72bab3cf7,6a322ad743e3464bae56d2d9b180078a,10,mixto,0.0,0.2,62.5,100.0,150.75,766.25
86144f0d3b814c1d8c013f7aade6c55d,b972e814004e4624a566f308901cca7c,10,mixto,0.0,0.1,111.5,241.0,292.0,337.7
b972e814004e4624a566f308901cca7c,d9e8c113da1340f198d483e6307085c8,10,mixto,0.0,0.4,32.0,114.5,190.0,238.2
5235b9f356954973a226cb6fc12c9d6e,67339e06f4b44f78994ff4785178807a,10,mixto,0.1,0.2,89.25,140.5,252.75,401.75
ae412e532f1a48428bd0c5ad1f02f816,dc821110e3f34bf3984d61955ced2e69,10,mixto,0.0,0.2,83.25,218.0,383.0,637.4
4060f34dc33042fda53efdfd0594b679,006b85a984e94ce88ddb035ec01b2d70,10,mixto,0.0,0.0,122.25,223.0,368.75,425.55
dd7629fec91f4599b3cf8c0dd0b984ac,399e7fc266894562850261cfbc06b992,10,mixto,0.0,0.2,85.5,104.5,274.5,331.75
b972e814004e4624a566f308901cca7c,ae54454684154c25bd33c6e04609652b,10,mixto,0.0,0.2,77.75,165.0,299.75,612.6
495c261c0f484bd08e232f7358452c4d,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,10,mixto,0.1,0.2,78.75,154.0,302.25,833.5
67339e06f4b44f78994ff4785178807a,e1669d0517f14a979d9a93159b4906b0,10,mixto,0.0,0.3,50.5,109.0,130.5,160.7
347178b052294153af290d6a84589868,cd28f604c0b947398b97af66908be0b6,10,mixto,0.0,0.3,52.0,139.5,258.0,282.25
68244c73eb7a429a9c70a3dbf247293f,d602a0071f3f4db8b37a87cffd89bf23,10,mixto,0.0,0.1,67.5,141.0,218.75,276.55
f96bf82e56594a91b22b01e54f9608ed,dd7629fec91f4599b3cf8c0dd0b984ac,10,mixto,0.0,0.3,47.25,119.5,295.25,770.55
1bb1657eb2eb43808f0529810258aa3b,74e60dc3bc26493d81088e4d322b7c39,10,mixto,0.0,0.3,62.0,111.5,216.0,582.1
a647689891b84948871ff7099253a553,048ab3a7acb54da88960434d9783879f,10,consistente,0.0,0.0,259.25,791.0,1323.0,1324.0
7249a9adb1c343aba8db068dbe0c3795,4a94478dd25f4430a0a023b87e11170d,10,mixto,0.0,0.2,91.75,108.5,219.75,356.95
67339e06f4b44f78994ff4785178807a,fe1194092c934e70b824f3014a2f020d,10,mixto,0.0,0.5,43.0,60.5,92.75,303.5
8c1942e0cdce4f71b53f62474322f0b7,f883bd6d70b043a09837e8b888fe3f65,10,mixto,0.1,0.2,129.75,197.5,387.5,511.25
6a322ad743e3464bae56d2d9b180078a,0de46482bc4d409c86f652534e4b47eb,9,mixto,0.0,0.3333,19.0,334.0,390.0,941.6
191686e57a3e4b8994f63b7b4e90014c,a3d2f5bccc104cf6bdd3817c86236b0e,9,consistente,0.3333,0.3333,2.0,93.0,216.0,217.6
209ce526160947f0b398566cd4cbfd0d,38b3f29fe39b4e87b5f7982165de8cf1,9,mixto,0.0,0.0,521.0,677.0,930.0,1087.4
0de46482bc4d409c86f652534e4b47eb,94d27864f86d422faa68efccb908cc34,9,mixto,0.0,0.3333,41.0,92.0,216.0,702.4
67339e06f4b44f78994ff4785178807a,fdd7e5cf453e42d7b8cb2334d3a7bff9,9,mixto,0.0,0.3333,41.0,162.0,310.0,492.0
894c246eb00a482da371617f75149e30,b972e814004e4624a566f308901cca7c,9,mixto,0.0,0.1111,133.0,294.0,363.0,446.8
a4db025d032f42578306d5461abdda40,d602a0071f3f4db8b37a87cffd89bf23,9,mixto,0.0,0.1111,425.0,442.0,500.0,570.0
006b85a984e94ce88ddb035ec01b2d70,2549b51828ce40af920a932dd2102217,9,mixto,0.1111,0.1111,178.0,219.0,268.0,409.0
2e0f9d54f6534336a19fffacd7b6af40,6a322ad743e3464bae56d2d9b180078a,9,mixto,0.0,0.7778,13.0,15.0,34.0,237.8
91f3f86897ff4ae39e50cbd7035fa8af,b1b009877e0c4e0790fd92559d853d69,9,mixto,0.0,0.2222,82.0,109.0,228.0,1027.0
638aea308ffb483198d5c1387e2cc017,e8dde9d26979498786c6ba5a82f70ad3,9,mixto,0.1111,0.7778,8.0,33.0,40.0,411.6
fd595f24910c4126b7398b3e081af528,67339e06f4b44f78994ff4785178807a,9,mixto,0.0,0.2222,85.0,198.0,274.0,702.8
e8dde9d26979498786c6ba5a82f70ad3,d74a389b77734996ba37fa61a0d08341,9,mixto,0.0,0.2222,137.0,165.0,198.0,1009.2
c7898e94d376496db2a6d220f486db47,006b85a984e94ce88ddb035ec01b2d70,9,mixto,0.0,0.4444,42.0,70.0,230.0,333.0
ffaec74bfd414f8394bab077a989e27f,66a493258641428ea9797fbe33fc8b27,9,mixto,0.1111,1.0,6.0,23.0,23.0,43.4
79bvfghg9a0a8tm25d16sddg7d61d4710,32f2a35e790544ec9e040345f8a364f3,9,mixto,0.2222,0.8889,8.0,11.0,41.0,638.2
8c1942e0cdce4f71b53f62474322f0b7,6a322ad743e3464bae56d2d9b180078a,9,mixto,0.0,0.1111,144.0,271.0,414.0,721.8
