servicio_origen,servicio_destino,soporte_direccion_dominante,clasificacion_orden,frac_lag_menor_5min,frac_lag_mismo_dia_menor_60min,lag_min_p25,lag_min_mediana,lag_min_p75,lag_min_p95
67eb30db49f240b08ab2b3f422f92cdf,8af63e063a2a42098caed55eeb24acf0,4,mixto,0.0,0.25,136.0,193.5,215.25,227.85
b1b009877e0c4e0790fd92559d853d69,dc821110e3f34bf3984d61955ced2e69,4,mixto,0.0,0.0,260.0,354.5,431.5,432.7
fb944d98fea445bda57de000993d3e25,91f3f86897ff4ae39e50cbd7035fa8af,4,mixto,0.0,0.5,25.0,102.0,179.0,181.4
dd7629fec91f4599b3cf8c0dd0b984ac,ad571b40258e4862b37b31fbbe2d8ab5,4,mixto,0.25,0.25,60.0,338.5,636.5,728.9
0de46482bc4d409c86f652534e4b47eb,347178b052294153af290d6a84589868,4,mixto,0.0,0.5,20.25,207.0,392.5,393.7
0f33ab6447034fe49d1629353a119e47,cd40ad229df147389504190c71de61f5,4,mixto,0.0,0.5,51.25,120.5,199.5,231.9
478deb22cecd489eb3ed2dcc954a975b,94d27864f86d422faa68efccb908cc34,4,mixto,0.0,0.0,202.0,280.0,507.75,970.35
b972e814004e4624a566f308901cca7c,5aa6e3bc0b7f4c63b247ac04ca400129,4,mixto,0.0,0.0,207.75,261.0,299.0,301.4
3d6941a46f8b4441973872f1f209bdec,e8dde9d26979498786c6ba5a82f70ad3,4,mixto,0.25,0.5,9.0,35.5,60.0,60.0
2549b51828ce40af920a932dd2102217,ef7f52e241e04cc69c0fad85a88599bc,4,mixto,0.0,1.0,23.0,33.5,44.0,44.0
5235b9f356954973a226cb6fc12c9d6e,38b3f29fe39b4e87b5f7982165de8cf1,4,mixto,0.0,0.0,62.25,243.0,423.75,425.55
1ad6835586034de0b29f4a402b182c6c,6d52b87b5a964c61ad7e28afd9499f18,4,mixto,0.0,0.0,599.0,636.5,674.0,674.0
5ad019e5f0e445e8b37fc4ed60a3447c,2549b51828ce40af920a932dd2102217,4,mixto,0.0,0.5,23.0,47.0,92.25,157.65
ed07316d9d6344a9ab11e8a41fdc413a,006b85a984e94ce88ddb035ec01b2d70,4,mixto,0.0,0.0,595.0,606.5,607.25,607.85
2549b51828ce40af920a932dd2102217,585115d181ea4a77bf361f06a32100ea,4,mixto,0.0,0.5,20.25,177.0,379.75,499.15
b2b6ee18cee746a8a706aad74e14adce,720865f1a985416ca1076be43c145b34,4,mixto,0.0,0.25,223.0,505.0,790.75,943.75
94d27864f86d422faa68efccb908cc34,bca102f277434b31b59e4894d9eb5ef8,4,mixto,0.0,0.0,223.0,297.0,343.25,348.65
585115d181ea4a77bf361f06a32100ea,0f33ab6447034fe49d1629353a119e47,4,mixto,0.0,0.0,100.0,133.0,166.0,168.4
209ce526160947f0b398566cd4cbfd0d,68244c73eb7a429a9c70a3dbf247293f,4,mixto,0.0,0.75,26.75,33.5,46.5,76.5
638aea308ffb483198d5c1387e2cc017,4a94478dd25f4430a0a023b87e11170d,4,mixto,0.0,0.25,59.75,60.5,61.75,63.55
279bdc4889564edba8ec3d808a74db1a,02f0f8beb94542deac503efd6a774262,4,mixto,0.0,0.25,91.25,117.0,142.75,168.55
9a76efc4c34e4bd7843206658dc45454,a647689891b84948871ff7099253a553,4,mixto,0.25,0.25,46.75,178.0,479.75,923.15
c13d78fe65b94d05ad83b59494767b9f,91f3f86897ff4ae39e50cbd7035fa8af,4,mixto,0.0,0.0,185.0,253.5,327.5,357.5
d602a0071f3f4db8b37a87cffd89bf23,3d6941a46f8b4441973872f1f209bdec,4,mixto,0.0,0.0,163.75,436.0,743.0,891.8
0b145fb41bc84dc58a5beb5b4ef11b17,9a76efc4c34e4bd7843206658dc45454,4,mixto,0.0,0.25,162.75,205.0,212.25,224.85
209ce526160947f0b398566cd4cbfd0d,9f3c39663dac4e6791811016adc217da,4,mixto,0.0,0.0,213.0,353.5,607.5,939.9
67339e06f4b44f78994ff4785178807a,ae5b803c779a4b38b70f9e4b6d33dc26,4,mixto,0.0,0.0,247.25,311.5,462.75,805.35
3d639e0a581e4afbbc3976eed669f5c6,ee00832abfba40b38335ce48a12981b5,4,mixto,0.0,0.75,24.75,30.5,159.75,459.15
7d0c4697a4f849e38021ccb192e0b4a7,b972e814004e4624a566f308901cca7c,4,mixto,0.0,0.0,230.25,248.5,270.25,304.45
3346db58cd2d474fbcf63e827462b85d,fb944d98fea445bda57de000993d3e25,4,mixto,0.0,0.0,355.0,415.0,415.25,415.85
dd7629fec91f4599b3cf8c0dd0b984ac,fb74231009884254b2d13b0fd9056247,4,mixto,0.0,0.5,26.0,113.5,300.25,543.25
2ff516ac74a44ebfa3a522adbde28a0f,ae412e532f1a48428bd0c5ad1f02f816,4,mixto,0.0,0.0,87.0,189.0,291.0,293.4
38b3f29fe39b4e87b5f7982165de8cf1,88d08ee1a5384a7fbe4bfddb8928ce82,4,mixto,0.0,0.0,692.75,731.5,844.75,1026.55
638aea308ffb483198d5c1387e2cc017,c13d78fe65b94d05ad83b59494767b9f,4,mixto,0.0,0.0,189.25,277.5,344.5,379.3
6daae6995cb245348bb2b5432ccc9948,dd7629fec91f4599b3cf8c0dd0b984ac,4,mixto,0.0,0.0,309.25,436.5,710.75,1206.95
347178b052294153af290d6a84589868,38b3f29fe39b4e87b5f7982165de8cf1,4,mixto,0.0,0.0,167.25,255.0,431.25,695.85
2549b51828ce40af920a932dd2102217,40dd6d22197543669fba285cd158079f,4,mixto,0.0,0.25,94.25,215.0,331.75,355.15
8af63e063a2a42098caed55eeb24acf0,d0b1e3a4c2434e65be47566dcc3e2ee0,4,mixto,0.0,0.0,88.5,252.0,408.25,408.85
edd67e7adef0443982c72ffc4d55ca4a,01b56ab5b9be43e19fa06300994787ec,4,mixto,0.0,0.0,247.0,331.0,425.5,469.9
0a0b41b45e2143ad8d97436f8561b1ca,f72815499f1b4b018cd1792d91e81249,4,mixto,0.0,0.0,246.25,309.5,328.75,354.55
123,9fd20d626db942aeb4d84f9c475d3bea,4,mixto,0.0,0.25,72.75,179.5,269.0,269.0
94d27864f86d422faa68efccb908cc34,b1b009877e0c4e0790fd92559d853d69,4,mixto,0.0,0.25,59.0,175.5,383.5,627.1
d6d4327ae40445518a3c8a6e62137cd6,c52ceac3693c4644bb20f07dd8aa7103,4,mixto,0.25,0.75,7.5,29.0,275.5,819.1
b34fe8a89b9a43189ec5be764c3b695c,9ae54d261e454c93ae1c2cdec0fd03e6,4,mixto,0.0,1.0,27.25,33.0,39.75,48.75
3af2d18b09e6443fa289e956fc10669f,3346db58cd2d474fbcf63e827462b85d,4,mixto,0.0,0.0,82.75,84.0,85.25,85.85
b1b009877e0c4e0790fd92559d853d69,9c9359fefd164d388f8a5edc2bac301e,4,mixto,0.0,0.25,176.5,230.0,232.75,239.35
cc892c05f6d94315be2b7539e45b9170,f883bd6d70b043a09837e8b888fe3f65,4,mixto,0.0,0.0,318.25,389.5,397.75,411.55
d602a0071f3f4db8b37a87cffd89bf23,0062dc8c31ca4560b766f7063181eaab,4,mixto,0.0,0.0,250.0,289.0,340.25,417.65
44568175e9ff4fdcb98cd4e9d368ce11,4a94478dd25f4430a0a023b87e11170d,4,mixto,0.0,0.5,57.5,59.5,61.5,62.7
347178b052294153af290d6a84589868,4461c788433345b8a4a296b35aa9499d,4,mixto,0.0,0.0,871.75,1069.5,1131.25,1131.85
5492b6e4db6948aca469c21d05b18721,f883bd6d70b043a09837e8b888fe3f65,4,mixto,0.0,0.0,110.25,231.0,342.5,343.7
ffaec74bfd414f8394bab077a989e27f,1bb1657eb2eb43808f0529810258aa3b,4,mixto,0.0,0.25,239.0,761.0,1223.0,1223.0
86144f0d3b814c1d8c013f7aade6c55d,fdd7e5cf453e42d7b8cb2334d3a7bff9,4,mixto,0.0,0.0,548.0,637.0,637.0,637.0
b7c988fa6132435480b57f66696827fd,048ab3a7acb54da88960434d9783879f,4,mixto,0.0,0.75,19.5,20.5,262.25,841.25
67339e06f4b44f78994ff4785178807a,f44bedcfbdb64a818e717b872a002abd,4,mixto,0.0,0.0,301.5,436.0,570.5,583.7
9ae54d261e454c93ae1c2cdec0fd03e6,ee00832abfba40b38335ce48a12981b5,4,mixto,0.0,0.5,15.0,58.5,290.25,746.85
a7925c7ee6674a30ae9f3f4045785095,cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,4,mixto,0.0,0.0,338.75,363.5,388.25,388.85
2629fabfb8e7428bb34e3d4f43ffdc9b,d602a0071f3f4db8b37a87cffd89bf23,4,mixto,0.0,0.25,101.0,151.0,204.25,272.05
79bvfghg9a0a8tm25d16sddg7d61d4710,fb3957569a8d49528c3571bcb4703f55,4,mixto,0.0,0.0,258.75,626.0,1054.5,1319.7
f2eaffaf45b84b9c8e39cc303a97e9d7,ffaec74bfd414f8394bab077a989e27f,4,mixto,0.5,1.0,3.5,8.0,13.25,16.25
6a91c10b9e8341afbd387fb72bab3cf7,79bvfghg9a0a8tm25d16sddg7d61d4710,4,mixto,0.75,1.0,1.0,1.5,3.0,5.4
67eb30db49f240b08ab2b3f422f92cdf,68b13a1228424526b43e2f78716efd3b,4,mixto,0.0,0.25,241.5,313.0,320.25,320.85
b1b009877e0c4e0790fd92559d853d69,6e12533e73a048efa8bcc0a30f2b7684,4,mixto,0.0,0.5,40.25,87.0,133.25,155.45
64b50202d6b74bfcb78c7342823e0f4f,ae4caa1cb2154cac89440f3fe18251cb,4,mixto,0.0,0.25,283.0,375.5,583.0,1079.8
ae5b803c779a4b38b70f9e4b6d33dc26,123,4,mixto,0.0,1.0,11.75,13.5,18.5,29.3
c52ceac3693c4644bb20f07dd8aa7103,6d52b87b5a964c61ad7e28afd9499f18,4,mixto,0.0,0.25,199.25,343.0,460.5,514.5
dd7629fec91f4599b3cf8c0dd0b984ac,2a4a00c47ac6468395984ee10ebc8dc3,4,mixto,0.0,0.25,90.0,113.5,131.0,150.2
9a76efc4c34e4bd7843206658dc45454,ae412e532f1a48428bd0c5ad1f02f816,4,mixto,0.0,0.5,12.0,41.0,73.75,87.55
b15e46acff6b4a7487ad18cdac3a21d0,dd7629fec91f4599b3cf8c0dd0b984ac,4,mixto,0.0,0.25,217.5,314.5,457.75,723.55
4830b97416a14d1485ccb85c9f9baa4e,638aea308ffb483198d5c1387e2cc017,4,mixto,0.0,0.25,62.25,485.5,899.0,915.8
2ae2ca1a377048a58815f54a432f8a21,6e12533e73a048efa8bcc0a30f2b7684,4,mixto,0.0,0.75,10.5,11.5,188.75,612.95
6f7b8ef5a7204c4b92d0ca778317d790,94d27864f86d422faa68efccb908cc34,4,mixto,0.0,0.25,116.25,195.5,265.75,310.75
18bec3e707784a978d9d89f2967f87de,67eb30db49f240b08ab2b3f422f92cdf,4,mixto,0.0,0.75,33.25,41.0,70.0,137.2
123,cc892c05f6d94315be2b7539e45b9170,4,mixto,0.5,0.5,2.25,456.0,915.0,929.4
67339e06f4b44f78994ff4785178807a,b785d3ec935248ff8a8fd358f7765463,4,mixto,0.0,0.25,448.5,596.0,669.75,846.75
5235b9f356954973a226cb6fc12c9d6e,ae54454684154c25bd33c6e04609652b,4,mixto,0.0,0.25,127.0,161.5,313.25,676.25
b1b009877e0c4e0790fd92559d853d69,894c246eb00a482da371617f75149e30,4,mixto,0.0,0.25,71.0,90.0,127.25,216.65
67eb30db49f240b08ab2b3f422f92cdf,8c2eff865c5f40dbae0d6ccbc47e1d9c,4,mixto,0.25,0.5,4.5,150.5,305.25,327.45
a53d759fed7840a1b00e8d903669e8a1,c82f84bf3f2b451393445a0cb6883665,4,mixto,0.75,0.75,2.75,3.5,320.75,1080.95
347178b052294153af290d6a84589868,9f88dc88029e42d3a5b082ab396be6d3,4,mixto,0.0,0.25,78.0,91.5,199.0,443.8
a7709b21161d459298dc5dc58e77310b,6d52b87b5a964c61ad7e28afd9499f18,4,mixto,0.0,0.25,113.0,142.0,249.75,508.35
a647689891b84948871ff7099253a553,347178b052294153af290d6a84589868,4,mixto,0.25,0.5,16.25,304.5,648.0,792.0
9a76efc4c34e4bd7843206658dc45454,478deb22cecd489eb3ed2dcc954a975b,4,mixto,0.0,0.25,132.25,237.5,404.0,641.6
162c7417de9b4554bcc6be93e006b7a1,2e0f9d54f6534336a19fffacd7b6af40,4,mixto,0.25,0.75,9.75,18.0,33.75,57.15
6a322ad743e3464bae56d2d9b180078a,6f7b8ef5a7204c4b92d0ca778317d790,4,mixto,0.25,0.25,87.75,211.0,322.25,363.65
d9d5abd8143543189c1befef73999834,7d0c4697a4f849e38021ccb192e0b4a7,4,mixto,0.0,0.0,644.75,842.5,975.75,1051.95
6e12533e73a048efa8bcc0a30f2b7684,be4240b37c354311af26b2846acba9c7,4,mixto,0.0,0.0,602.0,869.5,999.25,1064.65
ae4caa1cb2154cac89440f3fe18251cb,51e1587ac2364f19bb4a9344841af223,4,mixto,0.0,0.75,30.25,39.0,140.0,375.2
d602a0071f3f4db8b37a87cffd89bf23,3752375735a74ae09881a820a0b7d394,4,mixto,0.0,0.0,106.0,129.5,169.75,229.15
67339e06f4b44f78994ff4785178807a,52449c34bb1e47fe81802bf322dae8ee,4,mixto,0.0,0.0,94.5,101.0,136.75,208.15
2e0f9d54f6534336a19fffacd7b6af40,0f33ab6447034fe49d1629353a119e47,4,mixto,0.0,1.0,8.5,12.5,22.5,38.1
b4206ac5e3224dfd900588a8f7caf95e,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,4,mixto,0.0,0.0,133.25,253.0,552.75,1000.95
c7d9f088b4be4e38924fcfa78a6b5496,6a322ad743e3464bae56d2d9b180078a,4,mixto,0.25,0.25,102.0,171.0,219.0,247.8
9a76efc4c34e4bd7843206658dc45454,6bcf44d8a73c473cb78f0cb92508a232,4,mixto,0.5,1.0,2.5,5.0,9.75,16.35
41da80f6154c4d918166fc43862f5d78,01b56ab5b9be43e19fa06300994787ec,4,mixto,0.0,0.25,60.75,97.5,142.75,197.35
9a76efc4c34e4bd7843206658dc45454,781903276b2548499891c4c91c5d278b,4,mixto,0.25,0.75,7.5,9.5,24.75,60.15
0a750e36725e495ba32bd43a5f170724,123,4,mixto,0.0,0.75,7.75,9.0,69.25,211.45
ee1016d1de3347b79368186e86dfc2c2,2549b51828ce40af920a932dd2102217,4,mixto,0.25,0.5,22.75,67.0,178.0,353.2
08165f6182bc4dfc9dc1d7774508bbc6,cd40ad229df147389504190c71de61f5,4,mixto,0.0,0.0,202.0,202.5,203.0,203.0
f6aa209f0860477380c878df96de1c84,c82f84bf3f2b451393445a0cb6883665,4,mixto,0.25,0.25,51.25,128.0,265.75,449.95
40dd6d22197543669fba285cd158079f,5f686fded1294c02a7a5c3298f2eec5b,4,mixto,0.0,0.75,18.0,35.0,112.0,263.2
ab2dd6e0890c4b5483973add6fa1b91b,ae4caa1cb2154cac89440f3fe18251cb,4,mixto,0.0,1.0,11.0,12.5,14.75,18.95
3d639e0a581e4afbbc3976eed669f5c6,f883bd6d70b043a09837e8b888fe3f65,4,mixto,0.25,0.5,30.25,83.5,220.5,442.5
64d9be8046574fbfbc1fb14c9912afea,9ae54d261e454c93ae1c2cdec0fd03e6,4,mixto,0.0,0.25,80.0,91.0,153.5,296.3
b972e814004e4624a566f308901cca7c,cc892c05f6d94315be2b7539e45b9170,4,mixto,0.0,0.0,79.25,108.5,137.75,144.35
a4db025d032f42578306d5461abdda40,ae4caa1cb2154cac89440f3fe18251cb,4,mixto,0.0,0.5,16.75,258.0,499.75,501.55
bf676d9b342d438d8bd0b02c718133af,558b533275bd41bca3094acb6a85113a,4,mixto,0.0,0.25,56.5,85.5,109.0,128.2
fba5ab8c38d3426492c31c99ad569bdb,91f3f86897ff4ae39e50cbd7035fa8af,4,mixto,0.0,0.0,297.0,437.5,561.25,561.85
dcd0b6134a8846c1ac7171f8530945ab,f31ed616d84449edb5fdd8cd332552b2,4,mixto,0.25,1.0,13.0,36.5,57.0,57.0
67eb30db49f240b08ab2b3f422f92cdf,e423b8339a57485d8b524937d93e4f44,4,mixto,0.0,0.0,131.75,149.5,172.75,186.55
67339e06f4b44f78994ff4785178807a,500e21ae250c48c8b42452929d53ef90,4,mixto,0.0,0.5,38.25,81.0,122.75,126.95
ae4caa1cb2154cac89440f3fe18251cb,5ad019e5f0e445e8b37fc4ed60a3447c,4,mixto,0.0,0.25,88.0,240.5,544.25,940.85
2549b51828ce40af920a932dd2102217,b992e6a27eb249658efce6ca0cc286dc,4,mixto,0.0,0.0,434.5,623.5,730.75,785.35
f883bd6d70b043a09837e8b888fe3f65,01b56ab5b9be43e19fa06300994787ec,4,mixto,0.0,0.0,867.5,900.5,973.0,1085.8
12fbf29cc3ab474a8d3a1b2357dbb20b,83b5865df3ba4e0a9855e3af5a41f9aa,4,mixto,0.25,1.0,4.75,8.0,11.0,11.0
067325b206034a09a16597b6c55d26a8,c82f84bf3f2b451393445a0cb6883665,4,mixto,0.0,0.0,166.0,277.0,524.0,855.2
c82f84bf3f2b451393445a0cb6883665,74ed652f9a9242c590651fe4cff0d492,4,mixto,0.0,0.5,18.75,181.5,347.5,365.5
239b1152a21a4cebb35b2a9dc02b10a9,dd7629fec91f4599b3cf8c0dd0b984ac,4,mixto,0.0,0.0,148.25,194.5,240.75,252.15
123,b15e46acff6b4a7487ad18cdac3a21d0,4,mixto,0.25,1.0,16.0,21.5,23.25,23.85
de90d8af20f547aaa9b3300c76251188,ffaec74bfd414f8394bab077a989e27f,4,mixto,0.0,0.5,23.25,516.5,1072.0,1223.2
6a322ad743e3464bae56d2d9b180078a,e10304f95c2b40738695563eb9b8662c,4,mixto,0.0,1.0,9.75,18.5,28.5,32.1
ae4caa1cb2154cac89440f3fe18251cb,b8386b6963a4492db355f0f70be3a3e2,4,mixto,0.0,0.5,48.0,306.5,564.25,567.25
14cc5dc0682d44fe99d2d91e1eaafac7,dd7629fec91f4599b3cf8c0dd0b984ac,4,mixto,0.0,0.75,8.25,11.0,57.25,163.45
56e402379e664e8e960b328f5ad9c21f,2549b51828ce40af920a932dd2102217,4,mixto,0.0,0.75,5.75,19.0,87.75,221.55
7fe316acf65941599252e923db155612,f31ed616d84449edb5fdd8cd332552b2,4,mixto,0.0,0.5,27.25,229.5,425.0,425.0
c7d9f088b4be4e38924fcfa78a6b5496,239b1152a21a4cebb35b2a9dc02b10a9,4,mixto,0.5,0.5,3.0,89.0,175.0,175.0
4a94478dd25f4430a0a023b87e11170d,51e1587ac2364f19bb4a9344841af223,4,mixto,0.0,0.0,581.0,731.0,793.5,794.7
cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,6a91c10b9e8341afbd387fb72bab3cf7,4,mixto,0.0,0.25,779.75,1038.0,1079.25,1178.25
8c1942e0cdce4f71b53f62474322f0b7,ffaec74bfd414f8394bab077a989e27f,4,mixto,0.0,0.25,208.25,564.0,859.0,859.0
3e2a4d42827d43d0b90248199e58e98e,2549b51828ce40af920a932dd2102217,4,mixto,0.25,0.75,6.25,8.5,29.0,74.6
1eec93924a1046efbad70c851782ab8a,478deb22cecd489eb3ed2dcc954a975b,4,mixto,0.0,0.0,395.0,642.5,881.5,882.7
209ce526160947f0b398566cd4cbfd0d,e7c03dd9e5044ca7a0945b6bbe4be826,4,mixto,0.0,0.75,7.0,24.0,314.25,970.05
cc892c05f6d94315be2b7539e45b9170,88d08ee1a5384a7fbe4bfddb8928ce82,4,mixto,0.0,0.0,166.75,209.0,294.0,435.6
344f2a7e91d741f69c8e638468150260,a0184360dccb433cb80deb1830c74ae6,4,mixto,0.0,0.0,283.5,316.0,348.5,349.7
e9c87bd5f69f4f86afe073f6e04f7d5b,b972e814004e4624a566f308901cca7c,4,mixto,0.0,0.0,144.5,182.5,251.0,378.2
6d52b87b5a964c61ad7e28afd9499f18,edd67e7adef0443982c72ffc4d55ca4a,4,mixto,0.0,0.0,207.0,406.0,579.0,579.0
347178b052294153af290d6a84589868,dfd423dde87b47d382b736a15a36ac68,4,mixto,0.0,0.25,51.25,138.0,330.5,610.1
818d938a32ad4dc19cfd13f6575ddc5a,d602a0071f3f4db8b37a87cffd89bf23,4,mixto,0.0,0.0,329.5,369.0,493.25,755.45
888fb026b62d4a75920fe44a0af43ad4,94d27864f86d422faa68efccb908cc34,4,mixto,0.0,0.0,386.5,448.0,509.5,522.7
fdd7e5cf453e42d7b8cb2334d3a7bff9,6a322ad743e3464bae56d2d9b180078a,4,mixto,0.0,0.0,745.75,833.5,887.75,1007.15
7249a9adb1c343aba8db068dbe0c3795,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,4,mixto,0.0,0.0,113.25,142.0,261.0,489.0
32f2a35e790544ec9e040345f8a364f3,b8386b6963a4492db355f0f70be3a3e2,4,mixto,0.0,0.25,65.25,83.5,104.25,150.45
7d07ecb8e72f4eb1b69ceea29e91be14,67eb30db49f240b08ab2b3f422f92cdf,4,mixto,0.75,1.0,1.75,2.0,7.5,20.7
2549b51828ce40af920a932dd2102217,0faae9b6b5084555a1873eff484b4d9c,4,mixto,0.0,0.0,113.75,120.0,126.5,127.7
fdd7e5cf453e42d7b8cb2334d3a7bff9,3af2d18b09e6443fa289e956fc10669f,4,mixto,0.0,0.25,59.5,97.0,134.5,135.7
d602a0071f3f4db8b37a87cffd89bf23,6d252a9b7f244a0180f6c2a1ff39d2fe,4,mixto,0.0,0.5,41.25,107.5,173.75,180.35
01b56ab5b9be43e19fa06300994787ec,e5b8388e1275417395d526c566b0e1e8,4,mixto,0.0,0.0,332.75,334.0,335.25,335.85
006b85a984e94ce88ddb035ec01b2d70,3346db58cd2d474fbcf63e827462b85d,4,mixto,0.0,0.5,27.5,96.5,162.5,163.7
9c9359fefd164d388f8a5edc2bac301e,e1669d0517f14a979d9a93159b4906b0,4,mixto,0.0,0.25,91.5,104.5,118.5,148.5
02f0f8beb94542deac503efd6a774262,c82f84bf3f2b451393445a0cb6883665,4,mixto,0.0,0.0,695.0,912.5,977.25,1033.05
c39e8d94c06848008c0f7db6d3708af9,dcd0b6134a8846c1ac7171f8530945ab,4,mixto,0.5,1.0,3.75,9.5,15.5,16.7
e7c03dd9e5044ca7a0945b6bbe4be826,ffaec74bfd414f8394bab077a989e27f,4,mixto,0.0,0.75,14.75,30.0,291.75,883.95
4060f34dc33042fda53efdfd0594b679,6d52b87b5a964c61ad7e28afd9499f18,4,mixto,0.0,0.0,121.0,206.0,300.5,335.3
4bb573e349504824b5b5a050a83e094d,4060f34dc33042fda53efdfd0594b679,4,mixto,0.0,1.0,9.25,19.0,30.0,34.8
ea62071feb644e4e81394dfa5c500ff3,123,4,mixto,0.0,0.0,211.0,232.5,396.25,788.05
abd6ab0229c643338812eb3a1707c053,67339e06f4b44f78994ff4785178807a,4,mixto,0.0,0.5,28.5,232.5,432.25,432.85
a7709b21161d459298dc5dc58e77310b,2ae2ca1a377048a58815f54a432f8a21,4,mixto,0.0,0.5,42.0,57.0,64.25,72.05
1510fbeac5394ee69a53cf64a7a093db,d602a0071f3f4db8b37a87cffd89bf23,4,mixto,0.25,0.5,6.25,40.5,116.5,218.5
94d27864f86d422faa68efccb908cc34,fd595f24910c4126b7398b3e081af528,4,mixto,0.0,0.75,40.5,49.5,57.5,63.5
dd7629fec91f4599b3cf8c0dd0b984ac,c63d7e67e1f8454386089193582563ea,4,mixto,0.0,0.0,538.25,542.0,545.5,553.9
fb3957569a8d49528c3571bcb4703f55,c5b83bbfa22c4c31a5743485b4c6e524,4,mixto,0.0,0.0,151.5,194.0,428.25,949.65
94d27864f86d422faa68efccb908cc34,b4206ac5e3224dfd900588a8f7caf95e,4,mixto,0.25,1.0,34.75,46.0,47.25,47.85
79bvfghg9a0a8tm25d16sddg7d61d4710,7f2c2c35a2de4624ad938147f73f271a,4,mixto,0.0,0.5,35.75,516.0,1003.25,1030.25
cc892c05f6d94315be2b7539e45b9170,91f3f86897ff4ae39e50cbd7035fa8af,4,mixto,0.0,0.0,87.25,205.0,403.5,599.1
fcba6a53824845da9d6330719f43a430,9c38d644320148d7a94a9a54f16e3431,4,mixto,0.0,0.25,182.5,275.5,466.0,821.2
1eab1f316fa94a29bceec6dc6d84f0bd,2a1ad7012aa3426ab2592dd06689329b,4,mixto,0.25,0.75,14.5,20.0,42.75,94.95
f883bd6d70b043a09837e8b888fe3f65,b1b009877e0c4e0790fd92559d853d69,4,mixto,0.0,0.0,137.0,174.5,211.5,239.1
4a94478dd25f4430a0a023b87e11170d,ded6aff9dd654f30a10ed9602e2c6004,4,mixto,0.0,0.0,568.75,569.5,570.0,570.0
4ef0ced873174ee9afc306e414132c72,347178b052294153af290d6a84589868,4,mixto,0.5,1.0,4.0,6.0,18.0,42.0
fd595f24910c4126b7398b3e081af528,6daae6995cb245348bb2b5432ccc9948,4,mixto,0.25,0.25,358.25,492.0,508.0,510.4
0faae9b6b5084555a1873eff484b4d9c,4a94478dd25f4430a0a023b87e11170d,4,mixto,0.25,0.75,4.75,6.0,87.25,279.85
dc821110e3f34bf3984d61955ced2e69,1510fbeac5394ee69a53cf64a7a093db,4,mixto,0.0,0.25,61.0,115.5,174.5,223.7
be89c84ae27c40c3a5ee2840d95e5d5d,3346db58cd2d474fbcf63e827462b85d,4,mixto,0.0,0.0,127.75,149.0,155.5,156.7
31050e1a1dcb4c9899ba77be32449e54,209ce526160947f0b398566cd4cbfd0d,4,mixto,0.0,0.0,78.0,128.0,279.75,528.75
d602a0071f3f4db8b37a87cffd89bf23,ded6aff9dd654f30a10ed9602e2c6004,4,mixto,0.0,0.0,68.0,102.0,151.0,189.4
006b85a984e94ce88ddb035ec01b2d70,942d80695ebe4218af105e03e6622f49,4,mixto,0.0,0.0,171.5,253.5,316.0,316.0
88d08ee1a5384a7fbe4bfddb8928ce82,1e801411cdbd40aa92ad0dfc09000f69,4,mixto,0.0,0.0,80.75,158.0,274.25,375.65
e9d3577612dd49c3b62b654e33dccefb,ee00832abfba40b38335ce48a12981b5,4,mixto,0.0,0.5,33.75,339.0,642.25,642.85
52449c34bb1e47fe81802bf322dae8ee,dd7629fec91f4599b3cf8c0dd0b984ac,4,mixto,0.0,0.5,44.5,81.0,304.0,755.2
3e2a4d42827d43d0b90248199e58e98e,209ce526160947f0b398566cd4cbfd0d,4,mixto,0.0,0.0,198.5,203.5,262.0,401.2
79bvfghg9a0a8tm25d16sddg7d61d4710,86144f0d3b814c1d8c013f7aade6c55d,4,mixto,0.0,0.0,174.0,237.0,297.0,318.6
67339e06f4b44f78994ff4785178807a,7f2c2c35a2de4624ad938147f73f271a,4,mixto,0.0,0.5,42.5,69.5,116.25,184.05
4a94478dd25f4430a0a023b87e11170d,eb6b584fde4141aea5dafddee3e7ad4e,4,mixto,0.0,0.0,167.75,180.0,182.0,182.0
4a94478dd25f4430a0a023b87e11170d,0b145fb41bc84dc58a5beb5b4ef11b17,4,mixto,0.0,0.0,366.75,399.0,400.25,400.85
c82f84bf3f2b451393445a0cb6883665,30cee14d90f44924bfc69147c5f8b08f,4,mixto,0.0,0.75,35.75,42.0,65.5,121.9
67eb30db49f240b08ab2b3f422f92cdf,e1a6055d78bf444e905bb069bae9b363,4,mixto,0.0,0.0,186.25,343.5,500.75,514.55
6d52b87b5a964c61ad7e28afd9499f18,e1669d0517f14a979d9a93159b4906b0,4,mixto,0.0,0.25,93.0,151.5,210.0,260.4
e9d3577612dd49c3b62b654e33dccefb,2ff516ac74a44ebfa3a522adbde28a0f,4,mixto,0.5,1.0,2.0,7.5,18.5,31.7
cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,638aea308ffb483198d5c1387e2cc017,4,mixto,0.0,0.25,134.5,222.5,270.0,270.0
d6aaaa2099844868bb6a77f7e9567c91,67eb30db49f240b08ab2b3f422f92cdf,4,mixto,0.0,0.75,37.5,44.0,52.0,66.4
