Código institución;Nombre institución;Código del registro;Nombre del registro;Tipo de registro;Estado registro;Descripción del registro;Área responsable;Cargo del o la responsable;Tipo de inicio;Acto de inicio;Acto de término;Producto institucional relacionado;Número Ley;URL de la Ley en LeyChile (Biblioteca del Congreso Nacional de Chile);Pago asociado;Tipo de usuario(a);Segmento de usuarios(as);Disponibilidad para su realización;Programa Social relacionado;Nivel de digitalización;Ingreso de solicitud;Canal digital - Canales transaccionales;Canal presencial - Canales transaccionales;Canal telefónico - Canales transaccionales;Módulos de autoatención - Canales transaccionales;Tipo de expediente;Acceso al expediente electrónico por parte de los(as) interesados(as);URL del inicio;Ficha ChileAtiende relacionada;URL de ficha ChileAtiende;Número de plataformas electrónicas que intervienen en el soporte electrónico;Alcance de las plataformas electrónicas que soportan el registro;Utiliza SIMPLE con modalidad Saas como plataforma para la digitalización;Utiliza SIMPLE con modalidad On premise como plataforma para la digitalización;Utiliza Plataformas desarrolladas por la institución (equipo propio) como plataforma para la digitalización;Utiliza Plataformas desarrolladas por la institución (provisto externamente) como plataforma para la digitalización;Utiliza  Plataformas transversales provistas por el Estado como plataforma para la digitalización;No utiliza mecanismo de autenticación - Autenticación;Utiliza ClaveÚnica - Autenticación;Utiliza Clave Tributaria - Autenticación;Utiliza un mecanismo de autenticación propio - Autenticación;Mecanismo de autenticación digital para funcionarios;Firma electrónica Avanzada;Notificación(es) practicada(s);Tiene etapa Inicio;Tiene etapa Instrucción;Tiene etapa Finalización;Medio utilizado para notificar en la etapa de iniciación;Medio utilizado para notificar en la etapa de instrucción;Medio utilizado para notificar en la etapa de finalización;Dato, documentos(certificados) y/o expedientes en poder de otros órganos de la Administración del Estado;Documento(s) notarial(es);Nombre del documento notarial relacionado;Medio utilizado para enviar comunicaciones oficiales entre órganos de la Administración del Estado
PE-UNI-00010;Universidad de Los Lagos;PA-UNI00010-00016;CPI - Emisión de libros legales y tributarios electrónicos anuales;Procedimiento administrativo de función común;Completado;El presente procedimiento tiene por objeto dar cumplimiento a la normativa legal y tributaria vigente en cuanto a la mantención y custodia de los libros legales y registros exigidos por el SII. La aplicación de este procedimiento compete a la Unidad de Contabilidad, Presupuesto e Inventario.;Administración y finanzas;Analista Contable;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Solicitud de generación de archivos de texto a la Unidad de Desarrollo y Mantención de Sistemas;Envía archivo xml al Servicio de Impuestos Internos;;1;www.leychile.cl;;;;;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;http://sistemas.ulagos.cl/;;;3;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;;Sí;;;;Sí;Sí;No utiliza mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;No;;;;;;;No;;;No considera comunicaciones oficiales
PE-INS-00545;Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala;PA-INS00545-00004;Autoriza Jornada de Trabajo;Procedimiento administrativo de función común;Completado;Procedimiento administrativo que Autoriza a funcionarios/as del Instituto a realizar jornadas de trabajo fuera del instituto como en casos de jornadas, charlas, etc..;Recursos humanos - gestión de personas;Sección de Gestión de Personas;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Resolución exenta que reconoce jornada especial de trabajo;;18575;https://www.bcn.cl/leychile/navegar?idNorma=29967;;;;;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato físico y electrónico (mixto);Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://dte.dipres.gob.cl/;;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;;;Sí;;;;Sí;No utiliza mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;No;;;;;;;No;;;Sí, realiza envíos sólo por medios electrónicos propios
PE-UNI-00013;Universidad de Chile;PT-UNI00013-00037;Aprobación o modificación presupuesto universitario;Procedimiento administrativo de función específica;Pendiente;Aprobación o modificación del presupuesto de la Universidad de Chile;Administración y finanzas;Vicerrector(a) de Asuntos Económicos y Gestión Institucional;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Propuesta de presupuestos de los organismos y unidades;Decreto que aprueba el presupuesto universitario;Pronunciamiento;21094;https://www.bcn.cl/leychile/navegar?idNorma=265232;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar sólo en algunos períodos del año;;Nivel 3;;;Sí;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;www.uchile.cl;No;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;;;Sí;;;;No utiliza mecanismo de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);No;;;;;;;No;No;;No considera comunicaciones oficiales
PE-UNI-00010;Universidad de Los Lagos;PA-UNI00010-00017;CPI - Ajuste contable y presupuestario;Procedimiento administrativo de función común;Completado;El objetivo de este procedimiento es la regularización de la información contable y presupuestaria al término de cada cierre, de acuerdo al calendario de fechas de cierres mensual que emana de la Vicerrectoría de Administración y Finanzas, para posteriormente realizar los análisis y entregar los reportes que se requieran para distintos fines Institucionales. La aplicación de este procedimiento compete a la Unidad de Contabilidad, Presupuesto e Inventario.;Administración y finanzas;Jefa de Unidad de Contabilidad, Presupuesto e Inventario;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Análisis de cuentas y solicitud de información;Autorización y Contabilización del ajuste por parte de la Jefatura de Unidad Contabilidad, Presupuesto e Inventario;;21094;https://www.bcn.cl/leychile/navegar?idNorma=1119253;;;;;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;Sí;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;http://sistemas.ulagos.cl/;;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;;Sí;;;;;Sí;No utiliza mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;No;;;;;;;No;;;No considera comunicaciones oficiales
PE-INS-00545;Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala;PA-INS00545-00005;Gestión de Inventario, Activo Fijo y Bodega;Procedimiento administrativo de función común;Completado;Regula la administración, control, resguardo, uso, tenencia, contabilización y presentación del activo fijo en los estados financieros, siendo a la vez una herramienta de apoyo que facilitará el proceso de aplicación de las Normas Internacionales de Contabilidad para el Sector Público (NICSP).;Bienes y servicios;Sección de Abastecimientos y Servicios Generales;Ambos tipos de inicio (oficio y a solicitud de partes).;Establecido por procedimiento o por correo electrónico solicitando el inventario;Resolución exenta que aprueba y actualiza el inventario (alta y baja de activos fijos);;DECRETO 577;https://www.bcn.cl/leychile/navegar?i=138056&f=1978-10-11;;;;;;Nivel 3;El ingreso de solicitudes no se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato físico y electrónico (mixto);No, los(as) interesados(as) no tienen acceso al expediente electrónico;www.indespa.cl;;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;Sí;;;;;Sí;No utiliza mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;No;;;;;;;No;;;No considera comunicaciones oficiales
PE-UNI-00013;Universidad de Chile;PT-UNI00013-00038;Pautas anuales de endeudamiento;Procedimiento administrativo de función específica;Pendiente;Aprobación o modificación pautas anuales de endeudamiento;Administración y finanzas;Vicerrector(a) de Asuntos Económicos y Gestión Institucional;Ambos tipos de inicio (oficio y a solicitud de partes).;Presentación del (de la) Rector(a) de la propuesta de pautas anuales de endeudamiento ante el Consejo Universitario y el Senado Universitario;Decreto que aprueba pautas anuales de endeudamiento del año respectivo;Pronunciamiento;21094;https://www.bcn.cl/leychile/navegar?idNorma=265232;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar sólo en algunos períodos del año;;Nivel 3;;;Sí;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;www.uchile.cl;No;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;;;Sí;;;;No utiliza mecanismo de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);No;;;;;;;No;No;;No considera comunicaciones oficiales
PE-INS-00545;Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala;TR-INS00545-00039;Reclamos Plataforma Mercado Público;Otra Tramitación;Completado;Dar respuesta a los reclamos ingresados por la página de mercado publico que dicen relación con irregularidades de contratación o problemas en el pago;Bienes y servicios;Sección de Abastecimientos y Servicios Generales;;;;Atención y/o información ciudadana;19886;https://www.bcn.cl/leychile/navegar?idNorma=213004;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://www.mercadopublico.cl/Portal/Modules/Site/Reclamos/IngresoReclamo.aspx;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;;;Sí;;Sí;;Sí;Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;No considera comunicaciones oficiales
PE-UNI-00013;Universidad de Chile;PT-UNI00013-00039;Balance ejecución presupuestaria;Procedimiento administrativo de función específica;Pendiente;Aprobación balance de ejecución presupuestaria;Administración y finanzas;Vicerrector(a) de Asuntos Económicos y Gestión Institucional;Ambos tipos de inicio (oficio y a solicitud de partes).;Presentación de propuesta de la Vicerrectoría de Asuntos Económicos y Gestión Institucional a Rectoría;Decreto que aprueba balance de ejecución presupuestaria del año respectivo;Pronunciamiento;18591;https://www.bcn.cl/leychile/navegar?idNorma=29982;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar sólo en algunos períodos del año;;Nivel 3;;;Sí;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;www.uchile.cl;No;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;;;Sí;;;;No utiliza mecanismo de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);No;;;;;;;No;No;;No considera comunicaciones oficiales
PE-CON-00704;Consejo de Defensa del Estado;PA-CON00704-00024;Permiso postnatal parental;Procedimiento administrativo de función común;Completado;Las madres y los padres tendrán derecho a un permiso postnatal parental a continuación del descanso postnatal.  Que de este procedimiento derivan tres modalidades alternativas:  a.- Traspaso del derecho al padre.   b.- Uso de media jornada por parte de la madre durante un período más extenso.   c.- Uso de jornada completa por parte de la madre.;Recursos humanos - gestión de personas;Jefe de Subdepartamento de Gestión y Desarrollo de Personas;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Solicitud de Permiso postnatal parental;Resolución que autoriza permiso;;1;https://www.bcn.cl/leychile/navegar?idNorma=207436&idParte=0;;;;;;Nivel 1;;;Sí;;;No tiene un expediente;;https://www.cde.cl/wps/myportal/;;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;Sí;;Sí;;;;No utiliza mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;No;;;;;;;Sí;;;No considera comunicaciones oficiales
PE-AGN-00599;Agencia de Promoción de la Inversión Extranjera;PA-AGN00599-00003;Pago a proveedores;Procedimiento administrativo de función común;Completado;Revisar, pagar y controlar, de acuerdo a las políticas establecidas y la normativa vigente, las deudas contraídas con proveedores en la adquisición de bienes y servicios necesarios para el correcto y normal funcionamiento de InvestChile.;Administración y finanzas;Ejecutiva Finanzas ;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Recepción conforme del bien o servicio;Resolución de pago a proveedor;;21131;https://www.bcn.cl/leychile/navegar?idNorma=1127890;;;;;;Nivel 3;El ingreso de solicitudes se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato físico y electrónico (mixto);No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://dte.dipres.gob.cl/;;;6;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;Sí;Sí;Sí;;;;Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios eléctronicos;Ambos medios;No;;;No considera comunicaciones oficiales
PE-UNI-00013;Universidad de Chile;PT-UNI00013-00040;Suscripción y contratación de empréstitos y obligaciones financieras;Procedimiento administrativo de función específica;Pendiente;Suscripción y contratación de empréstitos y obligaciones financieras;Administración y finanzas;Vicerrector(a) de Asuntos Económicos y Gestión Institucional;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Suscripción del contrato en caso que no requiera autorización previa del Consejo Universitario o la opinión del Senado Universitario;Resolución que aprueba el contrato ;Bienes fiscales;21094;https://www.bcn.cl/leychile/navegar?idNorma=265232;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 3;;;Sí;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;www.uchile.cl;No;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;;;Sí;;;;No utiliza mecanismo de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);No;;;;;;;No;No;;No considera comunicaciones oficiales
PE-SUP-00584;Superintendencia de Casinos de Juego;PT-SUP00584-00110;Autorizaciones - Cambio de gerente general y/o apoderado o representante y/o director - SAYN;Procedimiento administrativo de función específica;Completado;"Se resuelven solicitudes formuladas por las sociedades operadoras y naves mercantes mayores extranjeras, en aquellas materias que requieren de la autorización de la Superintendencia. Tales como: modificación de plan de apuestas; cambios de gerente general,  directores y/o apoderados o representantes; cambio en la administración de servicios anexos por terceros; actividades de demostración y/o enseñanza fuera del casino de juego; ampliación o reducción de licencias de juego; cambios societarios de las sociedades operadoras; modificaciones de infraestructura y/o servicios anexos; ampliación de plazo para desarrollar las obras del proyecto integral; operación de juegos de azar en naves mercantes mayores extranjeras.";Áreas asociadas al mandato institucional;Jefatura División de Autorizaciones;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud cambio de gerente general y/o apoderado o representante y/o director;Resolución - cambio gerente general y/o apoderado o representante y/o director;Autorización;19995;https://www.bcn.cl/leychile/navegar?idNorma=234426;No;Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://www.superintendenciadecasinos.cl/oficinapartes/;No;;2;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;;Sí;Sí;;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;Sí, realiza envíos sólo por medio de la plataforma Doc Digital
PE-SUP-00584;Superintendencia de Casinos de Juego;PT-SUP00584-00111;Autorizaciones - Cambio en la administración de servicios anexos por terceros - SAYN;Procedimiento administrativo de función específica;Completado;"Se resuelven solicitudes formuladas por las sociedades operadoras y naves mercantes mayores extranjeras, en aquellas materias que requieren de la autorización de la Superintendencia. Tales como: modificación de plan de apuestas; cambios de gerente general,  directores y/o apoderados o representantes; cambio en la administración de servicios anexos por terceros; actividades de demostración y/o enseñanza fuera del casino de juego; ampliación o reducción de licencias de juego; cambios societarios de las sociedades operadoras; modificaciones de infraestructura y/o servicios anexos; ampliación de plazo para desarrollar las obras del proyecto integral; operación de juegos de azar en naves mercantes mayores extranjeras.";Áreas asociadas al mandato institucional;Jefatura División de Autorizaciones;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud cambio administración de servicios anexos por terceros;Resolución – cambio administración servicios anexos por terceros;Autorización;19995;https://www.bcn.cl/leychile/navegar?idNorma=234426;No;Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://www.superintendenciadecasinos.cl/oficinapartes/;No;;2;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;;Sí;Sí;;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;Sí, realiza envíos sólo por medio de la plataforma Doc Digital
PE-UNI-00013;Universidad de Chile;PT-UNI00013-00041;Enajenación o gravamen de bienes raíces o bienes previamente declarados de especial interés institucional;Procedimiento administrativo de función específica;Pendiente;Enajenación o gravamen de bienes raíces o bienes previamente declarados de especial interés institucional;Bienes y servicios;Vicerrector(a) de Asuntos Económicos y Gestión Institucional;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Propuesta del (de la) Rector(a) al Consejo Universitario de enajenación o gravamen de bienes raíces o bienes declarados de especial interés institucional, para posterior pronunciamiento del Senado Universitario;Resolución que aprueba la enajenación o gravamen;Bienes fiscales;21094;https://www.bcn.cl/leychile/navegar?idNorma=265232;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 3;;;Sí;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;www.uchile.cl;No;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;;;Sí;;;;No utiliza mecanismo de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);No;;;;;;;No;No;;No considera comunicaciones oficiales
PE-SUP-00584;Superintendencia de Casinos de Juego;PT-SUP00584-00112;Autorizaciones - Cambios societarios - SAYN;Procedimiento administrativo de función específica;Completado;"Se resuelven solicitudes formuladas por las sociedades operadoras y naves mercantes mayores extranjeras, en aquellas materias que requieren de la autorización de la Superintendencia. Tales como: modificación de plan de apuestas; cambios de gerente general,  directores y/o apoderados o representantes; cambio en la administración de servicios anexos por terceros; actividades de demostración y/o enseñanza fuera del casino de juego; ampliación o reducción de licencias de juego; cambios societarios de las sociedades operadoras; modificaciones de infraestructura y/o servicios anexos; ampliación de plazo para desarrollar las obras del proyecto integral; operación de juegos de azar en naves mercantes mayores extranjeras.";Áreas asociadas al mandato institucional;Jefatura División de Autorizaciones;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud cambios societarios;Resolución - cambios societarios;Autorización;19995;https://www.bcn.cl/leychile/navegar?idNorma=234426;No;Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://www.superintendenciadecasinos.cl/oficinapartes/;No;;2;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;;Sí;Sí;;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;Sí, realiza envíos sólo por medio de la plataforma Doc Digital
PE-SUP-00584;Superintendencia de Casinos de Juego;PT-SUP00584-00113;Autorizaciones - Modificación plan de apuestas - SAYN;Procedimiento administrativo de función específica;Completado;"Se resuelven solicitudes formuladas por las sociedades operadoras y naves mercantes mayores extranjeras, en aquellas materias que requieren de la autorización de la Superintendencia. Tales como: modificación de plan de apuestas; cambios de gerente general,  directores y/o apoderados o representantes; cambio en la administración de servicios anexos por terceros; actividades de demostración y/o enseñanza fuera del casino de juego; ampliación o reducción de licencias de juego; cambios societarios de las sociedades operadoras; modificaciones de infraestructura y/o servicios anexos; ampliación de plazo para desarrollar las obras del proyecto integral; operación de juegos de azar en naves mercantes mayores extranjeras.";Áreas asociadas al mandato institucional;Jefatura División de Autorizaciones;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud de modificación plan de apuestas;Resolución – plan de apuestas;Autorización;19995;https://www.bcn.cl/leychile/navegar?idNorma=234426;No;Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://www.superintendenciadecasinos.cl/oficinapartes/;No;;2;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;;Sí;Sí;;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;Sí, realiza envíos sólo por medio de la plataforma Doc Digital
PE-SUP-00584;Superintendencia de Casinos de Juego;PT-SUP00584-00114;Calificación de máquinas de juego - Elaboración de informes de calificación de máquinas de juego - interesado - SAYN;Procedimiento administrativo de función específica;Completado;Se resuelven las solicitudes de calificación de máquinas de juego, que permiten identificar si una máquina es de azar o no es de azar, además de mantener debidamente informada a la SCJ y otros grupos de interés de los resultados de la calificación. Las solicitudes son presentadas por los municipios e interesados, que son comerciantes que requieren esta calificación para poder obtener una patente municipal de explotación de juegos de habilidad y destreza. ;Áreas asociadas al mandato institucional;Jefatura División de Autorizaciones;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud de informe de calificación;Oficio emite informe calificación máquinas de juego con copia a municipalidad;Pronunciamiento;19995;https://www.bcn.cl/leychile/navegar?idNorma=234426;No;Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://www.superintendenciadecasinos.cl/oficinapartes/;Sí;https://www.chileatiende.gob.cl/fichas/113356-solicitar-informe-de-calificacion-de-maquina-de-juego;2;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;;Sí;Sí;;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;Sí, realiza envíos sólo por medio de la plataforma Doc Digital
PE-SUP-00584;Superintendencia de Casinos de Juego;PT-SUP00584-00115;Calificación de máquinas de juego - Elaboración de informes de calificación de máquinas de juego - municipalidad - SAYN;Procedimiento administrativo de función específica;Completado;Se resuelven las solicitudes de calificación de máquinas de juego, que permiten identificar si una máquina es de azar o no es de azar, además de mantener debidamente informada a la SCJ y otros grupos de interés de los resultados de la calificación. Las solicitudes son presentadas por los municipios e interesados, que son comerciantes que requieren esta calificación para poder obtener una patente municipal de explotación de juegos de habilidad y destreza. ;Áreas asociadas al mandato institucional;Jefatura División de Autorizaciones;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;solicitud sobre informe de la situación de máquinas de juego en el Catálogo de Juegos;Oficio que emite informe situación máquinas de juego a municipalidad con copia al interesado;Pronunciamiento;19995;https://www.bcn.cl/leychile/navegar?idNorma=234426;No;Órganos de la administración del Estado;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://www.superintendenciadecasinos.cl/oficinapartes/;No;;2;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;;Sí;Sí;;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;Sí, realiza envíos sólo por medio de la plataforma Doc Digital
PE-SUP-00584;Superintendencia de Casinos de Juego;PT-SUP00584-00116;Certificación de inicio de operación - Autorización de ingreso de implementos de juego a casinos;Procedimiento administrativo de función específica;Completado;Corresponde a la certificación del inicio de operación del casino de juego y el cumplimiento de las obras complementarias del proyecto integral, revisando que las obras físicas estén debidamente terminadas en tiempo y forma según lo comprometido, en cuanto a la integridad, calidad de las obras e inversión, que tengan los permisos intersectoriales necesarios para su funcionamiento. ;Áreas asociadas al mandato institucional;Jefatura División de Autorizaciones;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud autorización implementos de juego casinos;Oficio autorización- implementos de juego casinos;Autorización;19995;https://www.bcn.cl/leychile/navegar?idNorma=234426;No;Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://www.superintendenciadecasinos.cl/form_contacto/index.php;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;;Sí;Sí;;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;Sí, realiza envíos sólo por medio de la plataforma Doc Digital
