Código institución;Nombre institución;Código del registro;Nombre del registro;Tipo de registro;Estado registro;Descripción del registro;Área responsable;Cargo del o la responsable;Tipo de inicio;Acto de inicio;Acto de término;Producto institucional relacionado;Número Ley;URL de la Ley en LeyChile (Biblioteca del Congreso Nacional de Chile);Pago asociado;Tipo de usuario(a);Segmento de usuarios(as);Disponibilidad para su realización;Programa Social relacionado;Nivel de digitalización;Ingreso de solicitud;Canal digital - Canales transaccionales;Canal presencial - Canales transaccionales;Canal telefónico - Canales transaccionales;Módulos de autoatención - Canales transaccionales;Tipo de expediente;Acceso al expediente electrónico por parte de los(as) interesados(as);URL del inicio;Ficha ChileAtiende relacionada;URL de ficha ChileAtiende;Número de plataformas electrónicas que intervienen en el soporte electrónico;Alcance de las plataformas electrónicas que soportan el registro;Utiliza SIMPLE con modalidad Saas como plataforma para la digitalización;Utiliza SIMPLE con modalidad On premise como plataforma para la digitalización;Utiliza Plataformas desarrolladas por la institución (equipo propio) como plataforma para la digitalización;Utiliza Plataformas desarrolladas por la institución (provisto externamente) como plataforma para la digitalización;Utiliza  Plataformas transversales provistas por el Estado como plataforma para la digitalización;No utiliza mecanismo de autenticación - Autenticación;Utiliza ClaveÚnica - Autenticación;Utiliza Clave Tributaria - Autenticación;Utiliza un mecanismo de autenticación propio - Autenticación;Mecanismo de autenticación digital para funcionarios;Firma electrónica Avanzada;Notificación(es) practicada(s);Tiene etapa Inicio;Tiene etapa Instrucción;Tiene etapa Finalización;Medio utilizado para notificar en la etapa de iniciación;Medio utilizado para notificar en la etapa de instrucción;Medio utilizado para notificar en la etapa de finalización;Dato, documentos(certificados) y/o expedientes en poder de otros órganos de la Administración del Estado;Documento(s) notarial(es);Nombre del documento notarial relacionado;Medio utilizado para enviar comunicaciones oficiales entre órganos de la Administración del Estado
PE-UNI-00013;Universidad de Chile;PT-UNI00013-00042;Fijación de aranceles y derechos de matrículas;Procedimiento administrativo de función específica;Pendiente;Fijación de aranceles y derechos de matrículas;Administración y finanzas;Vicerrector(a) de Asuntos Económicos y Gestión Institucional;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Propuesta del (de la) Rector(a) ante el Consejo Universitario;Decreto que fija valores del derecho básico de matrícula y aranceles anuales de pregrado para estudiantes de primer año en la anualidad correspondiente;Pronunciamiento;21094;https://www.bcn.cl/leychile/navegar?idNorma=265232;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar sólo en algunos períodos del año;;Nivel 5;;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;www.uchile.cl;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;Sí;;;;No utiliza mecanismo de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);No;;;;;;;No;No;;No considera comunicaciones oficiales
PE-SUB-00052;Subsecretaría de Justicia;PA-SUB00052-00035;Elaboración del Plan de Capacitación;Procedimiento administrativo de función común;Completado;Proceso en el cual el Area de capacitación y desarrollo de personas, elabora un Plan Anual de Capacitación Anual en relación a lo Aprobado en el Plan Trienal, como las fichas de detección de necesidades. Lo anterior, para ser trabajado durante el año.;Recursos humanos - gestión de personas;Analista del Area de Capacitación y Desarrollo de personas;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;comienza cuando el/la encargada/do del área de capacitación efectúa un levantamiento de necesidades, a través de ficha de detección de unidades. Las cuales son enviadas a través de correo electrónico.;concluye cuando se encuentra emitida la Resolución Exenta que aprueba el Plan Anual de Capacitación, donde se deberá subir al sistema de información correspondiente SISPUBLI.;;18834;https://www.bcn.cl/leychile/navegar?idNorma=236392;;;;;;Nivel 3;El ingreso de solicitudes se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;www.minjusticia.cl;;;2;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;;;;;;Sí;No utiliza mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios eléctronicos;Solo por medios eléctronicos;No;;;No considera comunicaciones oficiales
PE-SUP-00584;Superintendencia de Casinos de Juego;PT-SUP00584-00117;Certificación de inicio de operación - Certificación de obras complementarias;Procedimiento administrativo de función específica;Completado;Corresponde a la certificación del inicio de operación del casino de juego y el cumplimiento de las obras complementarias del proyecto integral, revisando que las obras físicas estén debidamente terminadas en tiempo y forma según lo comprometido, en cuanto a la integridad, calidad de las obras e inversión, que tengan los permisos intersectoriales necesarios para su funcionamiento. ;Áreas asociadas al mandato institucional;Jefatura División de Autorizaciones;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud de certificación de cumplimiento de obras complementarias;Certificado que verifica el cumplimiento de las obras complementarias;Autorización;19995;https://www.bcn.cl/leychile/navegar?idNorma=234426;No;Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://www.superintendenciadecasinos.cl/form_contacto/index.php;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;;Sí;Sí;;Solo por medios eléctronicos;Solo por medios eléctronicos;Sí;No;;Sí, realiza envíos sólo por medio de la plataforma Doc Digital
PE-SUP-00584;Superintendencia de Casinos de Juego;PT-SUP00584-00118;Certificación de inicio de operación - Certificación inicio de operaciones de casino de juego con o sin obras complementarias;Procedimiento administrativo de función específica;Completado;Corresponde a la certificación del inicio de operación del casino de juego y el cumplimiento de las obras complementarias del proyecto integral, revisando que las obras físicas estén debidamente terminadas en tiempo y forma según lo comprometido, en cuanto a la integridad, calidad de las obras e inversión, que tengan los permisos intersectoriales necesarios para su funcionamiento. ;Áreas asociadas al mandato institucional;Jefatura División de Autorizaciones;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud de certificación de inicio de operación del casino;Certificado que autoriza a la sociedad operadora para dar inicio a la operación;Autorización;19995;https://www.bcn.cl/leychile/navegar?idNorma=234426;No;Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://www.superintendenciadecasinos.cl/form_contacto/index.php;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;;Sí;Sí;;Solo por medios eléctronicos;Solo por medios eléctronicos;Sí;No;;Sí, realiza envíos sólo por medio de la plataforma Doc Digital
PE-SUP-00584;Superintendencia de Casinos de Juego;PT-SUP00584-00119;Certificación de inicio de operación - Notificación de reemplazo o renovación de instrumentos de garantía de la oferta económica y  ejecución proyecto;Procedimiento administrativo de función específica;Completado;Corresponde a la certificación del inicio de operación del casino de juego y el cumplimiento de las obras complementarias del proyecto integral, revisando que las obras físicas estén debidamente terminadas en tiempo y forma según lo comprometido, en cuanto a la integridad, calidad de las obras e inversión, que tengan los permisos intersectoriales necesarios para su funcionamiento. ;Áreas asociadas al mandato institucional;Jefatura División de Autorizaciones;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Notificación de  instrumentos de garantía para oferta económica y/o ejecución proyecto;Oficio de conocimiento- notificación garantías para la ejecución del proyecto y la oferta económica;Registros;19995;https://www.bcn.cl/leychile/navegar?idNorma=234426;No;Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://www.superintendenciadecasinos.cl/form_contacto/index.php;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;;Sí;Sí;;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;Sí, realiza envíos sólo por medio de la plataforma Doc Digital
PE-UNI-00013;Universidad de Chile;PT-UNI00013-00043;Fijación de Escala de Sueldos del Personal;Procedimiento administrativo de función específica;Pendiente;Fijación de Escala de Sueldos del Personal;Administración y finanzas;Vicerrector(a) de Asuntos Económicos y Gestión Institucional;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Propuesta del (de la) Rectora ante el Consejo Universitario;Decreto que fija la escala de sueldos para el personal en la anualidad respectiva;Pronunciamiento;21094;https://www.bcn.cl/leychile/navegar?idNorma=146983&r=4;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar sólo en algunos períodos del año;;Nivel 5;;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;www.uchile.cl;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;Sí;;;;No utiliza mecanismo de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);No;;;;;;;No;No;;No considera comunicaciones oficiales
PE-SUP-00584;Superintendencia de Casinos de Juego;PT-SUP00584-00120;Creación y modificación de normas y estándares - Creación y modificación de circular;Procedimiento administrativo de función específica;Completado;Creación de  nuevas normas y estándares que regulan la industria de casinos de juego y el funcionamiento de la SCJ, o modificación de los existentes, de acuerdo con el plan de regulación vigente, consistentes con el marco legal y normativo entregado por la Ley de casinos y sus reglamentos.;Fiscalía - jurídica;Jefatura División Jurídica;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Plan de regulación;Circular;Otros;19995;https://www.bcn.cl/leychile/navegar?idNorma=234426;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;http://sistemas.scj.cl/sgdp/;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;;Sí;Sí;;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;No considera comunicaciones oficiales
PE-SER-00723;Servicio Agrícola y Ganadero;PT-SER00723-00170;Permiso para la recolección de huevos y crías de especies protegidas de fauna silvestre con fines científicos o de reproducción;Procedimiento administrativo de función específica;Completado;Permiso para la recolección de huevos y crías de fauna silvestre protegida en el marco del artículo 20 del reglamento de la ley 19473.;Áreas asociadas al mandato institucional;Jefe(a) División de Protección de los Recursos Naturales Renovables;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud;Resolución exenta;Autorización;19473;https://www.bcn.cl/leychile/navegar?idNorma=30840&idParte=;Sí;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 0;;;Sí;;;Expediente con documentos en formato físico;;;No;;;;;;;;;;;;;;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;;;Sí;;;Ambos medios;No;No;;Sí, realiza envíos sólo por medio de la plataforma Doc Digital
PE-SUP-00584;Superintendencia de Casinos de Juego;PT-SUP00584-00121;Creación y modificación de normas y estándares - Creación y modificación de circular interna;Procedimiento administrativo de función específica;Completado;Creación de  nuevas normas y estándares que regulan la industria de casinos de juego y el funcionamiento de la SCJ, o modificación de los existentes, de acuerdo con el plan de regulación vigente, consistentes con el marco legal y normativo entregado por la Ley de casinos y sus reglamentos.;Fiscalía - jurídica;Jefatura División Jurídica;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Necesidad de circular interna;Circular interna;Otros;19995;https://www.bcn.cl/leychile/navegar?idNorma=234426;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;http://sistemas.scj.cl/sgdp/;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;;;Sí;;;Solo por medios eléctronicos;No;No;;No considera comunicaciones oficiales
PE-SUP-00584;Superintendencia de Casinos de Juego;PT-SUP00584-00122;Creación y modificación de normas y estándares - Creación y modificación de estándares técnicos;Procedimiento administrativo de función específica;Completado;Creación de  nuevas normas y estándares que regulan la industria de casinos de juego y el funcionamiento de la SCJ, o modificación de los existentes, de acuerdo con el plan de regulación vigente, consistentes con el marco legal y normativo entregado por la Ley de casinos y sus reglamentos.;Fiscalía - jurídica;Jefatura División Jurídica;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Plan de regulación;Estándares técnicos;Otros;19995;https://www.bcn.cl/leychile/navegar?idNorma=234426;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;http://sistemas.scj.cl/sgdp/;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;;Sí;Sí;;Solo por medios eléctronicos;Solo por medios eléctronicos;No;No;;No considera comunicaciones oficiales
