grupo_a,grupo_b,mes,co_uso,marginal_a,marginal_b,lift,p_valor
AFC,Comisión para el Mercado Financiero,2024-01-01 00:00:00,105833,713956,376086,5.5501,0.000e+00
AFC,Comisión para el Mercado Financiero,2024-02-01 00:00:00,115871,722018,495924,4.5567,0.000e+00
AFC,Comisión para el Mercado Financiero,2024-03-01 00:00:00,111836,754426,506872,4.1182,0.000e+00
AFC,Comisión para el Mercado Financiero,2024-04-01 00:00:00,109588,688906,509364,4.3976,0.000e+00
AFC,Comisión para el Mercado Financiero,2024-05-01 00:00:00,168682,698369,574521,5.9199,0.000e+00
AFC,Comisión para el Mercado Financiero,2024-06-01 00:00:00,173860,751522,571089,5.7042,0.000e+00
AFC,Comisión para el Mercado Financiero,2024-07-01 00:00:00,182488,728620,675319,5.2223,0.000e+00
AFC,Comisión para el Mercado Financiero,2024-08-01 00:00:00,156647,656695,645509,5.2035,0.000e+00
AFC,Comisión para el Mercado Financiero,2024-09-01 00:00:00,234675,663785,710208,7.0096,0.000e+00
AFC,Comisión para el Mercado Financiero,2024-10-01 00:00:00,234804,746834,723635,6.1179,0.000e+00
AFC,Comisión para el Mercado Financiero,2024-11-01 00:00:00,234551,686073,703050,6.8473,0.000e+00
AFC,Comisión para el Mercado Financiero,2024-12-01 00:00:00,204054,663292,631228,6.8627,0.000e+00
AFC,Comisión para el Mercado Financiero,2025-01-01 00:00:00,208157,776056,692167,5.4566,0.000e+00
AFC,Comisión para el Mercado Financiero,2025-02-01 00:00:00,185481,795539,660104,4.9735,0.000e+00
AFC,Comisión para el Mercado Financiero,2025-03-01 00:00:00,193923,837022,733095,4.4501,0.000e+00
AFC,Comisión para el Mercado Financiero,2025-04-01 00:00:00,178591,759420,725196,4.5663,0.000e+00
AFC,Comisión para el Mercado Financiero,2025-05-01 00:00:00,186047,746155,711781,4.9327,0.000e+00
AFC,Comisión para el Mercado Financiero,2025-06-01 00:00:00,194323,816088,753357,4.4507,0.000e+00
AFC,Comisión para el Mercado Financiero,2025-07-01 00:00:00,202820,761025,817293,4.5917,0.000e+00
AFC,Comisión para el Mercado Financiero,2025-08-01 00:00:00,213005,763278,834369,4.7096,0.000e+00
AFC,Comisión para el Mercado Financiero,2025-09-01 00:00:00,135340,586945,747087,4.3461,0.000e+00
AFC,Comisión para el Mercado Financiero,2025-10-01 00:00:00,112539,617163,823056,3.1197,0.000e+00
AFC,Comisión para el Mercado Financiero,2025-11-01 00:00:00,93230,510396,786399,3.2707,0.000e+00
AFC,Comisión para el Mercado Financiero,2025-12-01 00:00:00,79467,529210,611680,3.4568,0.000e+00
AFC,FUAS-Mineduc (servicio),2024-01-01 00:00:00,2954,713956,26705,2.1816,0.000e+00
AFC,FUAS-Mineduc (servicio),2024-02-01 00:00:00,8047,722018,65353,2.4014,0.000e+00
AFC,FUAS-Mineduc (servicio),2024-03-01 00:00:00,9036,754426,76028,2.2183,0.000e+00
AFC,FUAS-Mineduc (servicio),2024-04-01 00:00:00,2693,688906,21692,2.5376,0.000e+00
AFC,FUAS-Mineduc (servicio),2024-05-01 00:00:00,2026,698369,17736,2.3032,1.609e-256
AFC,FUAS-Mineduc (servicio),2024-06-01 00:00:00,1655,751522,12989,2.3874,2.542e-227
AFC,FUAS-Mineduc (servicio),2024-07-01 00:00:00,1392,728620,10238,2.6276,2.015e-229
AFC,FUAS-Mineduc (servicio),2024-08-01 00:00:00,1617,656695,13703,2.5303,2.345e-246
AFC,FUAS-Mineduc (servicio),2024-09-01 00:00:00,1854,663785,14787,2.6597,1.999e-309
AFC,FUAS-Mineduc (servicio),2024-10-01 00:00:00,21605,746834,227832,1.7879,0.000e+00
AFC,FUAS-Mineduc (servicio),2024-11-01 00:00:00,4168,686073,37894,2.2575,0.000e+00
AFC,FUAS-Mineduc (servicio),2024-12-01 00:00:00,4093,663292,40966,2.1211,0.000e+00
AFC,FUAS-Mineduc (servicio),2025-01-01 00:00:00,4681,776056,40972,2.0730,0.000e+00
AFC,FUAS-Mineduc (servicio),2025-02-01 00:00:00,10289,795539,81618,2.2313,0.000e+00
AFC,FUAS-Mineduc (servicio),2025-03-01 00:00:00,12159,837022,100265,2.0401,0.000e+00
AFC,FUAS-Mineduc (servicio),2025-04-01 00:00:00,2128,759420,15828,2.4929,0.000e+00
AFC,FUAS-Mineduc (servicio),2025-05-01 00:00:00,2513,746155,22393,2.1178,2.113e-264
AFC,FUAS-Mineduc (servicio),2025-06-01 00:00:00,1998,816088,16214,2.1262,4.619e-214
AFC,FUAS-Mineduc (servicio),2025-07-01 00:00:00,1797,761025,14303,2.3247,9.945e-234
AFC,FUAS-Mineduc (servicio),2025-08-01 00:00:00,2008,763278,15961,2.3209,4.019e-260
AFC,FUAS-Mineduc (servicio),2025-09-01 00:00:00,1875,586945,16133,2.7882,0.000e+00
AFC,FUAS-Mineduc (servicio),2025-10-01 00:00:00,17867,617163,238783,1.7072,0.000e+00
AFC,FUAS-Mineduc (servicio),2025-11-01 00:00:00,2961,510396,39506,2.0678,2.742e-287
AFC,FUAS-Mineduc (servicio),2025-12-01 00:00:00,2145,529210,30986,1.8419,3.833e-153
AFC,Ministerio Público,2024-01-01 00:00:00,5421,713956,64709,1.6523,2.977e-273
AFC,Ministerio Público,2024-02-01 00:00:00,5018,722018,60014,1.6307,4.181e-241
AFC,Ministerio Público,2024-03-01 00:00:00,5496,754426,66923,1.5328,4.590e-206
AFC,Ministerio Público,2024-04-01 00:00:00,5443,688906,70591,1.5760,3.515e-228
AFC,Ministerio Público,2024-05-01 00:00:00,5488,698369,68834,1.6076,4.405e-249
AFC,Ministerio Público,2024-06-01 00:00:00,6181,751522,70543,1.6417,4.046e-305
AFC,Ministerio Público,2024-07-01 00:00:00,7112,728620,82960,1.6568,0.000e+00
AFC,Ministerio Público,2024-08-01 00:00:00,5913,656695,77400,1.6381,2.608e-287
AFC,Ministerio Público,2024-09-01 00:00:00,6079,663785,75039,1.7185,0.000e+00
AFC,Ministerio Público,2024-10-01 00:00:00,8066,746834,89579,1.6977,0.000e+00
AFC,Ministerio Público,2024-11-01 00:00:00,7833,686073,92913,1.7303,0.000e+00
AFC,Ministerio Público,2024-12-01 00:00:00,7201,663292,88554,1.7263,0.000e+00
AFC,Ministerio Público,2025-01-01 00:00:00,8888,776056,100324,1.6075,0.000e+00
AFC,Ministerio Público,2025-02-01 00:00:00,8459,795539,93970,1.5933,0.000e+00
AFC,Ministerio Público,2025-03-01 00:00:00,10477,837022,111780,1.5768,0.000e+00
AFC,Ministerio Público,2025-04-01 00:00:00,9778,759420,117995,1.5365,0.000e+00
AFC,Ministerio Público,2025-05-01 00:00:00,10171,746155,119993,1.5996,0.000e+00
AFC,Ministerio Público,2025-06-01 00:00:00,10542,816088,119182,1.5262,0.000e+00
AFC,Ministerio Público,2025-07-01 00:00:00,11129,761025,133259,1.5453,0.000e+00
AFC,Ministerio Público,2025-08-01 00:00:00,10995,763278,128249,1.5816,0.000e+00
AFC,Ministerio Público,2025-09-01 00:00:00,8203,586945,123952,1.5877,0.000e+00
AFC,Ministerio Público,2025-10-01 00:00:00,8430,617163,139137,1.3824,2.854e-186
AFC,Ministerio Público,2025-11-01 00:00:00,6781,510396,133803,1.3982,7.413e-159
AFC,Ministerio Público,2025-12-01 00:00:00,7028,529210,132199,1.4145,1.119e-175
AFC,Poder Judicial,2024-01-01 00:00:00,59461,713956,580896,2.0188,0.000e+00
AFC,Poder Judicial,2024-02-01 00:00:00,57022,722018,540982,2.0557,0.000e+00
AFC,Poder Judicial,2024-03-01 00:00:00,60018,754426,578682,1.9358,0.000e+00
AFC,Poder Judicial,2024-04-01 00:00:00,57221,688906,599961,1.9494,0.000e+00
AFC,Poder Judicial,2024-05-01 00:00:00,57258,698369,590494,1.9551,0.000e+00
AFC,Poder Judicial,2024-06-01 00:00:00,59673,751522,567891,1.9688,0.000e+00
AFC,Poder Judicial,2024-07-01 00:00:00,63928,728620,630806,1.9585,0.000e+00
AFC,Poder Judicial,2024-08-01 00:00:00,55857,656695,601778,1.9903,0.000e+00
AFC,Poder Judicial,2024-09-01 00:00:00,54585,663785,561293,2.0630,0.000e+00
AFC,Poder Judicial,2024-10-01 00:00:00,67273,746834,630231,2.0126,0.000e+00
AFC,Poder Judicial,2024-11-01 00:00:00,59524,686073,605989,2.0160,0.000e+00
AFC,Poder Judicial,2024-12-01 00:00:00,55006,663292,570334,2.0475,0.000e+00
AFC,Poder Judicial,2025-01-01 00:00:00,68894,776056,625405,1.9988,0.000e+00
AFC,Poder Judicial,2025-02-01 00:00:00,64379,795539,570029,1.9991,0.000e+00
AFC,Poder Judicial,2025-03-01 00:00:00,73022,837022,649704,1.8908,0.000e+00
AFC,Poder Judicial,2025-04-01 00:00:00,66814,759420,638313,1.9408,0.000e+00
AFC,Poder Judicial,2025-05-01 00:00:00,66450,746155,638278,1.9647,0.000e+00
AFC,Poder Judicial,2025-06-01 00:00:00,71395,816088,637982,1.9309,0.000e+00
AFC,Poder Judicial,2025-07-01 00:00:00,74016,761025,687319,1.9925,0.000e+00
AFC,Poder Judicial,2025-08-01 00:00:00,76318,763278,700271,2.0106,0.000e+00
AFC,Poder Judicial,2025-09-01 00:00:00,55010,586945,635618,2.0763,0.000e+00
AFC,Poder Judicial,2025-10-01 00:00:00,57463,617163,670163,1.9563,0.000e+00
AFC,Poder Judicial,2025-11-01 00:00:00,49382,510396,682926,1.9949,0.000e+00
AFC,Poder Judicial,2025-12-01 00:00:00,46651,529210,629314,1.9724,0.000e+00
AFC,Registro Social de Hogares (servicio),2024-01-01 00:00:00,106612,713956,913106,2.3028,0.000e+00
AFC,Registro Social de Hogares (servicio),2024-02-01 00:00:00,87026,722018,712789,2.3811,0.000e+00
AFC,Registro Social de Hogares (servicio),2024-03-01 00:00:00,109698,754426,951747,2.1513,0.000e+00
AFC,Registro Social de Hogares (servicio),2024-04-01 00:00:00,92642,688906,841698,2.2497,0.000e+00
AFC,Registro Social de Hogares (servicio),2024-05-01 00:00:00,89372,698369,772454,2.3328,0.000e+00
AFC,Registro Social de Hogares (servicio),2024-06-01 00:00:00,104638,751522,919548,2.1321,0.000e+00
AFC,Registro Social de Hogares (servicio),2024-07-01 00:00:00,149826,728620,1660252,1.7440,0.000e+00
AFC,Registro Social de Hogares (servicio),2024-08-01 00:00:00,90691,656695,870299,2.2344,0.000e+00
AFC,Registro Social de Hogares (servicio),2024-09-01 00:00:00,78705,663785,762743,2.1889,0.000e+00
AFC,Registro Social de Hogares (servicio),2024-10-01 00:00:00,118443,746834,1171076,1.9069,0.000e+00
AFC,Registro Social de Hogares (servicio),2024-11-01 00:00:00,78664,686073,781067,2.0671,0.000e+00
AFC,Registro Social de Hogares (servicio),2024-12-01 00:00:00,70552,663292,740330,2.0231,0.000e+00
AFC,Registro Social de Hogares (servicio),2025-01-01 00:00:00,130164,776056,1124324,2.1006,0.000e+00
AFC,Registro Social de Hogares (servicio),2025-02-01 00:00:00,95761,795539,780772,2.1709,0.000e+00
AFC,Registro Social de Hogares (servicio),2025-03-01 00:00:00,136275,837022,1169564,1.9602,0.000e+00
AFC,Registro Social de Hogares (servicio),2025-04-01 00:00:00,94820,759420,845320,2.0799,0.000e+00
AFC,Registro Social de Hogares (servicio),2025-05-01 00:00:00,58954,746155,515233,2.1593,0.000e+00
AFC,Registro Social de Hogares (servicio),2025-06-01 00:00:00,5004,816088,36669,2.3546,0.000e+00
AFC,Registro Social de Hogares (servicio),2025-07-01 00:00:00,100,761025,906,2.0423,2.322e-11
AFC,Registro Social de Hogares (servicio),2025-08-01 00:00:00,97,763278,984,1.8186,1.809e-08
AFC,Registro Social de Hogares (servicio),2025-09-01 00:00:00,43,586945,493,2.0925,6.005e-06
AFC,Registro Social de Hogares (servicio),2025-10-01 00:00:00,37,617163,605,1.3954,2.818e-02
AFC,Registro Social de Hogares (servicio),2025-11-01 00:00:00,19,510396,325,1.6129,2.953e-02
AFC,Registro Social de Hogares (servicio),2025-12-01 00:00:00,17,529210,256,1.7669,1.769e-02
AFC,Servicio de Impuestos Internos,2024-01-01 00:00:00,136798,713956,610351,4.4205,0.000e+00
AFC,Servicio de Impuestos Internos,2024-02-01 00:00:00,124687,722018,598071,4.0659,0.000e+00
AFC,Servicio de Impuestos Internos,2024-03-01 00:00:00,180173,754426,1079102,3.1164,0.000e+00
AFC,Servicio de Impuestos Internos,2024-04-01 00:00:00,305871,688906,2810904,2.2242,0.000e+00
AFC,Servicio de Impuestos Internos,2024-05-01 00:00:00,210395,698369,1113608,3.8094,0.000e+00
AFC,Servicio de Impuestos Internos,2024-06-01 00:00:00,172281,751522,724173,4.4575,0.000e+00
AFC,Servicio de Impuestos Internos,2024-07-01 00:00:00,162093,728620,712705,4.3953,0.000e+00
AFC,Servicio de Impuestos Internos,2024-08-01 00:00:00,138378,656695,650704,4.5599,0.000e+00
AFC,Servicio de Impuestos Internos,2024-09-01 00:00:00,196888,663785,677485,6.1650,0.000e+00
AFC,Servicio de Impuestos Internos,2024-10-01 00:00:00,206450,746834,751843,5.1773,0.000e+00
AFC,Servicio de Impuestos Internos,2024-11-01 00:00:00,211989,686073,717466,6.0643,0.000e+00
AFC,Servicio de Impuestos Internos,2024-12-01 00:00:00,197779,663292,703714,5.9665,0.000e+00
AFC,Servicio de Impuestos Internos,2025-01-01 00:00:00,207439,776056,774841,4.8576,0.000e+00
AFC,Servicio de Impuestos Internos,2025-02-01 00:00:00,175759,795539,650884,4.7796,0.000e+00
AFC,Servicio de Impuestos Internos,2025-03-01 00:00:00,248227,837022,1150097,3.6309,0.000e+00
AFC,Servicio de Impuestos Internos,2025-04-01 00:00:00,378345,759420,3024967,2.3191,0.000e+00
AFC,Servicio de Impuestos Internos,2025-05-01 00:00:00,223854,746155,1190130,3.5496,0.000e+00
AFC,Servicio de Impuestos Internos,2025-06-01 00:00:00,182165,816088,738241,4.2576,0.000e+00
AFC,Servicio de Impuestos Internos,2025-07-01 00:00:00,185642,761025,736072,4.6665,0.000e+00
AFC,Servicio de Impuestos Internos,2025-08-01 00:00:00,189130,763278,703947,4.9565,0.000e+00
AFC,Servicio de Impuestos Internos,2025-09-01 00:00:00,110972,586945,691177,3.8518,0.000e+00
AFC,Servicio de Impuestos Internos,2025-10-01 00:00:00,67534,617163,714203,2.1574,0.000e+00
AFC,Servicio de Impuestos Internos,2025-11-01 00:00:00,79114,510396,1019077,2.1418,0.000e+00
AFC,Servicio de Impuestos Internos,2025-12-01 00:00:00,58619,529210,734340,2.1240,0.000e+00
AFC,Ventanilla Única Social (servicio),2025-05-01 00:00:00,62868,746155,524778,2.2608,0.000e+00
AFC,Ventanilla Única Social (servicio),2025-06-01 00:00:00,121120,816088,1004369,2.0808,0.000e+00
AFC,Ventanilla Única Social (servicio),2025-07-01 00:00:00,134880,761025,1305667,1.9114,0.000e+00
AFC,Ventanilla Única Social (servicio),2025-08-01 00:00:00,105864,763278,908948,2.1486,0.000e+00
AFC,Ventanilla Única Social (servicio),2025-09-01 00:00:00,69047,586945,758157,2.1849,0.000e+00
AFC,Ventanilla Única Social (servicio),2025-10-01 00:00:00,89220,617163,1017871,1.9999,0.000e+00
AFC,Ventanilla Única Social (servicio),2025-11-01 00:00:00,60128,510396,811190,2.0450,0.000e+00
AFC,Ventanilla Única Social (servicio),2025-12-01 00:00:00,73131,529210,958782,2.0295,0.000e+00
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2024-01-01 00:00:00,1352,376086,26705,1.8956,3.872e-104
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2024-02-01 00:00:00,5189,495924,65353,2.2545,0.000e+00
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2024-03-01 00:00:00,5543,506872,76028,2.0254,0.000e+00
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2024-04-01 00:00:00,1971,509364,21692,2.5119,2.973e-291
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2024-05-01 00:00:00,1591,574521,17736,2.1986,3.403e-180
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2024-06-01 00:00:00,1161,571089,12989,2.2039,1.072e-132
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2024-07-01 00:00:00,1061,675319,10238,2.1609,2.344e-117
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2024-08-01 00:00:00,1326,645509,13703,2.1109,5.437e-138
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2024-09-01 00:00:00,1753,710208,14787,2.3505,4.012e-232
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2024-10-01 00:00:00,19004,723635,227832,1.6231,0.000e+00
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2024-11-01 00:00:00,4033,703050,37894,2.1316,0.000e+00
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2024-12-01 00:00:00,3615,631228,40966,1.9685,1.918e-312
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2025-01-01 00:00:00,3626,692167,40972,1.8004,5.495e-244
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2025-02-01 00:00:00,7847,660104,81618,2.0509,0.000e+00
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2025-03-01 00:00:00,9301,733095,100265,1.7818,0.000e+00
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2025-04-01 00:00:00,1788,725196,15828,2.1934,3.282e-204
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2025-05-01 00:00:00,2153,711781,22393,1.9021,2.367e-171
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2025-06-01 00:00:00,1575,753357,16214,1.8156,2.036e-110
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2025-07-01 00:00:00,1612,817293,14303,1.9418,1.145e-137
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2025-08-01 00:00:00,1823,834369,15961,1.9276,1.367e-152
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2025-09-01 00:00:00,2016,747087,16133,2.3553,8.212e-269
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2025-10-01 00:00:00,20712,823056,238783,1.4840,0.000e+00
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2025-11-01 00:00:00,4080,786399,39506,1.8492,5.169e-300
Comisión para el Mercado Financiero,FUAS-Mineduc (servicio),2025-12-01 00:00:00,2393,611680,30986,1.7778,2.760e-154
Comisión para el Mercado Financiero,Ministerio Público,2024-01-01 00:00:00,5713,376086,64709,3.3056,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2024-02-01 00:00:00,6515,495924,60014,3.0824,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2024-03-01 00:00:00,7842,506872,66923,3.2553,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2024-04-01 00:00:00,7836,509364,70591,3.0687,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2024-05-01 00:00:00,8449,574521,68834,3.0084,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2024-06-01 00:00:00,8556,571089,70543,2.9906,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2024-07-01 00:00:00,11354,675319,82960,2.8537,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2024-08-01 00:00:00,10364,645509,77400,2.9209,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2024-09-01 00:00:00,10386,710208,75039,2.7442,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2024-10-01 00:00:00,12631,723635,89579,2.7438,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2024-11-01 00:00:00,12813,703050,92913,2.7620,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2024-12-01 00:00:00,11111,631228,88554,2.7990,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2025-01-01 00:00:00,13476,692167,100324,2.7326,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2025-02-01 00:00:00,11944,660104,93970,2.7114,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2025-03-01 00:00:00,15534,733095,111780,2.6693,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2025-04-01 00:00:00,15865,725196,117995,2.6107,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2025-05-01 00:00:00,16022,711781,119993,2.6415,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2025-06-01 00:00:00,16338,753357,119182,2.5623,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2025-07-01 00:00:00,19437,817293,133259,2.5130,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2025-08-01 00:00:00,19094,834369,128249,2.5126,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2025-09-01 00:00:00,17141,747087,123952,2.6065,0.000e+00
Comisión para el Mercado Financiero,Ministerio Público,2025-10-01 00:00:00,20112,823056,139137,2.4730,0.000e+00
