servicio,nombre,soporte_usuario_dia,n_usuarios_distintos_control
369ce6efd83a455abd5087022c81b7e0,Datos Abiertos - Subsecretaría General de la Presidencia de la República,5949,5103
9a7beac8dc0447bd97ba080b8be47feb,SISUBPRE - Subsecretaría de Hacienda,5942,258
9999b4e6b85c4300ab77aedbeb77e5ef,Participación ciudadana - Municipalidad de La Reina,5891,5052
78d2a80a1628414097285e5ece0cab12,,5828,3427
abf4698b03984acfb21f239abb1a3907,Tramites SLEPAS - Servicio Local de Educación Pública de Andalién Sur,5792,629
3acb5a49fb91402daf8693169bd11746,Ventanilla Minera - Servicio Nacional de Geología y Minería,5780,1332
35354aeaea2d493f80313847578e45be,Reconocimiento Oficial - Subsecretaría de Educación Parvularia,5739,2820
a75f04d8480f47a3a73d3b61be147ec1,Sistema de Receta Electronica - Subsecretaría de Salud Pública,5710,3549
364e8666ea5c424186bfdda989f186a9,Transversalización de Género - Subsecretaría de la Mujer y la Equidad de Género,5569,779
c6f7ed5bd4954356b00aac92c9fff41a,Transformación Digital - Subsecretaría General de la Presidencia de la República,5565,804
146626a8e3914f21958d0e28091cbcfe,aula.fosis.gob.cl - Fondo de Solidaridad e Inversión Social,5538,1823
4ba20a5e4a4e457c8597cb7bf7811f48,Fondo de conservación recuperación y manejo sustentable del bosque nativo - CORPORACIÓN NACIONAL FORESTAL,5518,2540
113bcf3fa4d04d64abbdd055953e4b17,Bolsa nacional de empleo - Subsecretaría del Trabajo,5512,5001
5af004a3cb1847c189f18042d1528923,DuplicadosBeneficioEstudiantil - Subsecretaría de Educación,5437,3043
4e17c79d1f864b82907e2beea80bb74c,Registro de solicitudes OIRS - Defensoría Penal Pública,5377,4672
5acc0aadea4f473baa44ef5887fad935,SSG - Comision Nacional de Riego,5290,303
34651a63c87e40abbe10694acce5edc5,firma.senado - Senado,5274,120
d75a71f2f142477c98c6844682f0ca6d,Sistema de Autoexclusión voluntaria - Superintendencia de casinos de Juego,5266,2331
76f7fe7d1a254857a6f6ba019cb2cbe4,Agenda Pública - Subsecretaría de Prevención del Delito,5262,4515
3d5eea82452d4e6e934d646f6506a341,Día de los patrimonios - Instituto Nacional de la Juventud,5192,3161
d66ded24eebc49c0966da852e278649f,Buscador Patentes - Instituto Nacional de Propiedad Industrial,5189,1542
9aa062d8f3ba45768e6f68abf2f3c2fc,Permisos de Obras - Municipalidad de Santiago,5180,2885
43c343dfece141d18c16ef26fca862c7,DOM Digital - Municipalidad de Llanquihue,5099,766
acd84915b6404811abacafb700801235,Consulta Prais - Servicio de Salud Metropolitano Sur,5062,4600
ac629fcfa07d472bb8e4fb89cbf5c029,,5027,2148
95299da5a5f449f09c2fdf131183b903,SIMPLE - Secretaría de Gobierno Digital,5010,2214
0f09709c70c441b59a6fe616f84a5302,Segundo Tribunal Ambiental - Segundo Tribunal Ambiental,4997,805
36222962d92d4755a78df51fd13f0433,Portal Municipal - Municipalidad de Vitacura,4984,2836
54d69d2bfc1d455185885b56eed7d514,Acceso ANiD - Agencia Nacional de Investigación y Desarrollo,4979,3398
be89c84ae27c40c3a5ee2840d95e5d5d,,4914,258
0e147b79eed04d78ab7440918ef65944,Sistema de gestión de causas - TERCER TRIBUNAL AMBIENTAL,4844,433
ae0a8c72888b42ecb09fb9f9dfb0df40,SIMPLE-CEROFILAS - Dirección de Vialidad,4801,1558
7c3210a64760404aac705328e751ebe8,SIMPLE - Municipalidad de Santo Domingo,4762,1254
729c07f6c16247e6ac27fb1aad47fa63,POSTULACIÓN FOSIS - Fondo de Solidaridad e Inversión Social,4733,4274
65a7c85f21154e9ab4ca00675da7bfa1,Dom Digital - municipalidad pedro aguirre cerda,4706,1297
48c00243a9b5493f80bc974209e0e41a,Calificaciones MSGG - Subsecretaría General de Gobierno,4683,530
440a0887178449a3a43e65954490a658,Plataforma para Pacientes HBL - Servicio de Salud Maule,4667,3038
79275bffd6514f5c826d1a34526c8326,Consulta Ciudadana - Ministerio del Medio Ambiente,4629,4112
efc2ff990ea34f39b9cc691bfe733130,Agenda Municipalidad de Puente Alto - Municipalidad de Puente Alto,4602,3550
1dc3c4426e8a47459c4bc157ee2e598b,Intranet-Municipalidad SFDO - Municipalidad de San Fernando,4597,375
38b4986e9b814e25a1c991e2fc0e04fd,Sistema Integral de Información y Atención Ciudadana - SERNAMEG - Servicio Nacional de la Mujer y la Equidad de Género,4567,4143
bb7b961b8217402ba67a13189fb92659,Portal Entidades Reportantes - Unidad de Análisis Financiero,4560,3138
fc7fcac5ebbd424eb5defba63155412a,Solicitud Constancia Digital - Servicio Nacional de Geología y Minería,4508,1365
e5fafa0edd9e4c4586cebde1b6858ccd,Sistema gestión convenio PIE - Subsecretaría de Educación,4464,1774
c4b75bc3a54a4376a7c3d0355ca9c8ca,Balance de Gestión Integral - Dirección de Presupuestos,4461,944
c6d39404d15c48b7a45e708f1cad4997,Solicitudes Ciudadanas - Municipalidad de Temuco,4438,3622
f738a88353104bfab9174aa8e0b3c94b,1TA-Sistema Gestión de Causas - Primer Tribunal Ambiental,4419,487
fce4a97cb2b9492db8d2203e3f9610f9,Sistema de firma electrónica - Cámara de Diputados de Chile,4305,66
bedb01e27b6646f2bc7db70aef869df9,Beca Concejo Municipal Castro - Municipalidad de Castro,4294,1279
6b126cf845144893948ee9b46d043a5f,DOM Digital - Municipalidad de Tome,4282,836
87d94dfe975543ab9a879aa82cd47d93,Formularios GORE Aysén - Gobierno Regional de la Región de Aysén del General Carlos Ibáñez del Campo,4268,1219
2cad72181d644ee4870bf5357def945f,Servicios Sernapesca - Servicio Nacional de Pesca y Acuicultura,4262,1219
27f896fdec904f5998b798799dd1e75f,SIMPLE - Servicio Nacional de Geología y Minería,4247,724
93742865f52a4caca1e7008be1c3d9b8,Sistradoc - Subsecretaría de Energía,4238,172
df28ab4cee16458d8bf66d7c75905dca,Intranet Curarrehue - Municipalidad de Curarrehue,4236,199
22d332745bc248f0a56ac5acc355698d,Participación Ciudadana - Subsecretaría del Deporte,4236,3916
28fe80c941844d5b9db20745a4272715,FEA cert - Subsecretaría General de la Presidencia de la República,4202,1167
55f13050939c44688cb1bb852199b805,FONASA - Portal Beneficiario - Fondo Nacional de Salud,4188,3377
e14510f75a2a488c98edf1c88b445540,Academia INE - Instituto Nacional de Estadísticas,4058,1205
beffd64a12234181acab4b675d4e7be4,Intranet nacimiento - Municipalidad de Nacimiento,4030,244
d153a909f976493a80fa3192b02d6a9d,Prestadores Cambio en la modal - Fondo Nacional de Salud,4018,3075
2ce33490b9694dd2ad533a7b48676114,,4011,823
aa69fbd8e191496bba9e456f934c76b3,SIMPLE - Servicio Nacional de Aduanas,3978,1592
00205f8dceca421a9cf184e0bfbf49fd,.:: Alianza del Pacifico ::. - Instituto Nacional de la Juventud,3949,3002
62e14f7307b349c3a04007133387d68f,Corporación Nacional Forestal - Cerofilas - Corporación Nacional Forestal y de Protección de Recursos Naturales,3949,1330
3f5b60933b964357b7cdc0c3077ae24d,Sistema Único de Reclamos PGU - Instituto de Previsión Social,3930,206
0bdc586df4b84f2596586ff1a197cbae,Mentorías - Postulaciones - Subsecretaría de Educación,3895,3104
fe447d5ca733434bbf33b0c6092787c5,Sistema OIRS MSGG - Subsecretaría General de Gobierno,3891,1600
4af122e5642f4b3caf3fed256a8c1ad5,SDE - Secretaría General de la Presidencia,3678,334
26d45fb4a0b7432a879306d74f77b966,,3652,1627
bb2c31afa5be4cd595085a55c2deec26,SIMPLE - Subsecretaría de Pesca y Acuicultura,3624,1147
fd154430867f46c0bb2fa5dece6af4a2,,3608,1444
496bbab1df6444cb9490051281608749,SIMPLE - Secretaría de Gobierno Digital,3593,2995
7d4d3c6b0e634206ad45d5d170659662,Portal de Participación Ciudad - Municipalidad de Lo Barnechea,3559,2806
da87b58c9a8245cda82014a16cf8840a,Sistema SIAC/OIRS - Subsecretaría de Justicia,3537,2225
349684cb570348dcbc127ffa323ec315,ULagos - SEI - Universidad de Los Lagos,3487,1153
56debc5d602b483e8a14bc5dcb591787,Portal Tu Municipio Municipali - Municipalidad de Mulchén,3437,2689
59eb3d7b277b45e8a38ba66d37469c1d,Certificado Capacitación - Instituto de Salud Pública de Chile,3418,2425
87f26673e7a94dbfbc2112a8a43d6c49,DOM DIGITAL - Municipalidad de Río Bueno,3386,693
4ceb7b9d70e14aa8af8e6a8397a78990,Superir - Superintendencia de Insolvencia y Reemprendimiento,3385,2510
8c6c59b9b6034ed18e22559a1d428e0c,PORTAL PERITO - Defensoría Penal Pública,3383,1954
49c8b832a3594706ae87a1676114ff06,Gestión de Recursos INJUV - Instituto Nacional de la Juventud,3370,281
c159dd12a04d43f7875c0d2454578af2,Gestor APS - Municipalidad de Santiago,3331,191
f62c9a57b0fc4355a33b3ceefb0952b3,Gestor Documental ZeCeroPapel - Municipalidad de Parral,3321,255
f67d7918294d46aeb4986ed33c36e3da,Municipalidad de Angol - Simple - Municipalidad de Angol,3268,2337
9728891232324c3cb03aa5382847d19d,,3261,590
08d57308f529458ea0f0dfe53bd17f13,Uni - Salud Tarapacá - Servicio de Salud Tarapacá,3224,2158
d737d0eb953546a79b478a6944694bde,Tribunal Calificador de Elecciones - TRIBUNAL CALIFICADOR DE ELECCIONES,3213,2084
ae5b803c779a4b38b70f9e4b6d33dc26,Sistema DocWeb - Subsecretaría de Justicia,3122,2453
68d4624347ba4cfc950a5b3caa1b0bdf,Comisión Nacional de Energía - Cerofilas - Comisión Nacional de Energía,3115,710
0c3aa19bae964431babaa2dc28988f59,auntoque - Municipalidad de Zapallar,3085,2395
e412fcc8376645b38b005dedff5bde3a,Postulación/Renovación Peritos Mensuradores - Servicio Nacional de Geología y Minería,3047,768
9bb388f483fd48688e9b1afdbd3fc1ee,SIMEF v4 - Subsecretaría de Justicia,3044,614
16931f2249a2478490299a34d7d966df,Concurso Microrrelatos - Instituto Nacional de la Juventud,2969,2308
ff285fb343284c5c98bae7c21bec6ff2,Comisaría Virtual - Secretaría de Gobierno Digital,2926,2755
9acb6edd4d7648ef9f7fee06afa0a3c5,Votaciones MSGG - Subsecretaría General de Gobierno,2921,2166
aeac2ab7f7da4d23859a9233ce012283,Superintendencia de Electricidad y Combustibles - Cerofilas - Superintendencia de Electricidad y Combustibles,2896,1638
648a73c3ab2a48b1ac046802df52be11,Gesdoc - Dirección General del Crédito Prendario,2825,214
12fbf29cc3ab474a8d3a1b2357dbb20b,Ventanilla OIRS Quilicura - Municipalidad de Quilicura,2824,1356
f11432fe52b7432fac77ee711e00de75,SUPER - Sistema unificado de Permisos - Subsecretaría de Economía y Empresas de Menor Tamaño,2819,1380
3fe452aaa8d34bc58594aa37cfec3113,ZeCeroPapel - Municipalidad de San Pedro de Atacama,2818,163
4d9bca5f968e4facbe42c7b7cdc678f0,,2815,293
503379eac0004ef3a6c2babdd8ba0834,Documentos Muni Lautaro - Municipalidad de Lautaro,2795,328
3d9c4d4193b14216b66d9a89221e5114,Trámites Parquemet - Parque Metropolitano de Santiago,2793,1508
47aa9e97586847beab9491320e05cdab,CRM-INDH - Instituto Nacional de Derechos Humanos,2780,1538
3ba5c4011c1e4608bee96d20e3fb9b7c,Resultados Hospital San Pablo - Servicio de Salud Coquimbo,2762,1612
7a44bf85c9cd4f7784716ae6c5b03a55,Innovación y Servicios Rengo - Municipalidad de Rengo,2730,2072
fe7e116315ea428dbf76475266cd09cb,Ejército de Chile - Cerofilas - Ejército de Chile,2724,1609
12fb421a8400464b989ba7560a71061f,Plataforma CCGE - Subsecretaría de Energía,2707,485
b07fa47ebb534814aab545ba70480875,Rebaja Patente Pequeño Minero - Servicio Nacional de Geología y Minería,2704,1415
b78f52bfe76b4a5990ef898a5e3ecc68,SIMPLE - Municipios,2695,1219
c42f4e4bd6884948b02fa54a322846c4,Defensa Civil de Chile - Cerofilas - Defensa Civil de Chile,2687,2082
680ff70fb0fd48f2881e01d9a870db45,Trámites MINDEP - Subsecretaría del Deporte,2664,2172
39efc8cccc114c25bf2da1413ecf51a6,Bloqueo de pasaporte en el Exterior - Ministerio de Relaciones Exteriores,2615,2220
07952a562f22499fa4ff126fbcbe1156,Intranet Municipal - Municipalidad de Diego de Almagro,2596,45
d74dd5aef8bb486e9a5a666b0317d989,Dom Digital Muni Los Vilos - Municipalidad de Los Vilos,2567,693
d91612995cfa4482ad9339125461285a,Usuarios Simin SNGM - Servicio Nacional de Geología y Minería,2560,1756
f6567acfbec84378a76ccc3ea2f78b83,Dom Digital - Municipalidad de Los Angeles,2550,710
34c81f4d34a044ba9546228ee514e7c2,DOM DIGITAL PARRAL - Municipalidad de Parral,2489,269
620c600471844207a3826707fe3e8e8e,,2480,389
734e900a3dce4c15b0ef316d88b09def,RECIMIV - Subsecretaría de Transportes,2449,775
1446806f433c4ef18d8afa256ac44850,Registro de Proyectos Mineros - Servicio Nacional de Geología y Minería,2404,961
1d19cc12dd314479b73f0294af8755d2,Sistema de Transferencias - Subsecretaría de Energía,2394,92
4754db520fae46a49ac8373cd57bb10e,Cert. de Indisponibilidad DT - Dirección del Trabajo,2382,1627
7c259594d95b42ca9d04984e739eaca2,SIMPLE - Secretaría de Gobierno Digital,2373,755
0fed1f352e78482888a1d501deb68593,Casilla Digital - ACEPTA.COM,2327,896
827449478e3f40b1aa36f146bc285aa9,Pacientes SSVQ - Servicio de Salud Viña del Mar Quillota,2323,1747
13a5ea248b85455a8efd253c17941884,SIMPLE - Secretaría de Gobierno Digital,2263,1400
7728a67576ea4aac8d66e397e5e8cb45,SOLICITUDES RRHH - Centro de Formación Técnica de la Región de Valparaíso,2249,138
f609bf430efa4a969806eece087c6601,Portal de Subvenciones - Municipalidad de Lo Barnechea,2248,987
914d81d2e6c548fb96124820816b6ce7,Consulta Proveedores - Dirección de Contabilidad y Finanzas,2236,1546
c1c8c9e0f9ad42b09261b62f523c8dba,Entrega de Cartera de Terreno - Servicio Nacional de Geología y Minería,2219,406
5cb622f7d39d4c06aa879b224170b552,Intranet Rio Claro - Municipalidad de Río Claro,2207,112
3760791dec7e4abcbaceba66c5560800,ImoDigital - Municipalidad de Osorno,2206,1697
91ec6f001c14494a87463fca5adc2bb0,,2206,1684
173651d19b3e492cb6c27f74b9b1fe7e,,2174,1839
a0fe946309f8462694add129b5ba4435,Sistemas de Gestión Energética - Subsecretaría de Energía,2133,315
0b721b7465a040609607798f002c8950,Auntoque Municipios - Municipalidad de Peñaflor,2100,1397
8ec14778e9c64330a291f1cf239d77a0,Subsecretaría de Transportes - Subsecretaría de Transportes,2096,1761
1006a34f43ad4c308f0a57736ffd4eeb,,2086,1267
9ae37e6ce6364b20943568c1994207ef,Establecimientos de Salud - Subsecretaría de Salud Pública,2081,1385
464e1e6fd76545548612d41bac094817,Arriendo en línea - Ministerio Vivienda y Urbanismo,2075,1879
901e9aa51edb4f06ac08977abdf388c1,Ficha Única del Deportista - Instituto Nacional de Deportes de Chile,2013,1013
64fc0ead31a1407796b68c310fd19c39,Simple - Municipalidad de San Antonio,2008,1534
428c343456d648018d7dcc75ac6c81d6,,1995,1058
f5d5e0df4a1849e684b6a0e7de25c6e5,GD CAPREDENA - Caja de Previsión de la Defensa Nacional,1992,216
74e8137eef1c4b5f8a3a358f4e8b5264,APPCAPREDENA - Caja de Previsión de la Defensa Nacional,1967,1177
60e6aea28c294af4822614682c0a316b,Tu Empresa en un día - Subsecretaría de Economía y Empresas de Menor Tamaño,1950,59
7570b454d53042d8a288dedf1347e7e1,Instituto Nacional de Deportes - Instituto Nacional de Deportes de Chile,1942,1510
6d52b87b5a964c61ad7e28afd9499f16,Mis Trámites CGR - Contraloría General de la República,1921,894
f26d1b7657924c61b3e519cbacf36c34,Resultados Exámenes - Servicio de Salud Coquimbo,1909,1591
12b208d73b2647a38bf2842b760a44f8,Mis Citas Salud - Servicio Salud Metropolitano Oriente,1906,1302
9ae55707cfcb459f9dcb36f8719d9cfa,Apolo Salud - Servicio de Salud Antofagasta,1904,1547
b2df2131754740578d280211e1658445,Apoyo Emergencia - Subsecretaría de Evaluación Social,1895,172
ad2e65e3efca4fc39f1afc932a1a400d,https://tramites.subtel.gob.cl - Subsecretaría de Telecomunicaciones,1880,888
110a2bfd22e848c28e1070e659069d19,TICA Unidades (TICUN) - Dirección General de Aeronáutica Civil,1826,856
0de1d45e2c4b467b990d180955a743bf,FED Apolinav - Academia Politecnica Naval,1761,44
3d3c82f8782f4108b4db407a3e114637,,1744,381
3fadd97a928a44a4a4a39d26d22ec580,SAFF - PORTAL DE PAGOS CONAF - CORPORACIÓN NACIONAL FORESTAL,1743,1511
139d7c635c204f25a8a191db570a1b6b,Superintendencia del Medio Ambiente - Cerofilas - Superintendencia del Medio Ambiente,1735,748
8fdce58a9049400f97f48848669e72f4,Segundo Tribunal Electoral - Segundo Tribunal Electoral Región Metropolitana,1724,827
9efe367ae2bb4ee0b09e28f7b30e76e9,Exámenes Anatomía Patológica - Servicio de Salud Viña del Mar - Quillota,1723,734
136c7b7db74f4354ae8721ced4db4e39,,1722,997
3235596265744d06b53ff9f6b5592f74,Contrataciones San Joaquín - Municipalidad de San Joaquín,1720,535
df18440e3a3c4bb597e98f79b636c19d,Sistema e-Voto - Subsecretaría del Interior,1717,1257
02fa254b6e77444da96cf2eb745513a6,ComplejoDeportivoIntegral-UTA - Universidad de Tarapacá,1713,302
94a173e825454026b73e540f562d254d,Solicitud de Rol de Exploración - Servicio Nacional de Geología y Minería,1681,436
1662923a038a417b9e3dafc6b2af6c0a,Listas de chequeo - Subsecretaría de Salud Pública,1653,1252
ac579f23fa48472da19b00916ca2915a,Convenios Institucionales - Consejo de Defensa del Estado,1624,95
6a20caeb9e2647d1978fd385efbada88,ACCION - Agencia de Sustentabilidad y Cambio Climático,1606,299
6eb9828de3db4c528be7976f7fc1d848,Simo Sernatur - Servicio Nacional de Turismo,1596,1018
d79e1235e359463180867d42f31f8e8a,SIMPLE - Servicio Local de Educación Pública de Punilla Cordillera,1574,924
2c82301b3057486f93755150c05fd5c2,Consejo Nacional de Televisión - Cerofilas - Consejo Nacional de Televisión,1549,1073
38b1da6834fe4bb7a788f608fba2bf4e,Masa Bruta Verificada de Contenedores - Dirección General del Territorio Marítimo y de Marina Mercante,1543,103
e083c42e867d40bb816776c6c0c43aa6,,1543,913
63a091009fcd4681aa25fcdf98cbc399,Portal Navidad - Municipalidad de Navidad,1539,1164
ee16e7c4f0164ce7bc7dc13f1ed7671d,Sistema FIC - Gobierno Regional de la Región de Los Lagos,1518,786
7f3b043b66334d12a3e14513e23c0e6d,Admin Ozerks - Subsecretaría General de la Presidencia,1516,897
07a84b1e783a4617a1b515c2dbab8c81,OIRS - Consejo de Defensa del Estado,1507,967
151290e5c9e641ab8b70cf2628c2c32b,Gestión de Causas - Primer Tribunal Electoral - Primer Tribunal Electoral,1503,656
2165ab21a33a463abb4b43ef8eb3da61,TER Valparaíso - Tribunal electoral Región de Valparaíso,1474,741
9c38d644320148d7a94a9a54f16e3431,Funcionarios - Fondos Comunidad - GORE Los Lagos - Gobierno Regional de la Región de Los Lagos,1443,240
58e5460affc14a828baf05a9fb53e6d4,firma senda - Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol,1438,305
f72e4a859f8f481aa36ba517c9c57913,Solicitud Certificado Ley Radios Comunitarias y Ciudadanas - Ministerio Secretaría General de Gobierno,1430,1226
6a2f8daaddf24ff784c6b26f1ba5abe7,Intranet Torres del Paine - Municipalidad de Torres del Paine,1413,30
9ef5e5148a30437a89b52d1257e27135,Registro de Martilleros - Subsecretaría de Economía y Empresas de Menor Tamaño,1406,935
6c937e52183f4a39a47e23f9235a2133,Servicio Nacional de Menores - Cerofilas - Servicio Nacional de Menores,1402,1141
5c49175a68274210965ad3fe406ae249,,1393,259
d6aaaa2099844868bb6a77f7e9567c91,Portal de Atención Ciudadana - Subsecretaría del Trabajo,1376,1222
f5ddf6bc3a18481d81f25d40a2a56dd1,Fondo de investigación del Bosque nativo - CORPORACIÓN NACIONAL FORESTAL,1346,451
2b0800bc9fa0475eb3ca6540d70d7d6e,SIMPLE - Servicio Agrícola y Ganadero,1341,1238
05bbcc39408d4925bd9192ea9d333d67,Personalidad Jurídica OODD - Instituto Nacional de Deportes de Chile,1341,1116
ea2d056ab4444542a09e1efd01bc28f1,Comisión 38 bis - Subsecretaría de Hacienda,1310,244
13edcd85aeda4c3c8017658d2aa0db89,Concurso MET - Servicio Nacional de Turismo,1310,923
7334f42ed0d340a889f62fce2da4d7b4,Seguimiento y Supervisión FEP - Subsecretaría de Previsión Social,1296,58
fa520ad5c4b74b3dbfeaf4a9ca74dfe9,Formulario de Ingreso 40 Explotación - Sernageomin,1284,490
fc6d3941f7da4f9fad6366aa4f614547,Sistema de Información Geológica de Exploración - Servicio Nacional de Geología y Minería,1275,761
dcc8f54404414435aceae4b578ff1027,Contratos SNGM - Servicio Nacional de Geología y Minería,1268,705
f3da6bdb17764ec18651b6bb17eff9cd,,1268,220
58f532f36df74998b1f0ba5e821bd4f9,sfpp - servicio electoral,1250,119
8c2eb8e67ef94d048137a1d5f2fb82e2,Solicitud Rol de Explotación - Servicio Nacional de Geología y Minería,1243,443
8c81467d3661478f8f4587ed722b59bc,SIMPLE - Fiscalía Nacional Económica,1242,729
cf59ce6d984649d9bce8ea89a72dce8c,OIRS PAC - Municipalidad de Pedro Aguirre Cerda,1211,927
1605f4f57cb349c8bd87a4ddb146a150,Software IPAE - Servicio Salud Maule,1191,263
e01d64e5386b47359b7b7600b60fefac,SIMPLE - Ministerio De Hacienda,1179,591
a3d0c7adbd424742857d3f4117806e2d,Tribunal Electoral O´Higgins - Tribunal electoral Región de O’Higgins,1155,577
3d53606b24144d12b360d33834a62638,Sistema Control de Inversión - Gobierno Regional de la Región de Aysén del General Carlos Ibáñez del Campo,1151,25
b2c624489ac348bb9b8c2c324f67d6b6,Municipalidad de Renca - Simple - Municipalidad de Renca,1137,613
f41a2237ddab4181b63b4901e308a21c,Evalaución 8% FNDR - Gobierno Regional de la Región de Aysén del General Carlos Ibáñez del Campo,1133,31
5511a09519c5433eacb9e5911745d0ff,Portal Paciente Salud 5i - Corporación de Educación y Salud de Las Condes,1127,688
895228d1c9ac4b7ea3f2b8f88d049192,Plan Nacional de Derechos Huma - Subsecretaría de Derechos Humanos,1125,291
9f5eb417fa964273b018ee16d7f56a59,Firma Electrónica Apolinav - Academia Politécnica Naval,1095,735
6d89bb0e29674fd7a82f5c811db28f83,Concesión de Acuicultura - Subsecretaría de Pesca y Acuicultura,1083,191
fe77f0c6f69946e68cc69fc0b85e3ceb,SED - Comisión Nacional de Riego,1080,163
eea6fad186ca40d8886d8f6a9ebe891d,Plataforma de denuncias - Servicio Nacional de Geología y Minería,1075,652
56ce722fb1bc4fff935f5150ad1618b2,Infracciones digitales - Municipalidad de Curicó,1066,46
d7972d307b0b4c22ba073568758ec77e,Solicitud de Cuenta Simin20 - Servicio Nacional de Geología y Minería,1065,670
6a8618912ba54ba0a69372da4d320d99,salud digital sso - Servicio Salud Osorno,1062,888
873c9f665b45456dbc3499c26cc7d5a8,Sistema Integrado de Comercio - Subsecretaría de Hacienda,1058,276
4883fef2c1374bb78a92c0d9c6b50d80,Proyectos Voluntarios - Instituto Nacional de la Juventud,1056,649
7d713331f1404d66975919f9b9a5acf8,Donaciones para reconstrucción - Subsecretaría de Hacienda,1051,228
59f0c030fc0c4d29868b1730c25caf7b,Trámites Pelarco - Municipalidad de Pelarco,1033,688
b90c92160faa42ceb242a78de5d77570,Simple - Gendarmería de Chile,1023,610
7be34ebb265a4a7cb9ba796f4bab7aa5,.:: OIRS - INJUV ::. - Instituto Nacional de la Juventud,1014,926
e56493a7907640a5b3ce4c2ff89b246b,Cuidados Conectados - Subsecretaría de Servicios Sociales,1009,378
a4d06a3542e243aa967e7db159b6c3b9,SIMPLE - Secretaría de Gobierno Digital,1002,517
febb195d7a144f46b15eccafe5989b92,Trib Electoral Regional Biobio - Tribunal electoral Región de Biobío,998,518
6bddb0c0053249a8beaec43fa6ace4e7,Sistema de Personas Juridicas - Subsecretaría de Justicia,995,540
7c81c65396d04af4859a383bf7539b5e,Municipalidad de Huechuraba - Simple - Municipalidad de Huechuraba,971,552
8acd080d88c140e3b2e511ff841fd406,TER Maule - Tribunal electoral Región de Maule,957,503
3616e57471f54d9a9f56a28a61d07201,Chile Patrimonios - Subsecretaría del Patrimonio Cultural,957,768
9c6e69fd3a9f4b8d8123c11e37f2a673,Registro Nacional de Trámites - Secretaría de Gobierno Digital,948,801
cf305e7933b3468cad4d7b6ec7d10537,Tramites en línea UTEM - Universidad Tecnológica Metropolitana,944,641
f76ee0ae5c0d48e1a9589558830039bf,Esmeralda - SS Tarapacá - Servicio de Salud Tarapacá,931,782
7fe4160f75f34ec2843e6a18c6a631c1,IMPULSA INVERSIÓN AYSEN - Gobierno Regional de la Región de Aysén del General Carlos Ibáñez del Campo,916,409
c5b2bcb0a60e4900a094773e26c56c7c,,915,589
33aad758bece47b0bd610874b5a767da,Administración Proddar - Instituto Nacional de Deportes,889,75
99099978ed814bdca808785152fb1204,Monitor SSDR - Servicio Salud del Reloncaví,871,763
0e5c527472594de2a18f9499458695a8,Sistema Gestion de Horas CMIM - Servicio de Salud Metropolitano Sur,866,47
6c5d3eaaf29c4caa8327b87a6749d9dc,Ticket - Gobierno Regional de la Región de Aysén del General Carlos Ibáñez del Campo,857,113
8eb9649fa9924d30a8336ee6ecdee8e6,"Rifas, sorteos y colectas - Subsecretaría del Interior",845,400
8fa0c7395cc444169dab5c3e11dd63f2,Participación Ciudadana - Subsecretaría de Minería,836,677
d55521a57b174e51a911c4d8b842b71b,Subasta Aduanera - Servicio Nacional de Aduanas,830,769
0ab1e93ecead43d5a33693361dc212ac,Municipalidad de Estación Central - Simple - Municipalidad de Estación Central,816,506
07fd3e51932c4f9eb4419ca5813ea97b,,810,594
be467cde32ca4ecfaebbb13152dd05f7,SIMPLE - Servicio Nacional de Geología y Minería,805,269
da0938bcedaf423aa68ea86255b40d6e,API Receta Medica - Subsecretaría de Salud Pública,790,567
d6a3188720a441e0b88dce852c638269,,783,697
b2b6ee18cee746a8a706aad74e14adce,Revisor de Procesos SIMPLE - Subsecretaría General de la Presidencia,781,198
5b2dab60a7894c96ac90b92f7c673def,Aula Virtual Registro Civil - Servicio de Registro Civil e Identificación,778,227
2b27d60540534c228b2a3a29258b2797,Calculadora - Comisión Nacional de Riego,776,640
1b5fdca3c71b4459b737c40cca1ea3a4,Sistema Concursos de Obras y Arte - Ministerio de Obras Publicas - Dirección de Arquitectura,752,419
a6492a7a16c04977aaa576317d830688,firmagob.junaeb.gob.cl - Junta Nacional de Auxilio Escolar y Becas,747,132
011e11bb458d4c62950d7eeb3424bf0f,SIMPLE SAG DESA - Servicio Agrícola y Ganadero,744,153
a7b46fb6428d49cd86602a084e5a8ec7,Solicitud Patente Comercial - Municipalidad de Antofagasta,742,389
f565e6d3434f4cdbba360749b334380a,Sistema COSOC - Subsecretaría del Interior,734,461
c66a7703020a4a738545ee2314698a88,Encuesta EMPAE - Comisión Chilena del Cobre,727,107
e38bb08ad6bd455998658e1a6a89c117,Encuestas MSGG - Subsecretaría General de Gobierno,709,403
e69e4976db334e15bf4d78a108cfbc86,Tribunal Electoral Antofagasta - Tribunal Electoral Región de Antofagasta,701,352
31bb76de8e9d4fdfabb0d1c24bb5fc92,Descuentos Previsionales- IPS - Instituto de Previsión Social,673,51
86c1d2e1e3ca45f99b6e9e731027a38d,Tribunal Electoral de Coquimbo - Tribunal electoral Región de Coquimbo,669,297
eac5c2b716ae403682facded07cd01df,Presentación de proyecto plan de cierre de faenas (bajo 5.000 tpm) - Servicio Nacional de Geología y Minería,664,408
24ad6c6174aa4297ba6504be673e895f,,660,575
