servicio,nombre,soporte_usuario_dia,n_usuarios_distintos_control
95a360804f6a41df8222a6f34d4145bc,MBN - Postulaciones Online - Subsecretaría de Bienes Nacionales,19,16
9f1c9a1788f84518ba5e6986fbbc9115,Tarjeta adulto mayor - Metro S.A.,19,19
b8d236c0cd7443f3a6d95a271109273b,,19,8
e64136a57374446da54f48c8d1911267,SIMPLE - Secretaría de Gobierno Digital,17,17
9f5991a6cb1d47c79269e80ff93faa5c,DGD-SIMPLE - Secretaría de Gobierno Digital,17,4
76ffc753645342d3b16e6b08c7381df2,Fondos Concursables FNDR - Gobierno Regional de Aysén,17,15
68a30fa0447348e7ada2024a65ee8fb5,,17,11
4e45eb931c684f028b32613be6e7e6dd,Trámite IVA Exportadores - Subsecretaría de Economía y Empresas de Menor Tamaño,16,7
1b036219ed03481faa0c474f8e897078,Clave Única IIE - Universidad de La Frontera,16,5
691908497820458d9dd026255e11a5d3,MI PORTAL MINTRAB - Subsecretaría del Trabajo,16,6
7a47ee6b6e44432eb691bbbe3e1fee7f,Subsecretaría del Interior - Cerofilas - Subsecretaría del Interior,15,13
1b04c275b2c34bedadeb55f99eab2162,FED - Senado,15,3
1bf6735386a540d99e842a0d58e2bec9,,15,5
423c0056613f4ee5bc5a2b1544926ed1,Cero Papel - Municipalidad de Mejillones,14,6
6c96082f4bc847ab912bf61c23227df7,Tramites SLEP Iquique - Dirección de Educación Pública,14,7
794a5de926b543efa922cd96ef4a26d5,Seguimiento Planes Estratégico - Instituto Nacional de Deportes de Chile,14,13
75e4bc5796a04369beadc5d7982250ff,ZeCeroPapel - Subsecretaría de Agricultura,13,5
7b17251d8d30426b99ad6f8e2b641abb,Consultas RPTI CONADI - Corporación Nacional de Desarrollo Indígena,13,8
196039356ca44100887a55c6f2e9a2c7,SIMPLE - Dirección General de Aguas,13,9
059377ce35e742a6bb18d0e6bede872d,Agendamiento Remoto - Ministerio de Salud,13,9
7e3ed8b102654d3aa844a2dc9a7ac4b1,Portal Anatomia Patologica - Servicio de Salud Metropolitano Sur,12,7
551c6a1c674f493cb4d39f11a3997adc,Crear cuenta al Registro de Directores - Superintendencia de Pensiones,12,11
2580e28a865249599f6247c6999e9c74,Registro Compromiso Joven - Instituto Nacional de la Juventud,12,12
5dceaa277abb4bbebdefc6c813ddd207,Sistema Convocatorias SUBREI - Subsecretaría de Relaciones Económicas Internacionales,12,2
0482fc939f824bf1a45aaef905197e62,Registro Nacional del Cáncer - Ministerio de Salud,12,7
ae5dd79c8078404fa751c6a09730cc78,Incorpórate a Fonasa - Fondo Nacional de Salud,12,5
8a603982050b4cb38cf3a315c17b51d3,,12,3
1e70f90cd6394c54bb0948d4a56a4d89,Intranet Municipio San Rosendo - Municipalidad de San Rosendo,11,10
93f73246a98049c3b20500e32e5606a6,Registro Nacional Contratista - Subsecretaría de Bienes Nacionales,11,7
5377634374a94242a380f7e8918dba3e,,11,4
2ee5897678184e6ab06c6f6c544d655b,,11,6
a2ab3adcc1d142e7adbb76cfe8ef43da,,11,10
fd1941b6ab64480fa74d4e4a6c51f54a,Proyectos de Reducción - Subsecretaría del Medio Ambiente,10,7
35e5b458a8dd422a8d105dd26f27ca38,OIRS PADRE LAS CASAS - Municipalidad de Padre Las Casas,10,6
b64b55c3b73c44b9b843d24bcbb27c24,SEGEDOC MSGG - Subsecretaría General de Gobierno,10,8
e098e50a0f3f4576803c6d2c928afc45,,10,10
c345253d85fc49c6a305d0a6be2293ff,,10,5
95221aafd854445babe7c42b2b437a03,Clase Media Protegida - Ministerio de Desarrollo Social,9,7
05b7381cd2624b5f91a7cb5b3d3b339e,Tu Empresa en un día - Subsecretaría de Economía y Empresas de Menor Tamaño,9,8
a9c881f2281c4197aba45746ed7a7a22,ACV - Ministerio de Salud,9,6
acdc34e34b964946b70e164b5b39b90d,Bienvenido al Portal Ciudadano - Municipalidad de Casablanca,9,7
85f0545e36304467a0fbcc7c5a320f20,CañeteParticipa - Municipalidad de Cañete,9,4
11c1fed23cb24322bb2a02334af07e4d,DataWebSign - Soc. de Computación DataSoft S.A.,9,4
3ee7cde7ddb247979e2ef0311b751256,Portal Municipalidad  Requinoa - Municipalidad de Requínoa,9,2
1b67fbb6a43c4479ae3a6166b926e396,,9,5
a178600fe22e4b70aab50cf941d00e09,,9,4
a8c1faf06d5243f2bfb7a05e93b15058,Portal Ciudadano Curarrehue - Municipalidad de Curarrehue,8,8
f9620cd079fb40399e7ba514562056c6,SIMPLE - Tesorería General de la República,8,8
509249286e2448d4867d2694330c16d2,Registro de Acuerdos con Plazo de Pago Excepcional - Subsecretaría de Economía y Empresas de Menor Tamaño,8,4
a5825b9f31c746b7bbd1be4e85636e3a,Votaciones COSOC - Subsecretaría de Relaciones Económicas Internacionales,8,7
2bbb6c72fa074f568df6e82068ca0917,Municipalidad de Porvenir - Simple - Municipalidad de Porvenir,8,8
8f791e1ae18a42f8ae0ec7d03fbe5dff,Servicio Electoral - SERVEL,8,7
0096a501947348cdb259993b06bea9e1,STD MINDEP - Ministerio del Deporte,8,5
74fc3c9f53174a8fb476f8f54ee0c2c1,"SIMPLE - Ministerio De Cultura, Las Artes Y El Patrimonio",7,5
53c32903b02a42079feebe8991983190,Gestor Documental CNR - Comisión Nacional de Riego,7,4
70c9fcc9a5524494b62fad6ffe9733a4,Coordinación Donaciones MSGG - Subsecretaría General de Gobierno,7,4
0734f988446f47ae9668a9a58ca2d80c,Se atiende y Ze contrata - Municipalidad de La Pintana,7,2
9543f7cba93549f2b2428268b551b5bd,,7,3
d878a9b71bd6473c90e7ecf31a72f2f6,,7,5
78091463f5af4446b89763e207c9d73b,,7,6
9b973345ca7443199dcae2cc0c8ea17d,Colecciones de Patrimonio - Ministerio de Obras Publicas - Direccion de Arquitectura,6,2
6243e5b1b2ff4d228b046414bfa8aafe,CONTROL DE PRESERVATIVOS - Instituto Nacional de la Juventud,6,6
ff59b495f25c4392b293035897abc5d4,Registro Nacional del Cancer - Subsecretaría de Redes Asistenciales,6,5
36641925df854dd5aac232802e0a17ec,Decide Aysén - Gobierno Regional de la Región de Aysén del General Carlos Ibáñez del Campo,6,3
0e9b8e3e710b4525ae2d8376805bc683,SIAC - Servicio Nacional de Prevención y Respuesta Ante Desastres,6,4
228c5af24c4c476ea78e4c1189d322c0,Solicitud de Aprobación de métodos de explotación bajo 5.000 tpm - SERNAGEOMIN,6,5
fc12644f5114443884845052a193f028,.:: ACCESO - INJUV ::. - Instituto Nacional de la Juventud,6,6
6a4a942682334af8b035115675b265f3,,6,2
d701305f8fb54019ad127ebec04a07d7,Encuesta Clima Laboral - Carabineros de Chile,5,5
d0e9d2ddcb6741fab3ef5d82c9bf8c89,Sercotec - Servicio de Cooperación Técnica,5,4
fa2027afd7f945a3bbeee5aa63697446,SITIA Adhesión - Subsecretaría de Prevención del Delito,5,1
d57aba0e90384b20aca92e990e3cb39c,Relatos de Guías - SERNATUR - Servicio Nacional de Turismo,5,5
bdb0a36d715e4e96943c51ba4e0cc69c,PAGO ONLINE - Dirección General del Crédito Prendario,5,3
1d743609a5f44a34a6d4c0045557d149,ZeCeroPapel - Municipalidad de Nueva Imperial,5,2
47819e43ea0d4ac38c0aa19d95d9cc0d,Convención Constitucional - Universidad de Chile,5,4
eedb69879966484fa0e1453188daeeb3,,5,2
52f0e0f15eed406bb9d4ab573a997582,,5,4
9281cb79e9ca437ca9a4d8ac0b748cfd,,5,2
33190a58ccf24123bc379954e081d60b,,5,3
f06ee509ce99497fb236ed84f0835d00,auntoque - Municipalidad de Natales,4,3
f17b909b1fd14b01a37765406c223c29,SERNATUR Patrocinio - Servicio Nacional de Turismo,4,3
10869c2316aa4dff8ff857a3aca9b0bb,Encuesta Mujeres Valiosas - Casa de Moneda de Chile S.A.,4,4
24e11daf6c084639b14ebba7d4908266,Simple - Gobierno Regional del Maule,4,3
3123d0bd951045f3815c9e15d1039de9,SIMPLE - Departamento de Extranjería y Migración,4,4
93fbf77209d842c5af4840bcdd959a0b,Ministra - Subsecretaría de Bienes Nacionales,4,3
dea98caddd9b45cd8cd39fcaaf6a5f36,Telemedicina Saludablemente - Subsecretaría de Salud Pública,4,1
6445f2899a224f22bad60c31fad06703,Formación Agentes de Cambio - Instituto Nacional de la Juventud,4,2
6aa8a534e36b497f8a29c0ebf5f4ef50,Gestor documental ZeCeroPapel - Municipalidad de Vichuquén,4,4
d1aa13c2a5604e0c863f951632d92969,,4,3
134e121276de4b5a9c36a9760ef0e044,,4,2
0185268ba8fc428a8cd80c3bc6844909,,4,4
38e9d0550f6842cea999ba69b421094d,Procedimientos Jurídicos - Instituto Nacional de la Juventud,3,2
e3bce80954864ccaba71ddb6697bed0e,Sistema RegistroEventos - Subsecretaría del Interior,3,3
902b942268e4467d93f5515bc38d0848,Acceso Unificado IPS - Instituto de Previsión Social,3,1
b0ba55dce60b40c792e54dc50d35af76,Gestor documental ZeCeroPapel - Municipalidad de El Bosque,3,2
97b8b2e1c99e417cb891f653e7f874dd,Chat Salud Digital - Subsecretaría de Redes Asistenciales,3,2
d275b47436ee4358afc2761ffda92c18,Gobierno Regional de la Región Atacama - Cerofilas - Gobierno Regional de la Región Atacama,3,2
48efdf15c8c74cec9e9b09e341707e0b,ZeCeroPapel - Municipalidad de Empedrado,3,2
d1478f8f5db14976a2685ffc160908fe,Municipalidad de Maipú - Municipalidad de Maipú,3,2
e0c87bcdad8648f48a779abe012b4401,Portal DHP - DIRECCIÓN DE INTELIGENCIA DE CARABINEROS,3,3
fc731733e4ea4015b53c20078d440dce,DocDigitalv3 Stress - Subsecretaría General de la Presidencia de la República,3,2
32b77c2c25bc41c2a2bbdbed43b42cdd,Araucanía Participa - Gobierno Regional de la Región de la Araucanía,3,3
7cb4fd755d6747d4b31e87e6972ed297,Portal San Rosendo - Municipalidad de San Rosendo,3,3
7c572320a289430eb84ea974a86e4883,PortalLicanten - Municipalidad de Licantén,3,1
dc5a5e48fe82424fa56918804645c1c9,Trámites Cauces y Drenajes DOH - Dirección de Obras Hidráulicas,3,3
d6419e3cc6494dfcb0b2651bbbadb81e,Registros OTELLO - Subsecretaría General de Gobierno,3,3
8198669878224a47b743149ad102e0a7,Declaracion Jurada - Dirección de Compras y Contratación Pública,3,3
cf2523621e474ed1bea4b24cae6e4d50,.:: Campus INJUV ::. - Instituto Nacional de la Juventud,3,3
fca77c84280b4a189ca67c9b90b0979c,Oficina de Partes ANID - Agencia Nacional de Investigación y Desarrollo,3,3
35091edbf7b546129807dbb0add0cc46,Fondo de Solidaridad e Inversion Social - FONDO DE SOLIDARIDAD E INVERSION SOCIAL,3,3
41909128f74f45cbaa066abfca9751f9,,3,3
5f6e4e8b9e3c42c8a0a745f690185481,,3,3
b4f25806a90147338fbd76eb1d5d7b37,,3,3
38c05b22ba7f4b428e3fbc3d66ca96e2,,3,3
4f1641397d274244946e5996c726a4f1,Municipalidad On Line - Municipalidad de Curacautín,2,2
3b11a2711ea44367b7ca972878b7803c,Subsecretaría General de la Presidencia de la República - Simple - Subsecretaría General de la Presidencia de la República,2,2
d05c2d095a0f49df91ee5136d8a73da6,SIMPLE - Corporación Nacional de Desarrollo Indígena,2,2
f2f5dea7cd634410a624f5a412ef0598,Subsecretaría de Transportes - SUBSECRETARIA DE TRANSPORTES,2,2
9a7f10b16366422cb336db617e2ea0fe,DGD CeroFilas - Secretaría de Gobierno Digital,2,1
f5db09caf5a34ae79efd09b1f7beb429,Bono para Trabajadoras y Trabajadores Culturales - Subsecretaría de las Culturas y las Artes,2,2
2535dfe9e2bc49a4a6eb2fad3ae6a512,PAEXv2024 - Dirección General de Movilización Nacional,2,1
8317f9c3e15b4702b40aea154ce9488f,Fondos FIC Concursables - Gobierno Regional de Aysén,2,2
21aaea492a294d48b7615bac94ab1c2b,Backoffice de ClaveÚnica - Secretaría de Gobierno Digital,2,1
98b87d514c26450788fe9fb10ad3a627,Plataforma de Seguimiento Ley - Subsecretaría General de la Presidencia de la República,2,2
702cd2e7025a4fa78058435cb93f0cf1,Invierte Turismo - Subsecretaría de Turismo,2,2
b6090e4d28ef469a9625f1105df6c13c,Repositorio Documental FOSIS - Fondo de Solidaridad e Inversión Social,2,2
296d9d14323f49338cf17cd7dba02927,Sitio de Trámites de INAPI - Instituto Nacional de Propiedad Industrial,2,2
b640048c801144a983ae56ebff744ba1,SIMPLE - Dirección de Compras y Contratación Pública,2,2
dfd8629588744588b72e351c6c1780e6,.:: Tarjeta Joven - INJUV ::. - Instituto Nacional de la Juventud,2,2
99ff080b71b44cb78b29deff38b87061,Reservas - Servicio de Registro civil e Identificación,2,1
74a7eae10db94a86889c21da35d8c713,Login Centralizado SPD - Subsecretaría de Prevención del Delito,2,2
1b8f5064277d4a98a1ce0b7e1db5457b,Monitor SSChiloe - Servicio Salud Chiloé,2,2
c6e2f067601a4fcf99aedb27b6c47d3e,,2,1
5efb1d8b8c0a43648a76df90ff6f5c82,,2,2
0de3dbcffe1c4850b94d9b9e9ff36df7,,2,2
7d8cb44a0eef4437bc5721e96605cd17,,2,2
ac74f6085bfd4a11a8f4fecb4b3a46bf,,2,2
97130a1e032c4dc7a90c7f327d9257c4,Gestión de Compras - Instituto Nacional de la Juventud,1,1
f3e1888670ba42fb85ea77459e2fc7cc,SIMPLE - División De Gobierno Digital,1,1
84487053f3a34f81883bc3fd388fda00,Registro de pasajeros - Subsecretaría del Interior,1,1
e13a8aa3241b4b7682650b9ae4ce423b,Comisión Chilena de Energía Nuclear - Portal de Trámites Digitales - Comisión Chilena de Energía Nuclear,1,1
f197642c61c749f0b2e22ea21ff7f1b9,Consulta Ciudadana - Universidad de Chile,1,1
88cd3a23a6b049bcadc23c30e7bfaec6,Vive tus parques - INJUV - Instituto Nacional de la Juventud,1,1
8f12907d9b294998858eb938e5268791,Lo mejor de ser joven - Instituto Nacional de la Juventud,1,1
4fe1997e335a42bebada2226c38050dd,Aplicativo Licencia Digital - Subsecretaría de Transportes,1,1
acc8353f6165457799aaf835442eca85,Servicio de Salud Metropolitano Oriente - Cerofilas - Servicio de Salud Metropolitano Oriente,1,1
7708f1a7fbe54e26bc6f69ebbb799a8e,Rebaja Patente No Metálicos - Servicio Nacional de Geología y Minería,1,1
d6c09864925a4ed5beb85269208a7a0d,Tramites S.L.E.P Valparaíso - Servicio Local de Educación Pública de Valparaíso,1,1
d570ef7a66684135be218b3a5681176d,SISTEMA DE ATENCIÓN DE CONSULTA - Comisión Administradora del Sistema de Créditos para Estudios Superiores,1,1
73e7b5a0c9d94dd48a8a932b2db2efc6,Direccion General de Movilizacion Nacional - DGMN,1,1
31e35cfbfff248299914aa685ae4ac1e,Cuenta Emprende - Cuenta Emprende,1,1
bf71a0052a49481882e77b3f7c7663fd,Registro Atencion Instituciones Externas - ChileAtiende,1,1
dd32dd54eaf74bea922e2284cd6e2f81,CONADI - REI - CONADI,1,1
c6c0e0151ecd46939d46692130b2c06a,Auto Reporte C19 - Subsecretaría de Salud Pública,1,1
c7eb138e22c24689ba271bd5ee9ed8dc,prueba meipublico - Casa de Moneda de Chile S.A.,1,1
1a23edd8603542e9bef8d3d29d11d8f0,ACTA DE COMPROMISO PROGRAMA - Fondo de Solidaridad e Inversión Social,1,1
9bc53cf8cf2249cb8eedb7f048f1a6bc,Ceropapel - Subsecretaría de Pesca y Acuicultura,1,1
817c16df30844ed8af3648019bbb1557,VIGIACOVID - Subsecretaría de Salud PÚblica,1,1
be7c85c2a11840ba8a398a1817291987,DOM Digital - Municipalidad de Cerro Navia,1,1
41d8c098b14b4f8d9fe3da689678205c,Portal Docente - CPEIP - Subsecretaría de Educación,1,1
ba2165ccec354bcca84276bbf212f14a,Servicio de Salud Tarapacá - Servicio de Salud Tarapacá,1,1
2b586432369643f3a77ae7887ae969b9,Subsecretaría General de la Presidencia - Simple - Subsecretaría General de la Presidencia,1,1
19bb14532c9e4352af10f1a8ab279be6,Portal I.M Porvenir - Municipalidad de Porvenir,1,1
987cb5e341b04c9d861fcf6e2eb925c9,COSOC INJUV - Instituto Nacional de la Juventud,1,1
23c19c8bd77e4690b22a4d24ba31bf87,Solicitud de aprobación de métodos de explotación sobre 5.000 tpm - SERNAGEOMIN,1,1
dc55000f57094792ad277d6f5100452f,,1,1
e4f138260bdf4881b867c1c1b9169830,,1,1
7a533cb508f2419ebb75a842e3f8da37,,1,1
49ca2da6dd8f4942b7914b34a0e395d4,,1,1
33e299728a6548bba9818d32af39481a,,1,1
504afa4ca6844060ac1b9c98ca42cfb0,,1,1
5fa58991f6b243e1bb622bc49f454158,,1,1
ec6d8dc699e94869a4cbd7dbeec543b4,,1,1
