proveedora,dueña,n_procedimientos_cpat,soporte,marginal_proveedora,marginal_dueña,lift,frac_direccion_esperada,proveedora_antes,dueña_antes,mismo_dia
Agencia de Calidad de la Educación,Instituto Nacional de Deportes de Chile,1,72,15983,16062,3.949235565964033,0.7083333333333334,51,21,0
Dirección General del Crédito Prendario,Servicio de Salud Antofagasta,1,72,26837,8537,4.425187866747374,0.375,27,45,0
Superintendencia de Educación Superior,Universidad de Talca,1,68,18162,4445,11.860744215694544,0.3548387096774194,22,40,6
Subsecretaría de Relaciones Exteriores,Instituto de Salud Pública de Chile,5,67,6579,31230,4.591783426603545,0.5454545454545454,36,30,1
Servicio Nacional de Migraciones,Comisión para el Mercado Financiero,5,66,131,4329895,1.6384520616118812,0.16666666666666666,11,55,0
Servicio Nacional de la Mujer y la Equidad de Género,Junta Nacional de Jardines Infantiles,1,59,4143,33697,5.950922638933207,0.5344827586206896,31,27,1
Subsecretaría de Vivienda y Urbanismo,Gobierno Regional de la Región de Antofagasta,1,51,1194254,460,1.3072363147421628,0.5,25,25,1
Servicio de Salud Coquimbo,Gobierno Regional de la Región de Coquimbo,1,50,5926,3622,32.8018527977953,0.3,15,35,0
Servicio Nacional de Migraciones,Servicio de Tesorerías,1,47,131,1972259,2.561539633192115,0.0425531914893617,2,45,0
Subsecretaría de Economía y Empresas de Menor Tamaño,Gobierno Regional de la Región de la Araucanía,1,43,996716,225,2.6999329041015137,0.627906976744186,27,16,0
Superintendencia de Educación Superior,Agencia Nacional de Investigación y Desarrollo,7,42,18162,3400,9.577345750986222,0.9761904761904762,41,1,0
Subsecretaría de Salud Pública,Servicio Nacional de Migraciones,1,40,2300001,131,1.8693866415876201,0.75,30,10,0
Subsecretaría de Justicia,Gobierno Regional de la Región de Antofagasta,1,36,733737,460,1.5019058659272,0.3333333333333333,12,24,0
Subsecretaría de Educación Parvularia,Corporación de Fomento de la Producción,1,34,2820,69677,2.436569644510633,0.5,17,17,0
Municipios,Subsecretaría de Telecomunicaciones,1,32,1219,99831,3.702706729417835,0.125,4,28,0
Corporación Nacional de Desarrollo Indígena,Gobierno Regional de la Región de la Araucanía,1,31,438899,225,4.420313263669115,0.6774193548387096,21,10,0
Servicio Nacional de Migraciones,Dirección Nacional del Servicio Civil,1,27,131,737238,3.936617514155216,0.18518518518518517,5,22,0
Policía de Investigaciones de Chile,Agencia Nacional de Investigación y Desarrollo,36,25,74238,3400,1.3946758874082246,1.0,25,0,0
Subsecretaría de Relaciones Exteriores,Dirección General de Aeronáutica Civil,2,24,6579,31437,1.633987479297799,0.43478260869565216,10,13,1
Municipalidad de Antofagasta,Gobierno Regional de la Región de Antofagasta,2,24,7962,460,92.27195046033879,0.125,3,21,0
Municipalidad de Santiago,Universidad Tecnológica Metropolitana,1,23,109655,641,4.607653702710052,0.9090909090909091,20,2,1
Tribunal Calificador de Elecciones de Chile‎,Servicio Nacional de la Discapacidad,1,21,2084,34312,4.13536655446755,0.42857142857142855,9,12,0
Policía de Investigaciones de Chile,Gobierno Regional de la Región de Coquimbo,1,20,74238,3622,1.0473546145086612,0.55,11,9,0
Gendarmería de Chile,Gobierno Regional de la Región de Coquimbo,1,19,119626,3622,0.6174730934604458,0.7894736842105263,15,4,0
Municipalidad de Arica,Universidad de Tarapacá,1,19,220,9678,125.65615500948732,0.47368421052631576,9,10,0
Subsecretaría de Desarrollo Regional y Administrativo,Gobierno Regional de la Región de la Araucanía,1,18,378710,225,2.974552771249769,0.4444444444444444,8,10,0
Subsecretaría de Bienes Nacionales,Gobierno Regional de la Región de Antofagasta,2,18,27711,460,19.883871104395837,0.5555555555555556,10,8,0
Subsecretaría de Justicia,Gobierno Regional de la Región de la Araucanía,1,17,733737,225,1.4499881322902106,0.7058823529411765,12,5,0
Superintendencia de Electricidad y Combustibles,Dirección de Arquitectura,2,17,240378,421,2.365432569198366,0.5882352941176471,10,7,0
Servicio Nacional de Geología y Minería,Comisión Chilena del Cobre,1,16,25871,107,81.38820177899188,0.75,12,4,0
Servicio de Evaluación Ambiental,Gobierno Regional de la Región de Valparaíso,1,16,59276,234,16.2429048409209,0.4375,7,9,0
Dirección General de Aeronáutica Civil,Gobierno Regional de la Región de Coquimbo,1,13,31437,3622,1.6076528522674267,0.46153846153846156,6,7,0
Consejo de Defensa del Estado,Servicio de Salud Biobío,1,12,6010,5416,5.191185911221328,0.5833333333333334,7,5,0
Subsecretaría para las Fuerzas Armadas,Gobierno Regional de la Región de Antofagasta,1,11,20626,460,16.325192243643524,0.36363636363636365,4,7,0
Servicio de Evaluación Ambiental,Comisión Chilena del Cobre,1,10,59276,107,22.20116666340824,0.9,9,1,0
Subsecretaría del Interior,Gobierno Regional de la Región de Antofagasta,1,10,75575,460,4.0504425491521525,0.4,4,6,0
Municipios,Instituto de Salud Pública de Chile,1,8,1219,31230,2.9590531180316355,0.0,0,8,0
Instituto Nacional de Deportes de Chile,Gobierno Regional de la Región de Antofagasta,1,7,16062,460,13.340713295761534,0.5714285714285714,4,3,0
Subsecretaría de Educación Parvularia,Consejo Nacional de Educación,1,7,2820,343,101.90447966420612,0.7142857142857143,5,2,0
Dirección de Presupuestos,Gobierno Regional de la Región Metropolitana de Santiago,2,7,2330,397,106.55898530826694,1.0,7,0,0
Subsecretaría de Hacienda,Comisión Chilena de Energía Nuclear,1,6,49783,607,2.795889216861806,0.0,0,6,0
Dirección General de Aguas,Comisión Chilena del Cobre,1,6,31459,107,25.099266126835314,0.6666666666666666,4,2,0
Superintendencia de Educación Superior,Universidad Tecnológica Metropolitana,1,6,18162,641,7.257181982026556,0.8333333333333334,5,1,0
Subsecretaría del Deporte,Universidad de Talca,1,5,5998,4445,2.6407679575231486,0.6,3,2,0
Municipalidad de San Pedro de Atacama,Gobierno Regional de la Región de Antofagasta,1,4,163,460,751.195572152574,0.0,0,4,0
Municipalidad de Taltal,Servicio de Salud Antofagasta,1,4,202,8537,32.66192705717802,0.25,1,3,0
Servicio de Registro Civil e Identificación,Gobierno Regional de la Región del Maule,8,3,9820357,3,1.4338746544550263,1.0,3,0,0
Dirección de Educación Pública,Servicio de Salud Osorno,1,3,22950,888,2.072831802390626,0.3333333333333333,1,2,0
Servicio Nacional de Migraciones,Dirección General de Aeronáutica Civil,1,2,131,31437,6.838424698664261,0.0,0,2,0
Subsecretaría de Agricultura,Comisión Nacional de Riego,1,2,5,7648,736.4623953974896,0.0,0,2,0
Municipalidad de Mejillones,Gobierno Regional de la Región de Antofagasta,2,2,6,460,10203.739855072463,0.5,1,1,0
Municipalidad de Taltal,Gobierno Regional de la Región de Antofagasta,2,2,202,460,303.08138183383556,1.0,2,0,0
Dirección del Trabajo,Dirección de Obras Hidráulicas,3,2,3044807,3,3.0830987536046344,1.0,2,0,0
Instituto Nacional de Estadísticas,Comisión Chilena del Cobre,2,2,52630,107,5.000936177618039,1.0,2,0,0
Municipalidad de San Pedro de Atacama,Servicio de Salud Antofagasta,1,2,163,8537,20.2383719802146,0.0,0,2,0
Municipios,Servicio Nacional de la Mujer y la Equidad de Género,1,2,1219,4143,5.5763473857185595,0.0,0,2,0
Universidad de La Serena,Gobierno Regional de la Región de Coquimbo,1,1,113,3622,34.40420879287344,0.0,0,1,0
Dirección del Trabajo,Gobierno Regional de la Región del Maule,1,1,3044807,3,1.5415493768023172,1.0,1,0,0
Consejo Nacional de Educación,Dirección General de Aeronáutica Civil,1,1,343,31437,1.305879935167665,1.0,1,0,0
Subsecretaría de Transportes,Gobierno Regional de la Región del Maule,2,1,1447843,3,3.2418710684330647,0.0,0,1,0
Dirección de Vialidad,Gobierno Regional de la Región de Antofagasta,1,1,4401,460,6.955514556968279,1.0,1,0,0
Dirección Nacional del Servicio Civil,Dirección de Obras Hidráulicas,1,1,737238,3,6.36662832536214,1.0,1,0,0
Servicio Nacional de Migraciones,Gobierno Regional de la Región de Arica y Parinacota,1,1,131,2128,50.51211401595592,1.0,1,0,0
Armada de Chile,Gobierno Regional de la Región de Coquimbo,1,1,4635,3622,0.8387649608618551,0.0,0,1,0
Junta Nacional de Jardines Infantiles,Agencia de Promoción de la Inversión Extranjera,1,1,33697,366,1.141737172043173,0.0,0,1,0
Subsecretaría de Educación,Servicio Local de Educación Pública de Valparaíso,1,1,1287858,1,10.933783848840477,0.0,0,1,0
