inst_origen,inst_destino,soporte_total,n_pares_servicio,frac_prom_ponderada
UNIVERSIDAD DE LA FRONTERA,UNIVERSIDAD DE CHILE,10845,1,0.8804979253112033
SUBSECRETARIA DE EDUCACION,SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,10553,1,0.8891310527811996
PODER JUDICIAL,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,10518,1,0.8559612093553908
DIRECCION DEL TRABAJO,ILUSTRE MUNICIPALIDAD DE PENALOLEN,10509,1,0.8820058997050148
SERVICIO AGRICOLA Y GANADERO,DIRECCION GENERAL DE MOVILIZACION NACIONAL,10323,1,0.999418773612322
ACEPTA.COM S.A.,MUNICIPALIDAD DE PROVIDENCIA,10161,1,0.8766853656136208
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",CAJA DE PREVISION DE LA DEFENSA NACIONAL,10121,1,0.9848829167078352
SERVICIO DE TESORERIAS,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,9985,1,0.9407110665999
ACEPTA.COM S.A.,SUPERINTENDENCIA DE EDUCACION,9933,1,0.927917044196114
CONTRALORIA,MINISTERIO PUBLICO,9889,1,0.9270907068459903
INSTITUTO NACIONAL DE ESTADISTICAS,SERVICIO NACIONAL DEL CONSUMIDOR,9643,1,0.8573058176915898
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SUBSECRETARIA DE BIENES NACIONALES,9624,1,0.9087697423108896
COMISION PARA EL MERCADO FINANCIERO,SUBSECRETARIA DE BIENES NACIONALES,9586,1,0.8707490089714166
SERVICIO DE COOPERACION TECNICA,MINISTERIO PUBLICO,9497,1,0.8824892071180372
MUNICIPALIDAD DE LA FLORIDA,SUBSECRETARIA DE TRANSPORTES,9472,1,0.8980152027027027
ACEPTA.COM S.A.,CORPORACION DE FOMENTO DE LA PRODUCCION,9443,1,0.8737689293656677
SECRETARIA DE GOBIERNO DIGITAL,SUBSECRETARIA DE EDUCACION,9436,1,0.9116150911403135
PODER JUDICIAL,ILUSTRE MUNICIPALIDAD DE PENALOLEN,9382,1,0.8572798976764017
INSTITUTO DE PREVISION SOCIAL,SUBSECRETARIA DE HACIENDA,9360,1,0.9066239316239316
SUPERINTENDENCIA DE SEGURIDAD SOCIAL,MINISTERIO PUBLICO,9340,1,0.8593147751605996
SUBSECRETARIA DE EVALUACION SOCIAL,MINISTERIO PUBLICO,9265,1,0.8923907177549919
ACEPTA.COM S.A.,MTT,9236,1,0.8755954958856648
DIRECCION GENERAL DE MOVILIZACION NACIONAL,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,9232,1,0.8657928942807626
SECRETARIA DE GOBIERNO DIGITAL,SUBSECRETARIA DE PREVISION SOCIAL,9218,1,0.9655022781514428
ACEPTA.COM S.A.,DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,9186,1,0.8623993032876116
SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,ILUSTRE MUNICIPALIDAD DE PENALOLEN,9082,1,0.8654481391763928
SERVICIO DE TESORERIAS,CERTIFICADORA DEL SUR,8971,1,0.9262066659235314
SUBSECRETARIA DE EVALUACION SOCIAL,SUBSECRETARIA DE VIVIENDA Y URBANISMO,8883,1,0.8923787008893392
SANIDAD NAVAL DE LA ARMADA DE CHILE,DIRECCION GENERAL DE MOVILIZACION NACIONAL,8775,1,0.900968660968661
SERVICIO DE TESORERIAS,SUBSECRETARIA DE JUSTICIA,8746,1,0.8521609878801738
SUBSECRETARIA DE EDUCACION,CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,8742,1,0.8609013955616563
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE TELECOMUNICACIONES,8597,1,0.9142724206118412
ACEPTA.COM S.A.,SUBSECRETARIA DEL INTERIOR,8447,1,0.8678820883153783
SERVICIO DE TESORERIAS,ILUSTRE MUNICIPALIDAD DE PENALOLEN,8320,1,0.9344951923076924
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SUBSECRETARIA DE EDUCACION,8312,1,0.934191530317613
SUBSECRETARIA DE REDES ASISTENCIALES,SUBSECRETARIA DE EDUCACION,8280,1,0.8682367149758454
COMISION PARA EL MERCADO FINANCIERO,SUBSECRETARIA DE PREVISION SOCIAL,8213,1,0.9819797881407524
DIRECCION DEL TRABAJO,MUNICIPALIDAD DE COLINA,8103,1,0.8759718622732321
SUBSECRETARIA DEL TRABAJO,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,7911,1,0.8552648211351283
SUBSECRETARIA DE REDES ASISTENCIALES,CONSEJO NACIONAL DE TELEVISION,7863,1,0.8653185806943915
EJERCITO DE CHILE,SECRETARIA DE GOBIERNO DIGITAL,7811,1,0.8728715913455384
PODER JUDICIAL,CAJA DE PREVISION DE LA DEFENSA NACIONAL,7791,1,0.9777948915415222
SECRETARIA DE GOBIERNO DIGITAL,SUBSECRETARIA DE JUSTICIA,7724,1,0.8783013982392542
SERVICIO CIVIL,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,7668,1,0.8647626499739176
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUPERINTENDENCIA DE EDUCACION,7622,1,0.8517449488323274
SERVICIO DE TESORERIAS,CAJA DE PREVISION DE LA DEFENSA NACIONAL,7615,1,0.9994747209455024
COMISION PARA EL MERCADO FINANCIERO,SUBSECRETARIA DE PREVENCION DEL DELITO,7543,1,0.8553625878297759
SERVICIO DE IMPUESTOS INTERNOS,SUBSECRETARIA DE PREVENCION DEL DELITO,7496,1,0.8887406616862327
REDIN,CAJA DE PREVISION DE LA DEFENSA NACIONAL,7484,1,0.9635221806520576
PODER JUDICIAL,SUBSECRETARIA DE BIENES NACIONALES,7477,1,0.8774909723150996
SERVICIO AGRICOLA Y GANADERO,DIRECCION NACIONAL DEL SERVICIO CIVIL,7377,1,0.8710858072387149
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUBSECRETARIA DE EDUCACION,7364,1,0.913090711569799
DIRECCION DE PREVISION DE CARABINEROS DE CHILE,CERTIFICADORA DEL SUR,7333,1,0.9357698077185328
SERVICIO AGRICOLA Y GANADERO,SECRETARIA DE GOBIERNO DIGITAL,7310,1,0.8679890560875513
SUPERINTENDENCIA DE SALUD,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,7277,1,0.851587192524392
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,MINISTERIO PUBLICO,7236,1,0.995854063018242
ACEPTA.COM S.A.,SUBSECRETARIA GENERAL DE GOBIERNO,7198,1,0.8892747985551542
SUBSECRETARIA DEL TRABAJO,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,7194,1,0.8597442313038643
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SUBSECRETARIA DE PREVISION SOCIAL,7026,1,0.9769427839453458
PODER JUDICIAL,SUBSECRETARIA DE EDUCACION,6935,1,0.904397981254506
UNIVERSIDAD DE LA FRONTERA,MINISTERIO PUBLICO,6899,1,0.9334686186403828
UNIVERSIDAD DE LA FRONTERA,SUBSECRETARIA DE REDES ASISTENCIALES,6845,1,0.8654492330168005
GENDARMERIA DE CHILE,DIRECCION DE PREVISION DE CARABINEROS DE CHILE,6754,1,0.8819958543085579
SERVICIO AGRICOLA Y GANADERO,PRESIDENCIA DE LA REPUBLICA,6657,1,0.8879375093886135
SERVICIO DE IMPUESTOS INTERNOS,CAJA DE PREVISION DE LA DEFENSA NACIONAL,6614,1,0.9623525854248564
SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,SUBSECRETARIA DE BIENES NACIONALES,6581,1,0.8769184014587449
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",PODER JUDICIAL,6562,1,0.9347759829320328
DIRECCION DE PREVISION DE CARABINEROS DE CHILE,SUBSECRETARIA DE PREVENCION DEL DELITO,6554,1,0.8581019224900824
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,SUBSECRETARIA DE PREVENCION DEL DELITO,6544,1,0.8662897310513448
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES,6483,1,0.8587073885546814
SERVICIO AGRICOLA Y GANADERO,CORPORACION DE ASISTENCIA JUDICIAL DE LA REGION METROPOLITANA,6367,1,0.8749803675200252
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,CERTIFICADORA DEL SUR,6298,1,0.8521752937440458
CONTRALORIA GENERAL DE LA REPUBLICA,"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",6296,1,0.8500635324015248
SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,SUBSECRETARIA DE JUSTICIA,6246,1,0.9217098943323728
SANIDAD NAVAL DE LA ARMADA DE CHILE,CAJA DE PREVISION DE LA DEFENSA NACIONAL,6221,1,0.9855328725285324
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,SUBSECRETARIA DE EDUCACION,6220,1,0.8959807073954984
MINISTERIO DE DESARROLLO SOCIAL,SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES,6101,1,0.8773971480085232
SECRETARIA DE GOBIERNO DIGITAL,SUBSECRETARIA DE PREVENCION DEL DELITO,6063,1,0.8603001814283358
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,SUBSECRETARIA DE BIENES NACIONALES,6062,1,0.8568129330254042
PODER JUDICIAL,MUNICIPALIDAD DE COLINA,6020,1,0.9008305647840532
MINISTERIO PUBLICO,CARABINEROS DE CHILE,5998,1,0.8614538179393131
ACEPTA.COM S.A.,PRESIDENCIA DE LA REPUBLICA,5997,1,0.9749874937468734
SUBSECRETARIA DE VIVIENDA Y URBANISMO,SUBSECRETARIA DE EVALUACION SOCIAL,5985,1,0.8661654135338346
ACEPTA.COM S.A.,ADMINISTRADORA DE FONDOS DE CESANTIA,5977,1,0.8937594110757905
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,5944,1,0.9015814266487214
ACEPTA.COM S.A.,CONSEJO NACIONAL DE TELEVISION,5820,1,0.9443298969072164
SECRETARIA DE GOBIERNO DIGITAL,SUBSECRETARIA DE TRANSPORTES,5799,1,0.8679082600448353
INSTITUTO DE PREVISION SOCIAL,ILUSTRE MUNICIPALIDAD DE PENALOLEN,5797,1,0.9653268932206314
SUBSECRETARIA DE JUSTICIA,CARABINEROS DE CHILE,5770,1,0.9440207972270364
DIRECCION DEL TRABAJO,SUBSECRETARIA DE BIENES NACIONALES,5767,1,0.8508756719264783
ACEPTA.COM S.A.,"MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO",5708,1,0.8833216538192011
SERVICIO DE TESORERIAS,SUBSECRETARIA DE BIENES NACIONALES,5631,1,0.9172438288048304
SERVICIO DE TESORERIAS,SUBSECRETARIA DE PREVISION SOCIAL,5628,1,0.999822316986496
SUBSECRETARIA DE TELECOMUNICACIONES,SECRETARIA DE GOBIERNO DIGITAL,5587,1,0.8840164667979238
SERVICIO AGRICOLA Y GANADERO,SUPERINTENDENCIA DE EDUCACION,5586,1,0.8845327604726101
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,CAJA DE PREVISION DE LA DEFENSA NACIONAL,5581,1,0.9641641282924209
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",AFP CUPRUM,5573,1,0.9093845325677371
CONTRALORIA GENERAL DE LA REPUBLICA,E-CERT CHILE,5557,1,0.8835702717293503
SERVICIO DE SALUD MAULE,SUBSECRETARIA DE TRANSPORTES,5530,1,0.8895117540687161
INSTITUTO DE PREVISION SOCIAL,SERVICIO NACIONAL DEL CONSUMIDOR,5521,1,0.8619815250860351
SERVICIO DE COOPERACION TECNICA,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,5485,1,0.8880583409298086
SERVICIO DE TESORERIAS,SUBSECRETARIA DE HACIENDA,5471,1,0.9756900018278194
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE VINA DEL MAR,5447,1,0.8553332109418028
SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,SUBSECRETARIA DE TRANSPORTES,5403,1,0.9487321858226913
DIRECCION CHILECOMPRA,MINISTERIO PUBLICO,5371,1,0.8681809718860547
SUBSECRETARIA DE EDUCACION,SUBSECRETARIA DE ENERGIA,5349,1,1.0
PODER JUDICIAL,TRIBUNAL CONSTITUCIONAL DE CHILE,5304,1,0.8963046757164405
MUNICIPALIDAD DE SANTIAGO,SUBSECRETARIA DE TRANSPORTES,5249,1,0.8670222899599924
SERVICIO DE TESORERIAS,PODER JUDICIAL,5239,1,0.8520710059171598
INSTITUTO DE DESARROLLO AGROPECUARIO,SUBSECRETARIA DE JUSTICIA,5225,1,0.8723444976076555
DIRECCION DEL TRABAJO,CAJA DE PREVISION DE LA DEFENSA NACIONAL,5144,1,0.9729782270606532
SERVICIO AGRICOLA Y GANADERO,CONSEJO NACIONAL DE TELEVISION,5066,1,0.9172917489143309
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE JUSTICIA,5033,1,0.9582753824756608
SUBSECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,MINISTERIO PUBLICO,5021,1,0.9816769567815177
ACEPTA.COM S.A.,DIRECCION DEL TRABAJO,4964,1,0.8904109589041096
SUBSECRETARIA DE JUSTICIA,FONDO DE SOLIDARIDAD E INVERSION SOCIAL,4910,1,0.8594704684317719
SUBSECRETARIA DE EDUCACION,SERVICIO DE TESORERIAS,4904,1,0.9325040783034256
SERVICIO CIVIL,E-DIGITAL PKI SPA.,4874,1,0.8828477636438243
DIRECCION DE PREVISION DE CARABINEROS DE CHILE,SUBSECRETARIA DE REDES ASISTENCIALES,4826,1,0.8810609200165769
SERVICIO DE TESORERIAS,SUBSECRETARIA DE EDUCACION,4788,1,0.9715956558061819
SUBSECRETARIA DE EDUCACION,E-CERT CHILE,4788,1,0.9496658312447788
MINISTERIO DE EDUCACION,SUBSECRETARIA DE EDUCACION,4784,1,0.9345735785953178
ESIGN S.A.,MUNICIPALIDAD DE MAIPU,4774,1,0.8910766652702137
SUBSECRETARIA GENERAL DE GOBIERNO,SUBSECRETARIA DE HACIENDA,4762,1,0.8674926501469971
MINISTERIO DE DESARROLLO SOCIAL,SUBSECRETARIA DE PREVENCION DEL DELITO,4699,1,0.9823366673760374
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",MUNICIPALIDAD DE LO BARNECHEA,4686,1,0.8651301749893299
GENDARMERIA DE CHILE,SUBSECRETARIA DE DERECHOS HUMANOS,4636,1,0.8559102674719585
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,ILUSTRE MUNICIPALIDAD DE PENALOLEN,4623,1,0.8691325978801644
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,MUNICIPALIDAD DE COLINA,4587,1,0.868541530412034
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUBSECRETARIA DE SALUD PUBLICA,4542,1,0.8837516512549538
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,MINISTERIO DE EDUCACION,4506,1,0.8936972924988904
SERVICIO ELECTORAL,SUBSECRETARIA DE PREVISION SOCIAL,4473,1,0.984126984126984
SERVICIO CIVIL,SUBSECRETARIA DE VIVIENDA Y URBANISMO,4442,1,0.8694281855020262
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,4406,1,0.9745801180208806
SERVICIO DE TESORERIAS,AFP UNO,4378,1,0.8748286888990406
ACEPTA.COM S.A.,UNIVERSIDAD DE SANTIAGO DE CHILE,4371,1,0.9505833905284832
SERVICIO NACIONAL DEL CONSUMIDOR,CAJA DE PREVISION DE LA DEFENSA NACIONAL,4355,1,0.9729047072330654
MUNICIPALIDAD DE LAS CONDES,SUBSECRETARIA DE REDES ASISTENCIALES,4334,1,0.8952468850946008
CONTRALORIA GENERAL DE LA REPUBLICA,SERVICIO NACIONAL DEL CONSUMIDOR,4270,1,0.8880562060889929
MINISTERIO DE DESARROLLO SOCIAL,SUBSECRETARIA DE TELECOMUNICACIONES,4250,1,0.8703529411764706
SERVICIO ELECTORAL,SERVICIO SALUD ARAUCANIA SUR,4227,1,0.8601845280340668
ACEPTA.COM S.A.,INSTITUTO NACIONAL DE LA JUVENTUD,4225,1,0.8771597633136095
SERVICIO NACIONAL DEL CONSUMIDOR,SUBSECRETARIA DE EDUCACION,4218,1,0.8878615457562826
MINISTERIO DE EDUCACION,MINISTERIO PUBLICO,4192,1,0.8740458015267175
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,E-DIGITAL PKI SPA.,4124,1,0.8942774005819593
PODER JUDICIAL,SUBSECRETARIA DE PREVISION SOCIAL,4118,1,0.9766877124817872
SERVICIO DE TESORERIAS,MUNICIPALIDAD DE COLINA,4111,1,0.9620530284602288
SUBSECRETARIA DE REDES ASISTENCIALES,SERVICIO NACIONAL DEL CONSUMIDOR,4111,1,0.888105083921187
ACEPTA.COM S.A.,SUBSECRETARIA DE DERECHOS HUMANOS,4103,1,0.9373629051913234
SUBSECRETARIA DE REDES ASISTENCIALES,SERVICIO SALUD ARAUCANIA SUR,4079,1,0.8891885265996567
SUBSECRETARIA DE EDUCACION,SERVICIO NACIONAL DEL CONSUMIDOR,4018,1,0.9410154305624688
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,SUBSECRETARIA DE VIVIENDA Y URBANISMO,3977,1,0.890369625345738
MINISTERIO DE DESARROLLO SOCIAL,AFP MODELO,3951,1,0.8962288028347254
ACEPTA.COM S.A.,EJERCITO DE CHILE,3930,1,0.9587786259541984
SERVICIO NACIONAL DEL CONSUMIDOR,MUNICIPALIDAD DE COLINA,3920,1,0.9089285714285714
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",AGENCIA NACIONAL DE CIBERSEGURIDAD,3914,1,0.9092999489013796
EJERCITO DE CHILE,CAJA DE PREVISION DE LA DEFENSA NACIONAL,3900,1,0.9753846153846154
CONTRALORIA GENERAL DE LA REPUBLICA,BPO ADVISORS SPA,3875,1,0.8818064516129033
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE DERECHOS HUMANOS,3857,1,0.8781436349494426
SUBSECRETARIA DE REDES ASISTENCIALES,SERVICIO NACIONAL DE ADUANAS,3847,1,0.8614504808942033
SUBSECRETARIA DE EDUCACION,SUBSECRETARIA DEL TRABAJO,3815,1,0.9035386631716908
SUPERINTENDENCIA DE SEGURIDAD SOCIAL,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,3794,1,0.8637322087506589
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUBSECRETARIA DE TELECOMUNICACIONES,3786,1,0.8795562599049128
SERVICIO NACIONAL DEL CONSUMIDOR,SUBSECRETARIA DE PREVISION SOCIAL,3785,1,0.9738441215323644
SUBSECRETARIA DE JUSTICIA,CONSEJO NACIONAL DE TELEVISION,3716,1,0.870021528525296
UNIVERSIDAD DE LA FRONTERA,FONDO NACIONAL DE SALUD,3697,1,0.8720584257506087
SERVICIO DE IMPUESTOS INTERNOS,SUBSECRETARIA DE EDUCACION,3669,1,0.8746252384846007
MINISTERIO DE DESARROLLO SOCIAL,MINISTERIO DE EDUCACION,3658,1,0.8717878622197922
SUBSECRETARIA GENERAL DE GOBIERNO,SUBSECRETARIA DE TRANSPORTES,3639,1,0.8821104699093157
DIRECCION DE PREVISION DE CARABINEROS DE CHILE,MINISTERIO PUBLICO,3636,1,0.891914191419142
MUNICIPALIDAD DE PUENTE ALTO,SUBSECRETARIA DE REDES ASISTENCIALES,3632,1,0.8829845814977973
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SUBSECRETARIA DE PREVENCION DEL DELITO,3622,1,0.8854224185532855
SERVICIO AGRICOLA Y GANADERO,EJERCITO DE CHILE,3621,1,0.8950566141949737
ACEPTA.COM S.A.,SERVICIO NACIONAL DE PREVENCION Y REHABILITACION DEL CONSUMO DE DROGAS Y ALCOHOL,3596,1,0.910734149054505
ACEPTA.COM S.A.,SERVICIO SALUD ARAUCANIA SUR,3595,1,0.9591098748261474
SUBSECRETARIA DE EDUCACION,BPO ADVISORS SPA,3592,1,0.9457126948775056
BPO ADVISORS SPA,CAJA DE PREVISION DE LA DEFENSA NACIONAL,3555,1,0.9566807313642756
SUBSECRETARIA DE TELECOMUNICACIONES,SERVICIO DE TESORERIAS,3548,1,0.8897970687711386
SECRETARIA DE GOBIERNO DIGITAL,CARABINEROS DE CHILE,3523,1,0.8501277320465512
FONDO NACIONAL DE SALUD,MUNICIPALIDAD DE CORONEL,3519,1,0.9835180448991192
SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,JUNTA NACIONAL DE JARDINES INFANTILES,3517,1,0.8709127096957634
INSTITUTO DE DESARROLLO AGROPECUARIO,FONDO NACIONAL DE SALUD,3507,1,0.8788138009694896
CONTRALORIA GENERAL DE LA REPUBLICA,ESIGN S.A.,3496,1,0.8835812356979404
ACEPTA.COM S.A.,DIRECCION DE PREVISION DE CARABINEROS DE CHILE,3493,1,0.8894932722588034
FONDO NACIONAL DE SALUD,MUNICIPALIDAD DE ANTOFAGASTA,3492,1,0.9412943871706758
CONTRALORIA GENERAL DE LA REPUBLICA,INSTITUTO DE PREVISION SOCIAL,3472,1,0.8942972350230415
MINISTERIO DE DESARROLLO SOCIAL,E-DIGITAL PKI SPA.,3451,1,0.9791364821790786
FONDO NACIONAL DE SALUD,E-DIGITAL PKI SPA.,3446,1,0.9930354033662218
SUBSECRETARIA DE JUSTICIA,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,3428,1,1.0
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",MUNICIPALIDAD DE PADRE HURTADO,3425,1,0.8581021897810219
SUBSECRETARIA DE TELECOMUNICACIONES,SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,3410,1,0.8821114369501466
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",MUNICIPALIDAD DE CORONEL,3351,1,0.9265890778871978
SUBSECRETARIA DE TELECOMUNICACIONES,E-CERT CHILE,3343,1,0.9255160035895902
SERVICIO DE TESORERIAS,AGENCIA NACIONAL DE CIBERSEGURIDAD,3310,1,0.9570996978851963
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE SERVICIOS SOCIALES,3274,1,0.8992058643860721
SECRETARIA DE GOBIERNO DIGITAL,MUNICIPALIDAD DE CORONEL,3269,1,0.8709085347200979
ACEPTA.COM S.A.,SUBSECRETARIA DE JUSTICIA,3257,1,0.9705250230273258
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,MINISTERIO PUBLICO,3249,1,0.9187442289935364
COMISION PARA EL MERCADO FINANCIERO,DOCDIGITAL,3224,1,0.9212158808933002
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SERVICIO SALUD ARAUCANIA SUR,3224,1,0.9274193548387096
PODER JUDICIAL,AFP CUPRUM,3220,1,0.8565217391304348
ACEPTA.COM S.A.,SUPERINTENDENCIA DEL MEDIO AMBIENTE,3209,1,0.854783421626675
MUNICIPALIDAD DE LAS CONDES,MINISTERIO PUBLICO,3197,1,0.9239912417891774
MINISTERIO DE DESARROLLO SOCIAL,CRS CORDILLERA ORIENTE,3143,1,0.8857779191854915
SUBSECRETARIA DE TELECOMUNICACIONES,INSTITUTO DE PREVISION SOCIAL,3073,1,0.864627399934917
SRCEI,FUERZA AEREA DE CHILE,3016,1,0.8869363395225465
BPO ADVISORS SPA,MUNICIPALIDAD DE COLINA,3001,1,0.8960346551149617
SUBSECRETARIA DE JUSTICIA,SERVICIO SALUD ARAUCANIA SUR,2992,1,0.8937165775401069
ACEPTA.COM S.A.,SERVICIO DE EVALUACION AMBIENTAL,2969,1,0.8656113169417312
SUBSECRETARIA DE EDUCACION,ESIGN S.A.,2942,1,0.9510537049626104
DIRECCION GENERAL DE MOVILIZACION NACIONAL,CAJA DE PREVISION DE LA DEFENSA NACIONAL,2920,1,0.9595890410958904
SERVICIO NACIONAL DEL CONSUMIDOR,AGENCIA NACIONAL DE CIBERSEGURIDAD,2897,1,0.8570935450466
SERVICIO AGRICOLA Y GANADERO,SERVICIO NACIONAL DEL CONSUMIDOR,2885,1,0.9483535528596188
SERVICIO DE IMPUESTOS INTERNOS,SUBSECRETARIA DE HACIENDA,2873,1,0.9557953358858337
SERVICIO AGRICOLA Y GANADERO,SERVICIO NACIONAL DE PREVENCION Y REHABILITACION DEL CONSUMO DE DROGAS Y ALCOHOL,2869,1,0.8724294179156501
MINISTERIO DE DESARROLLO SOCIAL,DOCDIGITAL,2867,1,0.9993024066968955
DIRECCION DEL TRABAJO,SUBSECRETARIA DE PREVISION SOCIAL,2866,1,0.9602233077459874
DIRECCION DE PREVISION DE CARABINEROS DE CHILE,SUBSECRETARIA DE TRANSPORTES,2865,1,0.8513089005235602
FONDO NACIONAL DE SALUD,DOCDIGITAL,2854,1,0.9905395935529082
SUBSECRETARIA DE TELECOMUNICACIONES,CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,2850,1,0.8617543859649123
CONTRALORIA,SUBSECRETARIA DE EVALUACION SOCIAL,2841,1,0.909538894755368
ACEPTA.COM S.A.,SERVICIO DE SALUD METROPOLITANO ORIENTE,2827,1,0.8875132649451716
ACEPTA.COM S.A.,SUPERINTENDENCIA DE EDUCACION SUPERIOR,2787,1,0.8945102260495156
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,ILUSTRE MUNICIPALIDAD DE PENALOLEN,2770,1,0.8729241877256317
SERVICIO AGRICOLA Y GANADERO,UNIVERSIDAD DE SANTIAGO DE CHILE,2707,1,0.912079793128925
PODER JUDICIAL,AGENCIA NACIONAL DE CIBERSEGURIDAD,2705,1,0.8728280961182995
DIRECCION DE PREVISION DE CARABINEROS DE CHILE,CARABINEROS DE CHILE,2688,1,0.8697916666666666
INSTITUTO DE PREVISION SOCIAL,SUBSECRETARIA DE PREVENCION DEL DELITO,2628,1,0.9992389649923896
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,CONSEJO NACIONAL DE TELEVISION,2589,1,0.8930088837388953
CONTRALORIA,DOCDIGITAL,2581,1,0.9461449050755522
SANIDAD NAVAL DE LA ARMADA DE CHILE,SUBSECRETARIA DE REDES ASISTENCIALES,2573,1,0.8577535950252624
BPO ADVISORS SPA,SUBSECRETARIA DE PREVISION SOCIAL,2532,1,0.9715639810426541
INSTITUTO NACIONAL DE ESTADISTICAS,SERVICIO AGRICOLA Y GANADERO,2506,1,0.9996009577015164
FONDO NACIONAL DE SALUD,MUNICIPALIDAD DE SAN CLEMENTE,2503,1,0.9608469836196564
FONDO NACIONAL DE SALUD,SUBSECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,2482,1,0.9222401289282837
